ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.769231	1	0.971049	4943120
0.74359	0.470085	0.716966	3649710
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.478873	0.450704	0.546755	2783250
0.362963	0.474074	0.47489	2417430
1	0.497224	0.844642	4299640
1	0.486842	0.837279	4262160
0.285714	0.460317	0.39832	2027640
0.42623	1	0.789708	4020000
0.834951	0.495146	0.778593	3963420
0.477924	1	0.830777	4229060
0.408038	1	0.773801	3939030
0.85327	1	0.988666	5032800
0.440023	1	0.801251	4078760
0.52794	1	0.865174	4404160
0.907326	0.0401458	0.157084	799634
0.579832	0.453782	0.614419	3127700
1	0.453782	0.812332	4135170
1	0.498811	0.845748	4305270
1	0.37037	0.738241	3758010
1	0.33	0.695859	3542260
1	0.495277	0.843277	4292700
0.739394	0.478788	0.721628	3673440
1	0.472393	0.826661	4208110
0.735714	0.485714	0.725074	3690980
0.78626	0.48855	0.751653	3826280
0.431655	0.489209	0.539557	2746610
0.734375	1	0.961103	4892480
0.819485	0.504143	0.778341	3962140
0.323308	1	0.688371	3504150
1	1	1	5090490
1	0.434211	0.79644	4054270
0.553719	0.495868	0.629467	3204300
0.478873	0.450704	0.546755	2783250
0.759494	0.493671	0.742752	3780970
0.811765	1	0.981054	4994050
0.758389	0.469799	0.723985	3685440
1	1	1	5090490
0.946565	0.48855	0.819095	4169590
0.769231	0.480769	0.737697	3755240
1	0.43038	0.793227	4037920
0.758621	1	0.968192	4928570
1	0.0104577	0.0581493	296009
0.955882	1	0.999012	5085460
0.657895	0.45614	0.661303	3366360
0.896296	0.466667	0.782847	3985080
0.627737	0.452555	0.641601	3266070
1	0.47541	0.828914	4219580
0.832061	0.496183	0.778091	3960860
1	0.467532	0.822991	4189430
0.735988	0.0411852	0.136288	693775
0.721905	0.21727	0.447406	2277510
0.708333	1	0.952595	4849180
0.742333	0.0137247	0.056917	289736
1	0.0313477	0.139893	712123
1	1	1	5090490
0.764368	1	0.969758	4936550
1	0.491667	0.840728	4279720
1	0.11011	0.353044	1797170
0.55	0.45	0.593095	3019150
0.650558	1	0.930249	4735420
0.323276	1	0.688335	3503960
0.0702154	0.62972	0.182111	927035
0.401182	0.167517	0.248658	1265790
0.46247	1	0.819114	4169690
0.684584	1	0.944003	4805440
1	1	1	5090490
0.8	0.488	0.757604	3856580
1	0.413043	0.778258	3961710
0.730263	1	0.959822	4885960
0.361914	1	0.729745	3714760
0.682899	1	0.943362	4802180
0.469231	1	0.824279	4195990
1	1	1	5090490
0.785124	0.487603	0.750409	3819950
1	1	1	5090490
1	0.160929	0.454914	2315730
1	1	1	5090490
0.439394	0.484848	0.542458	2761380
0.678161	1	0.941539	4792890
1	0.034901	0.152002	773767
1	0.466667	0.822332	4186070
0.373134	0.492537	0.495111	2520360
1	1	1	5090490
0.623077	0.484615	0.663536	3377730
0.714271	1	0.954618	4859470
0.757813	1	0.967969	4927440
0.491935	0.483871	0.579693	2950920
0.460938	1	0.81793	4163670
0.546154	0.476923	0.610876	3109660
0.496403	1	0.844067	4296720
0.248565	1	0.59458	3026710
0.633333	1	0.922614	4696560
1	1	1	5090490
0.577778	1	0.894727	4554600
1	0.496258	0.843966	4296200
1	0.226006	0.562121	2861470
1	0.47619	0.829494	4222530
1	1	1	5090490
0.760563	0.471831	0.726625	3698880
1	1	1	5090490
0.648855	0.473282	0.669647	3408830
1	0.45	0.809328	4119880
1	1	1	5090490
0.684211	1	0.943861	4804720
1	1	1	5090490
1	1	1	5090490
0.733304	0.125897	0.312273	1589620
1	1	1	5090490
1	1	1	5090490
1	0.463415	0.819842	4173400
0.496454	0.432624	0.545139	2775020
1	0.0476318	0.192635	980607
0.748387	0.477419	0.72502	3690710
0.627451	0.470588	0.655461	3336620
1	0.205542	0.530731	2701680
1	1	1	5090490
0.740458	1	0.962956	4901920
1	1	1	5090490
0.851574	0.497001	0.787143	4006940
0.537815	0.478992	0.607007	3089960
1	0.240127	0.582689	2966170
1	1	1	5090490
1	0.0240352	0.113644	578505
0.410256	1	0.775784	3949120
0.55	1	0.87881	4473580
1	0.46281	0.819377	4171030
1	0.224762	0.560267	2852030
1	0.509448	0.853034	4342360
1	0.00415214	0.026923	137051
1	1	1	5090490
1	0.481481	0.83339	4242370
0.650685	0.479452	0.67537	3437970
1	0.222008	0.556139	2831020
1	0.241809	0.585083	2978360
0.752066	1	0.966353	4919210
1	1	1	5090490
0.478261	0.463768	0.555829	2829440
1	0.458015	0.815658	4152100
0.638095	0.511365	0.691735	3521270
1	0.485149	0.836057	4255940
0.750197	0.108457	0.285492	1453300
1	1	1	5090490
1	0.130597	0.396446	2018110
0.84252	0.448819	0.745876	3796880
0.80805	0.113265	0.310372	1579950
1	0.479675	0.832066	4235630
0.875	1	0.99184	5048950
1	0.234557	0.574678	2925390
1	1	1	5090490
0.854962	1	0.988933	5034150
0.71223	1	0.953928	4855960
0.300813	1	0.66217	3370770
0.738806	1	0.962457	4899380
0.701382	0.222886	0.446441	2272600
1	0.495935	0.843739	4295050
1	0.0462538	0.18842	959151
0.5	0.490909	0.590231	3004560
1	1	1	5090490
0.525926	0.466667	0.590199	3004400
0.810606	1	0.980812	4992810
0.883117	1	0.992886	5054280
0.529915	1	0.866431	4410560
0.753846	1	0.966858	4921780
0.992126	1	0.999969	5090330
0.714286	0.487395	0.715479	3642140
0.367347	1	0.735226	3742660
1	1	1	5090490
0.830514	0.119549	0.328615	1672810
1	0.490066	0.839589	4273920
0.408696	1	0.77439	3942030
1	0.463415	0.819842	4173400
0.892132	0.034785	0.138801	706565
0.607407	0.481481	0.652013	3319060
0.554745	1	0.881626	4487910
1	1	1	5090490
1	0.0443234	0.182446	928739
1	0.23769	0.5792	2948410
0.694481	1	0.947682	4824170
0.569767	1	0.890277	4531950
1	1	1	5090490
0.697479	1	0.948769	4829700
0.543307	1	0.874768	4453000
1	0.217325	0.549042	2794890
0	0.496644	0	0
1	0.489362	0.839086	4271360
0.73921	0.49848	0.73636	3748440
0.806202	0.434109	0.717416	3652000
0.750469	1	0.965896	4916890
0.532787	1	0.868248	4419810
1	0.40625	0.772195	3930850
1	0.0764556	0.273026	1389840
1	1	1	5090490
1	0.496124	0.843872	4295720
1	0.482517	0.834146	4246210
1	1	1	5090490
0.0232172	1	0.11058	562909
1	1	1	5090490
1	1	1	5090490
0.774194	0.475806	0.736245	3747850
1	1.21236e-05	0.000149368	760.354
0.782258	1	0.974358	4959960
0.684685	0.378378	0.608985	3100030
0.710744	1	0.953422	4853390
0.561151	0.482014	0.624152	3177240
0.48	1	0.832305	4236840
0.725926	0.42963	0.675262	3437420
0.933884	0.495868	0.819587	4172100
0.832	1	0.985024	5014250
0.431507	1	0.794176	4042750
0.741667	0.441667	0.693155	3528500
0.709924	1	0.953142	4851960
1	0.441176	0.802196	4083570
1	1	1	5090490
1	0.473118	0.827205	4210880
1	0.461538	0.818395	4166030
1	0.0938535	0.315913	1608150
0.666667	1	0.936977	4769670
1	1	1	5090490
0.794872	1	0.977354	4975210
0.307692	1	0.670355	3412440
0.827586	1	0.9842	5010060
1	1	1	5090490
1	0.608834	0.910943	4637150
1	0.0135676	0.0719094	366054
1	1	1	5090490
1	1	1	5090490
0.662791	1	0.935394	4761610
0.813406	0.22435	0.492913	2509170
1	0.476744	0.829904	4224620
1	0.476744	0.829904	4224620
1	0.476744	0.829904	4224620
1	0.476744	0.829904	4224620
1	7.25956e-13	2.10173e-11	0.000106989
0.315036	0.0307932	0.0546702	278298
1	1.06243e-13	3.28004e-12	1.6697e-05
1	6.14509e-08	1.08184e-06	5.50712
1	1	1	5090490
1	1	1	5090490
0.704832	1	0.951379	4842990
0.733661	0.181442	0.40155	2044090
0.636364	1	0.923991	4703570
0.645212	0.105577	0.251123	1278340
0.620399	0.0637148	0.167235	851308
0.00636713	0.0652359	0.00364954	18578
0.0329555	0.0394489	0.00993942	50596.5
0.0504899	0.0403902	0.014673	74693
0.0912953	0.0403902	0.0243475	123940
0.131368	0.0671907	0.0505767	257460
0.0100455	0.0450767	0.00393953	20054.2
0.0167932	0.0450767	0.00619679	31544.7
0.0388623	0.0500643	0.0140905	71727.4
4.9377e-07	0.0305052	2.86355e-07	1.45769
6.13849e-11	0.0315011	5.40884e-11	0.000275337
1.6902e-06	0.036087	1.07426e-06	5.46851
2.89128e-05	0.041446	1.75369e-05	89.2714
0.351666	0.0372514	0.0698906	355778
0.0235846	0.0205149	0.00417731	21264.6
0.49649	0.0328094	0.0833573	424330
0.0581018	0.030073	0.0128421	65372.4
0.0701049	0.0432299	0.0206052	104891
0.286309	0.0420104	0.0651977	331888
0.0180501	0.0543116	0.00777168	39561.6
0.147926	0.0543116	0.0467911	238190
0.0820514	0.0543116	0.0285804	145488
0.266094	0.0543116	0.0756839	385268
0.158814	0.070595	0.0615602	313372
2.62185e-06	0.070595	3.05442e-06	15.5485
2.69801e-05	0.070595	2.69913e-05	137.399
0.143629	0.172125	0.116196	591493
0.762712	0.457627	0.716426	3646960
0.40678	1	0.772671	3933280
1	0.492754	0.841498	4283640
0.875	1	0.99184	5048950
0.8	1	0.978515	4981120
1	0.454545	0.812935	4138240
0.363636	0.454545	0.46282	2355980
0.450382	1	0.809633	4121430
0.543624	1	0.874962	4453980
0.46875	0.445312	0.535766	2727310
0.479339	1	0.831819	4234370
0.481481	1	0.83339	4242370
0.733333	0.444444	0.691317	3519140
0.505263	0.463158	0.573894	2921400
0.778947	1	0.973538	4955780
0.496894	0.478261	0.579136	2948090
0.776119	0.477612	0.738553	3759600
0.384615	0.451923	0.477953	2433020
0.633205	0.498069	0.679321	3458080
1	1	1	5090490
0.496	0.488	0.585422	2980090
0.77686	0.495868	0.752697	3831600
1	0.0545775	0.213296	1085780
0.547826	0.46087	0.599994	3054270
0.627273	0.481818	0.66387	3379420
1	0.0118891	0.0645831	328760
0.816667	1	0.982061	4999180
1	1	1	5090490
0.401709	0.495726	0.520498	2649590
0.810794	1	0.980851	4993010
0.618667	1	0.915743	4661580
1	0.495935	0.843739	4295050
0.807692	0.453846	0.734445	3738690
0.495726	1	0.843593	4294300
1	1	1	5090490
0.504274	1	0.849518	4324460
0.71875	0.4375	0.67825	3452630
1	0.368545	0.736423	3748760
1	0.378947	0.746662	3800880
1	5.5577e-09	1.11199e-07	0.566057
1	2.22671e-08	4.14617e-07	2.1106
1	1	1	5090490
1	1	1	5090490
1	3.98705e-12	1.08639e-10	0.000553026
1	0.460938	0.81793	4163670
0.429825	1	0.792759	4035530
0.765217	1	0.969986	4937700
1	1	1	5090490
0.787915	9.90698e-09	1.53529e-07	0.781537
0.558621	0.42069	0.575329	2928700
0.0930233	0.457364	0.176869	900352
1	1	1	5090490
0.357616	1	0.725351	3692390
0.380597	0.485075	0.496524	2527550
0.182609	1	0.493118	2510210
1	0.438596	0.800077	4072780
0.477124	1	0.830186	4226050
0.775698	0.0910891	0.257894	1312810
1	0.0186369	0.0928606	472706
1	0.168925	0.469324	2389090
1	1	1	5090490
0.517857	1	0.858636	4370880
0.490741	1	0.840069	4276370
0.336538	0.442308	0.432389	2201070
0.512605	1	0.855153	4353150
1	1	1	5090490
1	0.478261	0.831026	4230330
1	0.292702	0.652316	3320610
0.741379	1	0.963232	4903320
3.33067e-16	0.25	3.16617e-15	1.61174e-08
1	0.00358985	0.0237994	121151
1	0.499706	0.84637	4308440
1	1	1	5090490
0.834862	1	0.985545	5016910
0.362051	1	0.729884	3715470
1	1	1	5090490
1	1	1	5090490
0.610687	1	0.91186	4641810
1	1	1	5090490
1	1	1	5090490
0.831081	0.472973	0.760114	3869360
0.482517	0.475524	0.567215	2887400
0.641221	0.458015	0.653527	3326770
0.879343	0.49658	0.79848	4064660
0.417323	1	0.782019	3980860
1	1	1	5090490
0.824197	0.00139512	0.00893223	45469.5
0.484076	0.484076	0.574349	2923720
0.76	1	0.968572	4930510
0.675926	1	0.940667	4788460
0.666667	0.416667	0.633593	3225300
1	1	1	5090490
1	1	1	5090490
1	0.49745	0.844799	4300440
1	1	1	5090490
1	0.477876	0.830742	4228880
0.471429	1	0.825937	4204430
0.471429	1	0.825937	4204430
0.324943	0.226545	0.265667	1352380
0.79096	0.485876	0.751826	3827170
0.492424	0.462121	0.564426	2873210
1	0.496063	0.843829	4295500
1	0.245098	0.58973	3002010
0.887563	0.166225	0.429871	2188250
1	1	1	5090490
1	0.477707	0.830617	4228250
0.454545	0.493506	0.559609	2848680
0.917293	1	0.996481	5072580
1	0.48	0.832305	4236840
1	0.0112338	0.0616603	313881
0.419118	0.492647	0.532208	2709200
0.763514	1	0.969528	4935370
1	1	1	5090490
1	1	1	5090490
1	5.18965e-13	1.51989e-11	7.73698e-05
1	9.19023e-07	1.36934e-05	69.7061
0.894707	7.00424e-10	1.39063e-08	0.0707898
0.720339	1	0.956634	4869740
0.892562	0.446281	0.764986	3894150
1	1	1	5090490
0.811475	1	0.980994	4993740
0.785783	0.0332485	0.121351	617736
0.514925	0.485075	0.596265	3035280
1	1	1	5090490
1	0.470968	0.82559	4202660
0.74178	1	0.963352	4903930
1	1	1	5090490
1	2.65558e-11	6.73237e-10	0.0034271
0.477419	0.477419	0.564973	2875990
1	4.84185e-12	1.3099e-10	0.000666804
1	0.482993	0.834493	4247980
0.57931	0.475862	0.630887	3211530
0.335392	1	0.701793	3572470
1	0.0153057	0.0792763	403555
0.711538	1	0.953693	4854770
1	0.454545	0.812935	4138240
1	1	1	5090490
1	0.485714	0.836465	4258020
0.723508	0.758184	0.877943	4469160
0.777977	0.766426	0.904574	4604730
0.848	1	0.987814	5028460
0.84127	0.484127	0.773122	3935570
1	0.473684	0.827628	4213030
1	0.481818	0.833636	4243620
0.857765	0.257759	0.554765	2824030
1	1	1	5090490
0.685039	1	0.944175	4806320
0.492857	1	0.841571	4284010
1	1	1	5090490
0.616752	1	0.914821	4656890
0.636364	0.454545	0.648062	3298950
1	0.206601	0.532404	2710200
1	1	1	5090490
1	1	1	5090490
0.824818	1	0.983672	5007370
1	0.495238	0.84325	4292560
0.751773	1	0.96627	4918790
0.434783	0.442029	0.509158	2591860
1	1	1	5090490
1	0.489655	0.839295	4272430
0.876809	2.33154e-08	3.82402e-07	1.94662
1	0.491379	0.840523	4278680
1	0.359223	0.727	3700790
0.74397	0.108844	0.284518	1448340
0.580247	0.487654	0.640183	3258840
1	1	1	5090490
0.907692	0.453846	0.777292	3956800
0.817982	1	0.982327	5000530
0.46	0.46	0.540227	2750020
1	1	1	5090490
0.360656	0.42623	0.441583	2247880
0.534884	0.496124	0.617416	3142950
1	0.228725	0.566148	2881970
0.521935	0.498581	0.610545	3107970
0.594595	0.364865	0.548464	2791950
1	0.133562	0.402447	2048650
1	0.0451222	0.184928	941374
0.174477	1	0.479107	2438890
1	1	1	5090490
0.513514	1	0.855759	4356240
0.45082	1	0.809982	4123210
1	1	1	5090490
1	1	1	5090490
0.706242	0.495495	0.717374	3651790
0.773438	0.46875	0.730389	3718040
0.789063	0.46875	0.737747	3755490
0.438505	1	0.800002	4072400
1	1	1	5090490
1	1	1	5090490
1	0.473684	0.827628	4213030
1	0.443548	0.80413	4093420
1	1	1	5090490
1	0.487395	0.837676	4264180
0.723214	1	0.957572	4874510
1	0.444444	0.804858	4097120
1	1	1	5090490
0.705128	0.435897	0.669968	3410460
0.751908	0.496646	0.74127	3773430
0.41129	0.483871	0.520294	2648550
1	1	1	5090490
0.474576	1	0.828294	4216420
0.576	0.472	0.625965	3186470
1	0.00968466	0.0545945	277913
1	0.431579	0.794237	4043060
0.759802	0.0129565	0.0553336	281675
0.0057014	0.381324	0.0155037	78921.4
1	0.443787	0.804324	4094410
0.679389	1	0.942015	4795320
1	1	1	5090490
0.773109	0.495798	0.750867	3822280
0.253353	1	0.6012	3060400
0.80916	0.442748	0.726007	3695730
0.247507	1	0.593105	3019200
1	1	1	5090490
0.561538	1	0.885588	4508080
0.833333	1	0.985268	5015500
0.611111	1	0.912069	4642880
0.801587	0.47619	0.749331	3814460
0.825806	0.470968	0.756217	3849510
1	0.486486	0.837022	4260860
0.442623	1	0.803377	4089580
1	1	1	5090490
1	1	1	5090490
0.424242	0.409091	0.477493	2430670
0.818182	0.409091	0.701048	3568680
0.363636	1	0.731491	3723650
0.461538	0.478632	0.55448	2822580
0.410891	0.49505	0.527349	2684470
1	0.49505	0.843118	4291880
0.371287	0.49505	0.495149	2520550
0.723404	0.493617	0.724804	3689610
0.382222	1	0.749826	3816980
0.568889	0.493333	0.637259	3243960
1	0.48855	0.838505	4268400
1	1	1	5090490
1	1	1	5090490
0.411765	1	0.777125	3955950
0.5	1	0.846574	4309480
0.538462	1	0.87179	4437840
0.775	0.4125	0.684263	3483230
0.738095	0.452381	0.70016	3564160
0.664063	0.453125	0.662278	3371320
0.588301	1	0.900405	4583500
0.484536	1	0.835613	4253680
1	0.503866	0.849238	4323040
1	1	1	5090490
1	0.481203	0.833187	4241330
0.654135	0.481203	0.678619	3454500
0.363636	0.484848	0.482295	2455120
0.496241	0.481203	0.580782	2956460
0.791667	0.46875	0.738959	3761670
0.933333	1	0.997727	5078920
0.388235	0.482353	0.500979	2550230
0.644323	1	0.927538	4721630
0.817762	1	0.982283	5000300
1	1	1	5090490
0.760639	1	0.968747	4931400
0.803513	1	0.979291	4985070
0.810445	1	0.980778	4992640
0.697387	1	0.948735	4829530
0.793526	0.606733	0.833373	4242280
1	0.521496	0.861018	4383000
0.991731	0.542105	0.87127	4435190
0.993251	0.551584	0.877528	4467050
0.975212	0.722778	0.95139	4843040
1	0.635621	0.923654	4701850
1	0.639787	0.925528	4711390
0.997247	0.566152	0.887343	4517010
0.043918	0.822135	0.156026	794251
0.595272	0.822135	0.839108	4271470
1	0.666565	0.936935	4769460
1	0.823769	0.983469	5006340
1	0.579718	0.895788	4560000
0.0298609	0.58047	0.0876222	446040
1	0.577638	0.894651	4554210
0.111993	0.653073	0.264427	1346060
0.975974	0.578357	0.887267	4516630
6.98653e-06	0.50838	4.81201e-05	244.955
0.998676	0.730188	0.959493	4884290
0.755246	0.722694	0.876291	4460750
0.00156455	0.721248	0.00878698	44730.1
0.00835879	0.809473	0.040569	206516
0.0301704	0.718701	0.104757	533267
0.0609746	0.793852	0.194982	992555
0.233645	0.793852	0.497977	2534950
0.417008	0.895627	0.741321	3773690
0.165128	0.77901	0.39244	1997710
0.336186	1	0.702659	3576880
0.679395	0.888098	0.908207	4623220
0.752432	0.779523	0.899467	4578730
0.0373815	0.563228	0.102338	520949
0.00514057	0.444952	0.016195	82440.4
0.0620106	0.439597	0.125458	638645
0.0180114	0.553735	0.0559297	284710
0.0126551	0.435579	0.0341804	173995
0.0722563	0.434842	0.140143	713397
0.00263601	0.420468	0.00865061	44035.8
0.0355422	0.424316	0.078336	398769
0.00866738	0.417934	0.0239825	122083
0.0032803	0.419297	0.0104381	53134.8
0.00173163	0.541551	0.00747587	38055.8
0.0409362	0.533006	0.105277	535912
0.0163292	0.531274	0.0498592	253808
0.00579844	0.531274	0.0208944	106363
0.0205566	1	0.10041	511137
0.746956	0.592047	0.803059	4087970
0.631816	0.746212	0.825967	4204580
0.304348	1	0.666395	3392280
0.347826	1	0.715149	3640460
