unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
70	57	0	0	0	0	310.515	1
70	57	0	0	0	0	299.205	2
70	57	0	0	0	0	266.042	3
69	56	0	0	0	0	287.556	4
69	58	0	0	0	0	274.313	5
69	59	0	0	0	0	281.917	6
73	60	0	0	0	0	264.504	7
74	60	0	0	0	0	296.427	8
75	60	0	0	0	0	272.518	9
73	59	0	0	0	0	275.048	10
72	61	0	0	0	0	313.322	11
72	62	0	0	0	0	308.539	12
72	63	0	0	0	0	284.58	13
71	62	0	0	0	0	303.386	14
72	63	0	0	0	0	287.915	15
72	62	0	0	0	0	314.23	16
73	63	0	0	0	0	308.695	17
73	61	0	0	0	0	304.766	18
73	61	0	0	0	0	296.107	19
74	61	0	0	0	0	295.749	20
74	61	0	0	0	0	292.845	21
74	60	0	0	0	0	286.543	22
71	60	0	0	0	0	309.263	23
71	60	0	0	0	0	279.878	24
72	59	0	0	0	0	297.263	25
74	59	0	0	0	0	285.222	26
74	59	0	0	0	0	276.175	27
71	58	0	0	0	0	296.811	28
73	59	0	0	0	0	264.459	29
73	58	0	0	0	0	271.783	30
72	57	0	0	0	0	255.192	31
72	58	0	0	0	0	253.971	32
72	58	0	0	0	0	264.188	33
73	59	0	0	0	0	262.105	34
72	60	0	0	0	0	303.157	35
72	60	0	0	0	0	301.911	36
72	61	0	0	0	0	304.71	37
75	60	0	0	0	0	278.879	38
74	59	0	0	0	0	266.827	39
74	59	0	0	0	0	306.513	40
75	59	0	0	0	0	310.481	41
74	58	0	0	0	0	287.651	42
73	56	0	0	0	0	285.416	43
74	57	0	0	0	0	274.865	44
74	56	0	0	0	0	260.771	45
74	58	0	0	0	0	258.687	46
74	58	0	0	0	0	288.164	47
74	58	0	0	0	0	249.219	48
75	58	0	0	0	0	250.083	49
75	58	0	0	0	0	298.454	50
75	58	0	0	0	0	255.581	51
73	58	0	0	0	0	256.529	52
74	56	0	0	0	0	258.516	53
73	54	0	0	0	0	294.839	54
73	54	0	0	0	0	260.639	55
73	54	0	0	0	0	292.232	56
73	54	0	0	0	0	256.256	57
73	54	0	0	0	0	272.623	58
74	56	0	0	0	0	278.738	59
72	56	0	0	0	0	248.535	60
72	54	0	0	0	0	295.412	61
72	54	0	0	0	0	287.294	62
72	55	0	0	0	0	255.682	63
72	54	0	0	0	0	268.243	64
71	55	0	0	0	0	260.799	65
71	56	0	0	0	0	278.872	66
72	59	0	0	0	0	236.331	67
