ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	0.00298945	0.0203661	103674
0.743267	0.0448264	0.146654	746543
1	0.592075	0.902394	4593630
0.479985	0.671273	0.68712	3497780
0.398254	0.70709	0.638464	3250100
0.650297	1	0.930137	4734850
1	0.484375	0.835496	4253090
0.325708	0.257554	0.291784	1485320
0.735393	0.283506	0.535372	2725310
0.597752	0.165159	0.327312	1666180
0.36344	0.185369	0.249105	1268070
0.77266	0.138463	0.346104	1761840
0.496265	0.0577608	0.130484	664228
0.444	0.425244	0.503556	2563350
0.416374	0.401621	0.466292	2373660
0.554392	0.309909	0.474432	2415090
0.0380827	0.0294502	0.00874026	44492.2
0.14451	0.28883	0.174315	887349
0.0163403	0.364132	0.0364402	185498
0.00041264	0.357556	0.00144907	7376.46
0.506627	0.357556	0.490628	2497540
0.303316	0.434766	0.399034	2031280
0.388226	0.159626	0.234318	1192790
0.777217	0.137245	0.345396	1758240
0.668334	0.590402	0.761518	3876500
0.584405	0.602982	0.719934	3664820
0.562276	0.493911	0.633511	3224880
1	0.369921	0.737795	3755740
0.743735	0.369921	0.63018	3207930
0.719549	0.273463	0.516663	2630070
0.560058	0.383813	0.545415	2776430
0.329317	0.382267	0.386772	1968860
0.857554	0.383816	0.694907	3537420
0.680406	1	0.942407	4797310
0.807638	0.655422	0.866068	4408710
0.0916323	1	0.310631	1581260
3.28232e-06	0.821484	3.72736e-05	189.741
0.0301031	0.498045	0.0779649	396879
0.00839893	0.148005	0.0095595	48662.5
0.592219	0.0766059	0.185687	945240
1	0.492708	0.841466	4283470
0.774488	0.288743	0.558572	2843400
1	0.706809	0.952068	4846490
0.700752	0.803279	0.886372	4512070
0.635219	0.802272	0.853149	4342950
0.241093	0.670809	0.456369	2323140
0.0805235	0.837004	0.249181	1268450
0.378973	0.707254	0.620934	3160860
0.00125712	1	0.00965331	49140.1
0.00282261	1	0.0193916	98712.8
0.797241	0.854524	0.942736	4798990
0.652218	1	0.930961	4739050
0.340057	1	0.706857	3598250
0.450752	1	0.809929	4122930
0.718002	1	0.955864	4865820
0.0210238	1	0.10222	520349
0.00136462	1	0.0103668	52772.2
0.346466	1	0.71371	3633130
0.689627	0.862853	0.903945	4601520
0.00383866	0.863591	0.0222415	113220
1	0.864306	0.990346	5041350
0.000100379	0.863591	0.000897479	4568.61
0.758554	0.859971	0.93101	4739300
0.515546	0.377188	0.51289	2610860
1	0.359779	0.727569	3703680
1	0.352984	0.720558	3667990
0.854134	0.706699	0.908332	4623850
1	0.706993	0.952132	4846820
0.0265744	0.564423	0.0779923	397019
0.399746	0.421657	0.468668	2385750
0.595565	0.421657	0.59813	3044770
0.000405808	0.428539	0.0016794	8548.95
0.00627422	0.681246	0.0275911	140452
8.92345e-07	0.542133	7.51858e-06	38.2733
0.377628	0.836775	0.680024	3461660
0.249393	0.502264	0.385473	1962250
0.00891538	0.817826	0.0431719	219766
0.388787	0.812687	0.679992	3461490
0.457786	0.812687	0.739892	3766420
0.745004	0.644631	0.832491	4237790
0.80377	0.769015	0.915476	4660220
0.416379	0.768757	0.684726	3485590
0.677427	0.768757	0.860549	4380620
0.2326	0.766265	0.485625	2472070
0.709581	0.715334	0.851775	4335950
