unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
36	39	0	0	0	0	182.285	1
36	39	0	0	0	0	167.425	2
37	38	0	0	0	0	152.224	3
35	37	0	0	0	0	163.315	4
35	37	0	0	0	0	152.812	5
35	35	0	0	0	0	161.246	6
35	35	0	0	0	0	149.444	7
35	35	0	0	0	0	170.334	8
36	35	0	0	0	0	153.923	9
35	36	0	0	0	0	152.609	10
36	35	0	0	0	0	168.073	11
35	36	0	0	0	0	166.882	12
35	36	0	0	0	0	153.046	13
35	36	0	0	0	0	169.193	14
36	36	0	0	0	0	155.151	15
36	35	0	0	0	0	169.259	16
36	35	0	0	0	0	166.097	17
36	35	0	0	0	0	167.433	18
36	35	0	0	0	0	164.307	19
35	35	0	0	0	0	153.319	20
35	35	0	0	0	0	155.071	21
35	34	0	0	0	0	149.58	22
34	34	0	0	0	0	157.228	23
34	34	0	0	0	0	150.57	24
34	34	0	0	0	0	154.556	25
36	34	0	0	0	0	150.929	26
36	33	0	0	0	0	149.924	27
35	33	0	0	0	0	163.096	28
36	33	0	0	0	0	136.315	29
36	33	0	0	0	0	133.846	30
36	32	0	0	0	0	130.888	31
36	32	0	0	0	0	126.104	32
35	32	0	0	0	0	135.726	33
35	32	0	0	0	0	133.173	34
35	32	0	0	0	0	156.163	35
35	32	0	0	0	0	155.346	36
35	33	0	0	0	0	160.459	37
35	32	0	0	0	0	153.139	38
36	33	0	0	0	0	142.796	39
37	33	0	0	0	0	161.694	40
35	34	0	0	0	0	162.612	41
35	34	0	0	0	0	158.965	42
34	34	0	0	0	0	161.342	43
35	34	0	0	0	0	145.805	44
33	34	0	0	0	0	142.001	45
34	35	0	0	0	0	137.7	46
34	34	0	0	0	0	155.559	47
34	34	0	0	0	0	139.229	48
34	35	0	0	0	0	140.037	49
34	35	0	0	0	0	153.984	50
35	36	0	0	0	0	138.141	51
35	37	0	0	0	0	143.574	52
35	37	0	0	0	0	154.684	53
34	37	0	0	0	0	167.677	54
34	36	0	0	0	0	147.941	55
35	36	0	0	0	0	165.863	56
35	36	0	0	0	0	151.365	57
35	37	0	0	0	0	149.359	58
35	35	0	0	0	0	163.845	59
36	35	0	0	0	0	133.438	60
35	35	0	0	0	0	172.159	61
