ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	3.08006e-08	5.6352e-07	2.86859
1	3.37833e-07	5.37178e-06	27.345
0.0582524	1	0.223862	1139570
0.029703	1	0.134154	682908
1	5.2897e-10	1.18278e-08	0.0602093
1	1.09982e-05	0.000136574	695.227
1	1	1	5090490
0.220308	0.678307	0.433498	2206720
1	0.678976	0.941855	4794500
1	1	1	5090490
0.997514	1	0.999997	5090480
0.973852	0.796075	0.972607	4951050
0.183943	0.56748	0.340259	1732080
1	0.363636	0.731491	3723650
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.126984	1	0.38904	1980410
0.111111	0.477778	0.208939	1063600
1	0.475	0.828609	4218030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.016129	0.435484	0.0418516	213045
1	0.486486	0.837022	4260860
1	0.477064	0.830141	4225830
0.103824	1	0.338992	1725640
1	1	1	5090490
0.111111	1	0.355247	1808380
1	1	1	5090490
1	0.424242	0.788009	4011350
1	0.188737	0.503437	2562740
1	1	1	5090490
1	1	1	5090490
1	0.486111	0.836752	4259480
1	1	1	5090490
1	0.489879	0.839455	4273240
0.0540541	0.459459	0.116615	593628
1	0.459459	0.816783	4157830
0.197031	1	0.517087	2632230
0.197031	1	0.517087	2632230
0.197031	1	0.517087	2632230
0.197031	1	0.517087	2632230
0.149798	1	0.434184	2210210
0.101215	1	0.333048	1695380
0.149798	1	0.434184	2210210
0.197031	1	0.517087	2632230
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.465116	0.821148	4180050
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0789189	0.493333	0.165307	841495
0.0933333	1	0.314681	1601880
1	1	1	5090490
1	1	1	5090490
0.0833333	1	0.290409	1478320
0.0828667	1	0.289248	1472420
0.420532	0.801461	0.703589	3581610
1	1	1	5090490
1	0.0754162	0.270347	1376200
0.213238	0.675679	0.423219	2154390
0.441944	0.668243	0.655527	3336960
1	0.613855	0.913414	4649730
0.037037	1	0.159105	809923
1	2.01998e-06	2.85068e-05	145.114
1	0.464286	0.820511	4176810
0.453193	1	0.811867	4132800
0.183333	0.237744	0.180143	917016
1	0.489583	0.839244	4272160
1	0.161452	0.455867	2320590
0.3999	0.783367	0.676878	3445640
0.175381	1	0.480683	2446910
1	0.661672	0.934933	4759270
0.635837	0.538458	0.709345	3610920
0.526475	0.685764	0.728853	3710220
1	0.687303	0.945028	4810660
0.223101	0.680712	0.4381	2230140
0.247711	0.547303	0.40648	2069190
0.528539	0.684959	0.72986	3715340
0.375047	0.546746	0.529961	2697760
0.285156	0.422744	0.375593	1911950
0.101528	0.418607	0.176727	899628
0.0908292	0.318669	0.131477	669281
0.172774	0.419538	0.262713	1337340
1	0.550836	0.879309	4476120
0.0565972	0.317089	0.0900972	458639
0.254252	0.319017	0.284856	1450050
0.389856	0.321022	0.385247	1961090
0.501306	0.319817	0.45381	2310120
0.164049	0.677917	0.355468	1809510
0.362517	1	0.730357	3717880
1	1	1	5090490
0.226413	1	0.562726	2864550
0.365288	0.83585	0.667557	3398190
