ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.46875	0.823915	4194130
1	0.496528	0.844155	4297160
1	1	1	5090490
0.71357	0.555481	0.763178	3884950
1	0.411765	0.777125	3955950
1	0.411765	0.777125	3955950
1	0.482143	0.833873	4244820
1	0.436364	0.798231	4063390
0.863636	0.431818	0.740779	3770930
1	0.458333	0.815906	4153360
1	0.212121	0.541036	2754140
0.683333	1	0.943528	4803020
1	1	1	5090490
0.884615	0.487179	0.793722	4040430
1	1	1	5090490
0.740741	0.462963	0.70995	3613990
0.00255754	1	0.0178228	90726.7
0.819444	0.402778	0.695919	3542570
1	1	1	5090490
0.0921053	0.486842	0.184055	936930
1	0.493506	0.84203	4286350
0.766234	1	0.970257	4939090
1	0.481013	0.833047	4240620
1	1	1	5090490
0.761905	1	0.969092	4933160
1	1	1	5090490
1	0.497608	0.84491	4301000
0.72549	0.431373	0.676515	3443800
0.967209	0.122757	0.371736	1892320
0.557143	1	0.883034	4495080
1	1	1	5090490
1	0.47619	0.829494	4222530
1	0.459016	0.816438	4156070
0.828125	1	0.984302	5010580
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.649123	0.473684	0.670104	3411160
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.422535	0.786542	4003880
0.661538	1	0.934878	4758990
0.766772	1	0.9704	4939810
0.493827	0.493827	0.587993	2993170
1	1	1	5090490
1	1	1	5090490
1	0.424658	0.788365	4013160
1	0.188571	0.503161	2561340
1	1	1	5090490
0.685185	1	0.94423	4806600
1	1	1	5090490
1	0.177596	0.484525	2466470
1	0.185616	0.498207	2536120
1	0.435484	0.797501	4059670
0.0740741	0.481481	0.154558	786778
0.037037	0.481481	0.0896398	456311
0	0.481481	0	0
1	1	1	5090490
1	1	1	5090490
0.818182	0.493506	0.76996	3919480
1	0.357143	0.724864	3689910
0.846154	1	0.987507	5026900
0.918919	0.432432	0.764098	3889630
1	0.4375	0.799172	4068180
1	0.468085	0.823411	4191570
1	0.479167	0.831693	4233720
1	1	1	5090490
0.696429	1	0.948389	4827770
1	0.461538	0.818395	4166030
0.827128	0.490248	0.771516	3927400
1	0.0903571	0.307574	1565700
0.903226	1	0.995159	5065850
0.6125	1	0.912751	4646350
0.514085	1	0.85614	4358170
1	1	1	5090490
0.914286	1	0.996217	5071230
0.0980392	1	0.325724	1658100
1	1	1	5090490
0.922078	1	0.996882	5074620
0.561737	1	0.885703	4508660
1	0.113474	0.360415	1834690
1	1	1	5090490
0.666667	1	0.936977	4769670
1	1	1	5090490
1	0.494632	0.842824	4290390
0.955882	1	0.999012	5085460
1	0.396552	0.763342	3885780
1	1	1	5090490
1	1	1	5090490
0.726244	0.490196	0.723688	3683930
1	0.139592	0.414453	2109770
1	1	1	5090490
0.153846	1	0.441816	2249060
1	0.45614	0.81419	4144630
1	0.482353	0.834026	4245600
0.582418	1	0.897254	4567460
1	1	1	5090490
1	1	1	5090490
0.641509	0.45283	0.649596	3306760
1	0.492308	0.841182	4282030
1	1	1	5090490
0.532787	1	0.868248	4419810
1	1	1	5090490
1	0.444444	0.804858	4097120
0.857143	0.480519	0.777222	3956440
1	0.111962	0.357113	1817880
1	0.492063	0.841009	4281150
0.54965	1	0.878601	4472510
0.826667	0.466667	0.753229	3834300
0.962963	1	0.999306	5086960
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.708249	1	0.952566	4849030
0.785714	0.392857	0.67151	3418320
0.805195	0.467532	0.744235	3788520
1	0.473684	0.827628	4213030
1	0.449275	0.808749	4116930
0.66	0.44	0.649478	3306160
0.608108	0.486486	0.65615	3340130
0.674419	1	0.940075	4785440
0.758621	0.465517	0.720732	3668880
1	0.44186	0.802755	4086420
0.441016	1	0.802065	4082900
0.694737	0.421053	0.652093	3319470
0.831325	0.445783	0.73846	3759130
0.779412	0.470588	0.73466	3739780
0.709302	1	0.952929	4850880
1	1	1	5090490
0.682041	0.146751	0.330465	1682230
1	0.355556	0.723226	3681580
0.606557	0.409836	0.594614	3026880
1	0.457627	0.815355	4150550
1	0.457627	0.815355	4150550
1	0.396825	0.763595	3887070
1	1	1	5090490
0.476923	1	0.830037	4225300
1	0.432836	0.795291	4048420
0.859649	1	0.989655	5037830
0.78125	1	0.974109	4958700
0.661017	0.457627	0.664191	3381060
1	0.444444	0.804858	4097120
0.676471	1	0.94088	4789540
1	0.472727	0.826912	4209390
1	1	1	5090490
1	0.471698	0.82614	4205460
1	1	1	5090490
1	1	1	5090490
0.666667	0.45614	0.666093	3390740
1	1	1	5090490
0.725916	1	0.958442	4878940
1	1	1	5090490
1	1	1	5090490
0.803279	0.491803	0.761955	3878720
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
