ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.153846	1	0.441816	2249060
1	1	1	5090490
1	1	1	5090490
0.06	0.46	0.126682	644875
1	1	1	5090490
1	0.461538	0.818395	4166030
1	1	1	5090490
1	0.435484	0.797501	4059670
1	1	1	5090490
1	1	1	5090490
0.0892857	1	0.304992	1552560
0.0892857	1	0.304992	1552560
1	0.473684	0.827628	4213030
1	1	1	5090490
1	0.506106	0.850769	4330830
0.294419	1	0.65442	3331320
1	1	1	5090490
0.0824468	1	0.288201	1467090
1	1	1	5090490
1	1	1	5090490
0.164662	1	0.46169	2350230
0.0980392	0.431373	0.176066	896265
1	0.426667	0.790081	4021900
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0377358	1	0.161402	821614
1	1	1	5090490
1	1	1	5090490
1	0.236842	0.57798	2942200
1	0.491228	0.840416	4278130
1	1	1	5090490
1	0.469697	0.824632	4197780
1	0.464286	0.820511	4176810
1	0.46	0.817203	4159970
1	1	1	5090490
0.117647	1	0.36942	1880530
1	1	1	5090490
0.0639873	1	0.239893	1221170
1	0.460317	0.81745	4161220
1	1	1	5090490
0.0441176	1	0.181804	925473
0.176471	1	0.482577	2456550
1	0.416667	0.781445	3977940
1	0.456522	0.814489	4146150
1	0.484848	0.835839	4254830
1	1	1	5090490
0.0227273	1	0.108732	553497
1	1	1	5090490
1	1	1	5090490
1	0.428571	0.791699	4030140
1	0.454545	0.812935	4138240
1	0.49209	0.841028	4281250
1	0.238136	0.57984	2951670
1	1	1	5090490
0.0588235	1	0.225483	1147820
1	0.482759	0.834322	4247110
1	0.393939	0.760917	3873440
1	1	1	5090490
1	1	1	5090490
1	0.45	0.809328	4119880
1	0.458333	0.815906	4153360
1	1	1	5090490
1	1	1	5090490
0.108696	1	0.349913	1781230
1	0.495032	0.843105	4291820
1	1	1	5090490
1	0.465517	0.821455	4181610
1	1	1	5090490
1	1	1	5090490
0.103896	1	0.339155	1726460
1	0.433962	0.796233	4053220
1	1	1	5090490
1	0.47619	0.829494	4222530
0.219457	1	0.552285	2811400
