unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
35	32	0	0	0	0	222.459	1
34	32	0	0	0	0	203.122	2
34	32	0	0	0	0	204.778	3
34	31	0	0	0	0	209.217	4
34	32	0	0	0	0	204.716	5
33	32	0	0	0	0	207.378	6
34	31	0	0	0	0	203.927	7
33	30	0	0	0	0	209.609	8
33	30	0	0	0	0	204.136	9
33	32	0	0	0	0	210.706	10
33	32	0	0	0	0	223.371	11
33	33	0	0	0	0	222.075	12
33	33	0	0	0	0	221.83	13
33	33	0	0	0	0	224.853	14
34	33	0	0	0	0	217.217	15
34	33	0	0	0	0	231.034	16
34	33	0	0	0	0	229.416	17
34	33	0	0	0	0	225.036	18
34	34	0	0	0	0	221.389	19
34	34	0	0	0	0	224.498	20
34	34	0	0	0	0	223.716	21
34	34	0	0	0	0	223.265	22
35	34	0	0	0	0	230.088	23
35	35	0	0	0	0	232.334	24
35	35	0	0	0	0	231.613	25
36	36	0	0	0	0	234.96	26
35	36	0	0	0	0	239.2	27
36	36	0	0	0	0	233.404	28
36	35	0	0	0	0	228.52	29
36	35	0	0	0	0	229.314	30
36	35	0	0	0	0	226.817	31
36	35	0	0	0	0	227.358	32
35	35	0	0	0	0	229.313	33
35	35	0	0	0	0	229.215	34
35	34	0	0	0	0	236.99	35
36	34	0	0	0	0	236.457	36
36	34	0	0	0	0	237.559	37
35	34	0	0	0	0	230.908	38
35	34	0	0	0	0	232.809	39
35	34	0	0	0	0	236.421	40
35	35	0	0	0	0	236.42	41
35	35	0	0	0	0	233.205	42
35	34	0	0	0	0	232.781	43
35	34	0	0	0	0	230.859	44
36	34	0	0	0	0	218.148	45
36	34	0	0	0	0	218.315	46
36	34	0	0	0	0	212.529	47
34	34	0	0	0	0	214.91	48
35	35	0	0	0	0	215.317	49
35	33	0	0	0	0	214.186	50
35	33	0	0	0	0	217.171	51
35	33	0	0	0	0	215.017	52
34	34	0	0	0	0	212.202	53
30	34	0	0	0	0	208.12	54
30	34	0	0	0	0	204.806	55
30	34	0	0	0	0	206.416	56
30	33	0	0	0	0	203.4	57
29	32	0	0	0	0	204.108	58
29	32	0	0	0	0	208.549	59
29	33	0	0	0	0	203.397	60
29	33	0	0	0	0	200.898	61
28	33	0	0	0	0	206.652	62
28	33	0	0	0	0	204.402	63
28	34	0	0	0	0	203.99	64
