ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	1	1	5090490
1	0.557427	0.883201	4495930
1	0.473684	0.827628	4213030
0.0856777	1	0.296202	1507810
0.379699	1	0.747391	3804590
0.258065	1	0.607625	3093110
0.129032	1	0.393251	2001840
1	1	1	5090490
1	1	1	5090490
1	0.488372	0.838377	4267750
1	1	1	5090490
1	0.465116	0.821148	4180050
1	0.403846	0.770022	3919790
1	0.482759	0.834322	4247110
1	0.474576	0.828294	4216420
1	0.474576	0.828294	4216420
1	0.463415	0.819842	4173400
0.158676	1	0.450781	2294700
1	1	1	5090490
1	0.0996712	0.329501	1677320
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0478989	1	0.193448	984743
0.0457097	1	0.186744	950621
1	1	1	5090490
0.132075	1	0.399447	2033380
1	1	1	5090490
1	0.492958	0.841642	4284370
0.078125	1	0.2773	1411600
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0881954	1	0.302351	1539120
1	1	1	5090490
1	1	1	5090490
0.0683606	0.228675	0.0806382	410488
1	1	1	5090490
0.02	1	0.0982405	500092
1	1	1	5090490
1	0.492063	0.841009	4281150
1	1	1	5090490
1	0.495136	0.843178	4292190
0.115385	1	0.364556	1855770
1	0.491525	0.840627	4279210
0.0361446	0.493976	0.089728	456760
0.0821918	1	0.287564	1463840
1	1	1	5090490
1	0.478873	0.831477	4232630
1	1	1	5090490
1	0.488636	0.838567	4268720
0.307229	1	0.669809	3409660
0.174825	1	0.479715	2441980
1	1	1	5090490
0.0483871	1	0.194928	992282
1	1	1	5090490
1	1	1	5090490
1	0.492308	0.841182	4282030
1	1	1	5090490
0.0645161	1	0.241345	1228560
0.0769231	0.492308	0.161841	823848
0.0294118	0.411765	0.0655634	333750
0.128571	1	0.392306	1997030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0481928	1	0.19434	989284
1	1	1	5090490
1	0.480769	0.832869	4239710
1	0.490909	0.840189	4276980
0.136364	1	0.408059	2077220
0.314559	0.49077	0.442807	2254100
1	0.4	0.766516	3901940
0.140563	0.442571	0.23498	1196160
0.1875	0.449917	0.292952	1491270
0.161071	1	0.455172	2317050
1	1	1	5090490
1	1	1	5090490
1	0.209644	0.53718	2734510
1	1	1	5090490
0.0859903	1	0.296969	1511720
0.0597015	0.447761	0.123553	628943
0.203125	0.4375	0.30398	1547410
0.03125	0.4375	0.0723572	368334
0.15625	0.4375	0.251766	1281610
0.0588235	0.470588	0.126975	646367
0.134328	0.477612	0.240359	1223540
1	1	1	5090490
0.0888889	1	0.304033	1547680
0.0392157	1	0.166223	846155
1	0.0866071	0.29848	1519410
0.402576	0.0824569	0.146236	744415
0.105195	1	0.342087	1741390
1	0.591991	0.902351	4593410
1	1	1	5090490
1	0.490566	0.839945	4275730
1	1	1	5090490
1	1	1	5090490
1	0.459459	0.816783	4157830
1	0.459459	0.816783	4157830
0.0227273	1	0.108732	553497
1	1	1	5090490
1	1	1	5090490
1	0.499218	0.846031	4306710
0.0847458	1	0.293907	1496130
0.2	1	0.521888	2656660
0.113122	0.493213	0.216818	1103710
0.115294	0.490196	0.218902	1114320
0.0196078	0.490196	0.0542558	276189
0.117647	1	0.36942	1880530
1	1	1	5090490
