ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.409091	0.774744	3943830
1	1	1	5090490
1	0.496083	0.843843	4295580
0.0336134	1	0.147658	751652
1	1	1	5090490
0.134262	0.000137746	0.000220043	1120.13
0.0753219	0.000137746	0.000129443	658.929
0.0146968	0.000137746	2.85651e-05	145.41
0.0753219	0.000137746	0.000129443	658.929
0.0326844	0.000137746	5.9928e-05	305.063
0.356024	0.000137746	0.000535666	2726.8
0.134262	0.000137746	0.000220043	1120.13
0.134262	0.000137746	0.000220043	1120.13
0.374941	1	0.742753	3780980
0.0526316	1	0.207602	1056800
1	0.247207	0.592686	3017060
1	1	1	5090490
1	1	1	5090490
0.13635	1	0.408032	2077080
1	0.48366	0.834978	4250450
1	0.489655	0.839295	4272430
1	1	1	5090490
0.2	1	0.521888	2656660
0.0235294	0.458824	0.0596859	303830
1	0.472222	0.826533	4207460
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0985915	1	0.327005	1664620
1	0.475177	0.828741	4218700
1	1	1	5090490
1	0.492647	0.841423	4283250
1	0.488095	0.838179	4266740
1	0.503657	0.849095	4322310
1	1	1	5090490
1	0.485714	0.836465	4258020
1	1	1	5090490
1	0.492537	0.841345	4282860
1	1	1	5090490
1	0.469388	0.824398	4196590
1	1	1	5090490
0.149846	1	0.434276	2210680
1	0.495868	0.843692	4294810
0.0826446	0.495868	0.1719	875056
1	1	1	5090490
1	1	1	5090490
1	3.93048e-05	0.000438019	2229.73
1	0.609175	0.911113	4638010
1	0.489362	0.839086	4271360
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.189109	1	0.504057	2565900
1	0.494949	0.843047	4291520
0.158416	1	0.450302	2292260
0.202471	1	0.525849	2676830
0.22146	1	0.555313	2826820
0.242637	1	0.586256	2984330
1	0.410526	0.776024	3950340
0.0206186	0.484536	0.0560076	285106
0.163323	0.238026	0.165118	840532
0.0754717	1	0.27049	1376930
1	1	1	5090490
0.0422535	1	0.175947	895654
1	1	1	5090490
0.322014	0.614486	0.518453	2639180
0.193855	0.61146	0.371316	1890180
1	1	1	5090490
0.0612245	0.469388	0.130745	665554
1	0.448598	0.808207	4114170
1	0.0520372	0.205848	1047870
1	1	1	5090490
1	1	1	5090490
1	0.3769	0.744669	3790730
1	0.26087	0.611409	3112370
1	0.620824	0.916776	4666840
1	0.10922	0.351075	1787150
1	0.489362	0.839086	4271360
1	0.181488	0.49121	2500500
0.0434783	0.391304	0.0863211	439417
0.0434783	0.391304	0.0863211	439417
0.0629921	1	0.237149	1207210
0.0650012	0.199067	0.0691941	352232
1	0.199067	0.520384	2649010
0.587715	0.226981	0.402122	2047000
0.0670732	1	0.248303	1263980
0.0670732	1	0.248303	1263980
1	0.450206	0.809493	4120720
0.24844	0.450206	0.356866	1816620
1	0.488636	0.838567	4268720
1	0.0391796	0.166106	845560
0.084507	1	0.293317	1493130
1	1	1	5090490
1	0.429577	0.79255	4034470
1	0.471429	0.825937	4204430
1	1	1	5090490
1	1	1	5090490
