ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.40625	0.772195	3930850
0.152157	1	0.438644	2232920
1	1	1	5090490
0.570903	1	0.890914	4535190
0.3625	1	0.73034	3717790
1	1	1	5090490
0.436255	1	0.798141	4062930
0.488252	1	0.838291	4267310
0.185616	1	0.498207	2536120
1	0.569416	0.890079	4530940
0.0591764	0.569416	0.147938	753077
1	0.441556	0.802506	4085150
0.127283	0.352862	0.184281	938080
0.0110954	0.640537	0.0422631	215140
1	0.344415	0.71153	3622040
0.167819	0.473802	0.280827	1429550
0.203878	0.802272	0.459707	2340140
0.178682	0.594084	0.344239	1752350
1	0.777848	0.973262	4954380
0.122101	0.771825	0.316828	1612810
0.508972	1	0.852712	4340720
0.395091	1	0.761988	3878890
0.315711	0.722595	0.565271	2877510
0.155102	0.225306	0.152151	774525
1	8.56724e-05	0.000887993	4520.32
1	1	1	5090490
0.159091	0.477273	0.271673	1382950
0.134301	1	0.403934	2056220
0.0943396	0.471698	0.182995	931536
0.0888889	1	0.304033	1547680
0.427071	1	0.790425	4023650
1	1	1	5090490
0.0875	1	0.30066	1530510
0.160798	1	0.454674	2314510
0.0571429	1	0.220697	1123460
1	1	1	5090490
1	0.492308	0.841182	4282030
1	0.448276	0.807948	4112850
1	0.388889	0.75618	3849330
1	0.421053	0.785262	3997370
1	1	1	5090490
1	0.417582	0.782246	3982020
1	0.464286	0.820511	4176810
1	0.474576	0.828294	4216420
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.110672	0.00166424	0.00176809	9000.46
0.110672	0.00166424	0.00176809	9000.46
0.426877	0.00166424	0.00586077	29834.2
1	1	1	5090490
0.179834	0.438481	0.279155	1421030
0.273958	0.310224	0.294505	1499170
1	0.22583	0.561859	2860140
0.0576768	0.154916	0.0510886	260066
0.515003	0.240594	0.382651	1947880
0.208333	0.154916	0.143087	728383
0.440678	0.251366	0.354501	1804580
0.0942739	0.251366	0.112382	572079
0.121555	0.251366	0.137137	698095
1	0.251366	0.598464	3046480
1	0.251366	0.598464	3046480
1	0.251366	0.598464	3046480
0.367083	0.251366	0.312158	1589040
0.367083	0.251366	0.312158	1589040
0.448926	0.251366	0.359043	1827700
0.107916	0.397044	0.177822	905199
0.367083	0.251366	0.312158	1589040
0.151373	0.251366	0.16243	826851
1	0.251366	0.598464	3046480
0.0983051	1	0.326341	1661240
0.151373	0.251366	0.16243	826851
1	0.257203	0.606456	3087160
1	0.257203	0.606456	3087160
1	0.357488	0.725219	3691720
1	0.357488	0.725219	3691720
1	0.357488	0.725219	3691720
0.401709	0.357488	0.4223	2149710
0.401709	0.357488	0.4223	2149710
0.230769	0.559441	0.393393	2002560
1	0.454545	0.812935	4138240
1	1	1	5090490
1	1	1	5090490
0.0277778	1	0.12732	648121
1	0.447761	0.807535	4110750
0.185693	0.642739	0.373056	1899040
1	1	1	5090490
0.416964	0.836399	0.716122	3645410
1	1	1	5090490
0.263595	1	0.615057	3130940
1	1	1	5090490
1	1	1	5090490
0.446963	1	0.806893	4107480
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.46657	1	0.822258	4185700
0.360037	0.850868	0.668764	3404340
1	1	1	5090490
1	1	1	5090490
1	0.855093	0.988954	5034260
1	0.857971	0.989399	5036530
0.415037	1	0.780015	3970660
0.532614	1	0.868138	4419250
1	0.855093	0.988954	5034260
1	0.855093	0.988954	5034260
1	0.439363	0.800708	4076000
0.630684	0.270223	0.471986	2402640
0.603774	0.273151	0.462157	2352610
1	0.214759	0.54511	2774880
0.140541	0.0624964	0.0503713	256415
1	0.0624964	0.235777	1200220
0.50531	0.0576999	0.132226	673097
1	1	1	5090490
0.0516784	0.175901	0.0518196	263787
1	1	1	5090490
0.307692	1	0.670355	3412440
0.307692	1	0.670355	3412440
0.307692	1	0.670355	3412440
1	1	1	5090490
0.307692	1	0.670355	3412440
0.307692	1	0.670355	3412440
0.279221	0.739519	0.532227	2709300
1	1	1	5090490
0.00614303	0.737764	0.0289899	147573
1	0.522482	0.861659	4386270
0.131572	0.523074	0.253006	1287920
1	0.423288	0.78719	4007180
