ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.21121	1	0.539622	2746940
0.779561	1	0.973691	4956560
0.654484	0.243956	0.452599	2303950
1	0.481481	0.83339	4242370
1	1	1	5090490
0.53905	1	0.872154	4439690
0.20576	1	0.531076	2703440
0.506863	1	0.851284	4333450
1	2.06649e-06	2.91161e-05	148.215
0.714953	1	0.954847	4860640
0.578745	1	0.895257	4557300
0.464299	0.708466	0.694682	3536270
0.459725	0.70596	0.689768	3511260
0.441762	0.70596	0.675247	3437340
0.565115	0.529516	0.660273	3361110
1	0.450967	0.8101	4123810
0.159372	0.883959	0.416981	2122640
1	0.882028	0.99275	5053590
0.368699	1	0.736577	3749540
1	0.624331	0.918438	4675300
0.0144757	1	0.0757846	385781
0.538981	1	0.872112	4439480
0.266372	0.877124	0.573348	2918620
0.247101	0.635669	0.447825	2279650
0.823534	0.869233	0.955145	4862160
0.561328	1	0.885467	4507460
0.100211	1	0.330744	1683650
0.553284	1	0.880764	4483520
0.348537	0.545754	0.505896	2575260
0.647305	0.714599	0.819187	4170060
0.492699	0.716221	0.720451	3667450
0.514373	0.71449	0.735394	3743520
0.495158	0.71449	0.721392	3672240
0.796247	0.433578	0.712403	3626480
0.722563	1	0.95736	4873430
0.617305	1	0.915088	4658250
0.504207	0.674572	0.706929	3598620
0.0319945	0.728486	0.11092	564638
0.00373513	0.861561	0.0216863	110394
0.0111914	0.860971	0.0543663	276751
0.00974191	0.603148	0.0360593	183560
0.00321409	0.605087	0.0140854	71701.8
0.00240805	0.721847	0.0127846	65079.8
0.0131972	0.717382	0.0535848	272773
0.00115022	0.570215	0.00546312	27810
0.142756	0.559011	0.281558	1433270
0.0379583	1	0.16213	825321
0.0452648	1	0.18537	943622
0.361065	0.820431	0.656627	3342560
0.571886	1	0.891465	4537990
0.145649	1	0.426251	2169830
0.438533	1	0.800025	4072520
1	1	1	5090490
0.788567	1	0.975882	4967720
0.54282	1	0.874471	4451490
0.227773	1	0.564741	2874810
0.194327	1	0.512675	2609770
0.21112	1	0.539481	2746230
