unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
54	54	0	0	0	0	358.874	1
54	55	0	0	0	0	328.191	2
55	55	0	0	0	0	330.431	3
55	55	0	0	0	0	319.267	4
55	58	0	0	0	0	330.908	5
54	55	0	0	0	0	313.999	6
55	58	0	0	0	0	314.169	7
51	58	0	0	0	0	324.73	8
51	58	0	0	0	0	323.856	9
50	58	0	0	0	0	336.721	10
49	57	0	0	0	0	349.684	11
48	57	0	0	0	0	344.54	12
48	58	0	0	0	0	328.183	13
48	56	0	0	0	0	332.249	14
50	56	0	0	0	0	327.687	15
48	54	0	0	0	0	337.457	16
48	54	0	0	0	0	328.952	17
48	54	0	0	0	0	317.561	18
46	55	0	0	0	0	312.258	19
47	55	0	0	0	0	339.078	20
47	56	0	0	0	0	330.708	21
47	58	0	0	0	0	322.033	22
47	57	0	0	0	0	331.049	23
48	58	0	0	0	0	339.343	24
48	57	0	0	0	0	322.149	25
47	54	0	0	0	0	314.833	26
48	54	0	0	0	0	322.859	27
46	54	0	0	0	0	308.405	28
46	54	0	0	0	0	307.49	29
47	54	0	0	0	0	315.423	30
47	53	0	0	0	0	302.544	31
46	53	0	0	0	0	293.497	32
46	51	0	0	0	0	315.806	33
46	51	0	0	0	0	304.1	34
45	51	0	0	0	0	306.706	35
45	52	0	0	0	0	300.211	36
45	52	0	0	0	0	307.789	37
45	52	0	0	0	0	303.545	38
45	51	0	0	0	0	293.159	39
46	50	0	0	0	0	311.342	40
46	51	0	0	0	0	307.032	41
46	53	0	0	0	0	294.416	42
45	53	0	0	0	0	296.096	43
45	53	0	0	0	0	316.286	44
45	53	0	0	0	0	304.984	45
44	54	0	0	0	0	283.935	46
43	55	0	0	0	0	287.107	47
43	55	0	0	0	0	287.471	48
43	54	0	0	0	0	280.809	49
43	54	0	0	0	0	294.258	50
43	53	0	0	0	0	289.894	51
42	53	0	0	0	0	283.33	52
43	54	0	0	0	0	280.025	53
41	54	0	0	0	0	297.755	54
41	54	0	0	0	0	293.06	55
41	54	0	0	0	0	298.431	56
41	54	0	0	0	0	296.779	57
41	53	0	0	0	0	298.739	58
41	53	0	0	0	0	280.578	59
43	54	0	0	0	0	287.907	60
43	54	0	0	0	0	320.961	61
43	54	0	0	0	0	296.564	62
43	54	0	0	0	0	293.663	63
43	53	0	0	0	0	306.612	64
43	54	0	0	0	0	303.029	65
43	54	0	0	0	0	299.208	66
44	54	0	0	0	0	272.58	67
44	53	0	0	0	0	285.351	68
44	53	0	0	0	0	278.093	69
43	51	0	0	0	0	278.081	70
42	51	0	0	0	0	288.985	71
43	51	0	0	0	0	254.652	72
42	50	0	0	0	0	282.39	73
42	50	0	0	0	0	275.575	74
42	49	0	0	0	0	249.798	75
42	49	0	0	0	0	263.181	76
42	49	0	0	0	0	273.117	77
42	47	0	0	0	0	267.276	78
42	47	0	0	0	0	271.953	79
42	47	0	0	0	0	265.306	80
42	48	0	0	0	0	264.396	81
42	48	0	0	0	0	274.999	82
42	47	0	0	0	0	279.069	83
42	46	0	0	0	0	278.131	84
42	46	0	0	0	0	266.386	85
43	46	0	0	0	0	279.653	86
43	46	0	0	0	0	274.738	87
43	44	0	0	0	0	262.043	88
43	44	0	0	0	0	245.068	89
43	44	0	0	0	0	243.455	90
42	44	0	0	0	0	275.057	91
41	44	0	0	0	0	236.55	92
42	44	0	0	0	0	278.884	93
42	44	0	0	0	0	268.668	94
42	44	0	0	0	0	273.516	95
41	44	0	0	0	0	266.627	96
41	44	0	0	0	0	267.562	97
41	44	0	0	0	0	274.348	98
41	43	0	0	0	0	274.421	99
41	43	0	0	0	0	280.789	100
41	43	0	0	0	0	269.898	101
41	41	0	0	0	0	270.568	102
41	41	0	0	0	0	273.351	103
42	41	0	0	0	0	253.545	104
42	42	0	0	0	0	252.806	105
41	40	0	0	0	0	248.701	106
41	40	0	0	0	0	247.224	107
39	40	0	0	0	0	257.831	108
39	41	0	0	0	0	264.367	109
39	41	0	0	0	0	261.678	110
40	42	0	0	0	0	270.857	111
41	42	0	0	0	0	266.642	112
40	41	0	0	0	0	266.115	113
41	43	0	0	0	0	267.32	114
44	45	0	0	0	0	261.967	115
44	45	0	0	0	0	258.776	116
43	45	0	0	0	0	261.814	117
43	45	0	0	0	0	263.83	118
43	45	0	0	0	0	255.284	119
43	45	0	0	0	0	283.528	120
42	44	0	0	0	0	282.978	121
42	44	0	0	0	0	285.087	122
42	45	0	0	0	0	277.819	123
42	44	0	0	0	0	290.156	124
42	44	0	0	0	0	277.894	125
42	44	0	0	0	0	277.908	126
41	45	0	0	0	0	283.618	127
41	45	0	0	0	0	276.619	128
41	46	0	0	0	0	281.412	129
40	46	0	0	0	0	280.839	130
40	45	0	0	0	0	280.863	131
42	46	0	0	0	0	283.011	132
43	47	0	0	0	0	289.441	133
43	47	0	0	0	0	293.732	134
44	48	0	0	0	0	291.004	135
44	47	0	0	0	0	301.128	136
45	48	0	0	0	0	302.583	137
45	48	0	0	0	0	289.229	138
45	47	0	0	0	0	305.503	139
46	47	0	0	0	0	306.524	140
47	46	0	0	0	0	302.037	141
47	46	0	0	0	0	309.673	142
47	45	0	0	0	0	294.313	143
47	45	0	0	0	0	298.758	144
48	44	0	0	0	0	280.784	145
48	45	0	0	0	0	306.557	146
48	43	0	0	0	0	302.082	147
48	43	0	0	0	0	290.151	148
46	42	0	0	0	0	282.948	149
48	42	0	0	0	0	287.122	150
48	43	0	0	0	0	291.049	151
48	43	0	0	0	0	286.178	152
48	43	0	0	0	0	294.693	153
47	43	0	0	0	0	286.661	154
47	40	0	0	0	0	290.65	155
47	40	0	0	0	0	268.21	156
47	40	0	0	0	0	265.261	157
47	38	0	0	0	0	274.307	158
48	38	0	0	0	0	267.277	159
49	38	0	0	0	0	276.834	160
49	38	0	0	0	0	282.968	161
49	38	0	0	0	0	283.826	162
52	39	0	0	0	0	275.784	163
50	39	0	0	0	0	272.525	164
50	39	0	0	0	0	264.474	165
50	39	0	0	0	0	273.293	166
50	39	0	0	0	0	283.519	167
52	39	0	0	0	0	278.348	168
51	39	0	0	0	0	282.882	169
51	38	0	0	0	0	284.304	170
50	38	0	0	0	0	286.818	171
50	37	0	0	0	0	288.472	172
52	36	0	0	0	0	283.362	173
51	36	0	0	0	0	273.096	174
50	36	0	0	0	0	272.849	175
49	36	0	0	0	0	285.031	176
49	36	0	0	0	0	261.972	177
49	36	0	0	0	0	263.694	178
50	36	0	0	0	0	268.928	179
50	36	0	0	0	0	270.325	180
49	36	0	0	0	0	282.503	181
49	37	0	0	0	0	274.594	182
49	37	0	0	0	0	289.935	183
49	37	0	0	0	0	287.703	184
49	37	0	0	0	0	280.098	185
48	38	0	0	0	0	271.586	186
48	37	0	0	0	0	278.929	187
48	37	0	0	0	0	281.049	188
48	37	0	0	0	0	283.755	189
48	37	0	0	0	0	270.534	190
47	37	0	0	0	0	281.05	191
47	37	0	0	0	0	261.948	192
45	35	0	0	0	0	258.416	193
44	33	0	0	0	0	256.017	194
44	33	0	0	0	0	253.459	195
43	33	0	0	0	0	245.798	196
44	33	0	0	0	0	247.824	197
44	33	0	0	0	0	262.901	198
44	33	0	0	0	0	254.321	199
45	33	0	0	0	0	253.603	200
45	33	0	0	0	0	249.215	201
45	33	0	0	0	0	256.489	202
45	33	0	0	0	0	260.251	203
45	33	0	0	0	0	260.931	204
45	33	0	0	0	0	263.548	205
45	33	0	0	0	0	263.617	206
46	34	0	0	0	0	251.531	207
47	34	0	0	0	0	256.138	208
46	34	0	0	0	0	254.768	209
45	34	0	0	0	0	252.729	210
45	33	0	0	0	0	262.872	211
45	33	0	0	0	0	261.329	212
45	33	0	0	0	0	261.768	213
45	35	0	0	0	0	257.466	214
43	35	0	0	0	0	255.51	215
45	34	0	0	0	0	261.635	216
46	34	0	0	0	0	254.738	217
46	34	0	0	0	0	260.413	218
46	34	0	0	0	0	261.549	219
47	35	0	0	0	0	256.607	220
