ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.639775	0.925523	4711370
1	6.74199e-06	8.70199e-05	442.974
1	3.38534e-06	4.60273e-05	234.301
0.0550459	0.486239	0.123674	629559
1	2.73468e-09	5.66551e-08	0.288402
1	3.48146e-06	4.72366e-05	240.458
1	0.483401	0.83479	4249490
0.25023	0.476589	0.372854	1898010
1	1	1	5090490
0.399087	0.622017	0.594126	3024390
0.30549	0.622017	0.505572	2573610
0.442852	0.619438	0.629141	3202640
1	0.78441	0.974883	4962630
1	0.793318	0.976996	4973390
1	0.673065	0.93954	4782720
0.280828	1	0.637484	3245110
0.24487	1	0.589409	3000380
1	0.00461407	0.0294315	149821
0.218284	1	0.550503	2802330
1	0.511053	0.854114	4347860
1	1	1	5090490
0.151399	0.374725	0.219522	1117480
0.309542	0.242438	0.269386	1371310
0.371598	0.23962	0.304404	1549560
0.353744	0.232884	0.288038	1466250
0.328687	0.232935	0.273302	1391240
0.219117	0.238186	0.206302	1050180
0.232245	0.245881	0.220588	1122900
0.232245	0.238679	0.215775	1098400
1	0.245705	0.590583	3006350
0.263975	0.371795	0.325969	1659340
0.248111	0.37215	0.312306	1589790
1	0.170234	0.471648	2400920
0.00205166	1	0.0147496	75082.6
0.0617529	0.880898	0.212774	1083120
1.66558e-06	0.456757	1.14791e-05	58.4345
0.382749	0.313776	0.374638	1907090
1	0.780195	0.973848	4957370
0.0440779	1	0.18168	924841
1	1	1	5090490
0.398604	0.756007	0.662811	3374030
0.564828	1	0.887477	4517690
0.658018	0.876155	0.894039	4551100
0.354516	1	0.72215	3676100
0.463243	0.861199	0.765548	3897020
1	0.861663	0.989957	5039370
1	1	1	5090490
0.201677	1	0.524579	2670370
0.409849	0.791041	0.689385	3509310
0.488192	1	0.838248	4267090
0.317668	0.78746	0.596783	3037920
0.461448	0.78746	0.731224	3722290
0.273343	0.0758051	0.101047	514381
0.68525	0.182328	0.384806	1958850
0.28169	0.137995	0.165108	840478
0.0111506	0.312747	0.0232207	118205
0.144626	0.46099	0.247216	1258450
