ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.0892857	1	0.304992	1552560
1	0.45098	0.81011	4123860
0.0733945	0.422018	0.138596	705521
1	0.486957	0.837361	4262580
1	1	1	5090490
1	0.446602	0.806602	4106000
1	0.490909	0.840189	4276980
1	0.459677	0.816953	4158690
1	0.461538	0.818395	4166030
1	0.481481	0.83339	4242370
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0243902	0.487805	0.0646212	328954
0.0731707	0.487805	0.154651	787248
1	0.487805	0.837971	4265680
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.169482	1	0.470313	2394130
0.248895	1	0.59504	3029050
0.23785	1	0.57943	2949580
0.181411	1	0.491078	2499830
1	0.480315	0.832536	4238020
1	1	1	5090490
0.179929	1	0.488542	2486920
1	1	1	5090490
1	0.392857	0.759907	3868300
1	0.451613	0.810613	4126420
1	1	1	5090490
1	0.463576	0.819966	4174030
1	1	1	5090490
1	0.483871	0.835131	4251230
1	0.485437	0.836265	4257000
1	0.481132	0.833135	4241070
0.130435	1	0.396115	2016420
1	0.464646	0.820788	4178210
1	1	1	5090490
1	1	1	5090490
1	0.208476	0.535352	2725200
1	0.451852	0.810803	4127390
1	0.495413	0.843373	4293180
1	1	1	5090490
1	0.460784	0.817812	4163060
1	0.439252	0.800617	4075530
1	0.480392	0.832593	4238310
1	0.443396	0.804007	4092790
1	0.446602	0.806602	4106000
1	0.497001	0.844486	4298850
1	1	1	5090490
1	1	1	5090490
0.049505	0.49505	0.1154	587442
1	1	1	5090490
0.117647	0.482353	0.219564	1117690
0.176471	0.482353	0.294832	1500840
1	0.491667	0.840728	4279720
0.337487	0.467372	0.449041	2285840
1	0.454545	0.812935	4138240
1	0.491525	0.840627	4279210
0.465696	0.35577	0.463524	2359560
0.100541	0.28279	0.129657	660019
1	0.27974	0.6361	3238060
1	1	1	5090490
0.0892857	1	0.304992	1552560
0.102041	1	0.334937	1704990
1	1	1	5090490
0.0909091	0.479339	0.180111	916855
1	1	1	5090490
1	0.592913	0.902833	4595860
0.0947368	1	0.317999	1618770
1	0.482456	0.834102	4245990
1	0.495327	0.843313	4292880
1	1	1	5090490
1	1	1	5090490
1	0.225885	0.56194	2860550
