ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.0454545	1	0.185956	946610
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.226244	0.562475	2863270
0.102041	1	0.334937	1704990
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.4375	0.799172	4068180
1	1	1	5090490
0.243243	1	0.587115	2988700
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.431034	0.793779	4040720
1	1	1	5090490
1	1	1	5090490
0.165217	1	0.46269	2355320
1	1	1	5090490
1	0.478261	0.831026	4230330
1	1	1	5090490
1	1	1	5090490
1	0.418182	0.782769	3984680
1	1	1	5090490
0.0784314	0.470588	0.158682	807772
0.0980392	0.470588	0.188058	957308
1	0.491803	0.840824	4280210
1	0.475	0.828609	4218030
1	0.492063	0.841009	4281150
0.0638298	1	0.23946	1218970
1	1	1	5090490
1	0.464286	0.820511	4176810
1	0.454545	0.812935	4138240
1	1	1	5090490
0.111111	0.466667	0.2053	1045080
1	0.4	0.766516	3901940
1	0.44898	0.808513	4115730
1	1	1	5090490
1	0.489362	0.839086	4271360
1	0.496503	0.844138	4297080
1	1	1	5090490
1	0.492537	0.841345	4282860
0.0540541	1	0.211771	1078020
1	0.456522	0.814489	4146150
1	0.487805	0.837971	4265680
1	1	1	5090490
1	0.475	0.828609	4218030
0.0833333	1	0.290409	1478320
0.0714286	0.404762	0.13136	668687
1	1	1	5090490
0.335136	1	0.701513	3571050
1	0.472727	0.826912	4209390
1	0.410714	0.776191	3951200
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491525	0.840627	4279210
1	1	1	5090490
1	0.436364	0.798231	4063390
1	0.483333	0.83474	4249240
1	0.45614	0.81419	4144630
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.109524	1	0.351748	1790570
0.213563	0.276316	0.226013	1150520
1	0.276316	0.631716	3215750
1	0.444444	0.804858	4097120
0.0859903	1	0.296969	1511720
0.107071	1	0.346295	1762810
1	0.229379	0.567111	2886870
1	0.454545	0.812935	4138240
1	0.490909	0.840189	4276980
1	0.466667	0.822332	4186070
1	0.416667	0.781445	3977940
1	1	1	5090490
1	1	1	5090490
0.0909091	0.436364	0.16769	853622
1	0.177596	0.484525	2466470
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491228	0.840416	4278130
1	0.388889	0.75618	3849330
1	1	1	5090490
1	1	1	5090490
0.0869565	0.478261	0.173835	884906
1	0.490196	0.839681	4274390
1	0.47619	0.829494	4222530
1	0.487805	0.837971	4265680
1	1	1	5090490
0.203361	1	0.527269	2684060
0.0892857	1	0.304992	1552560
1	1	1	5090490
0.0529529	1	0.208547	1061610
1	1	1	5090490
0.303279	1	0.665121	3385790
0.0489835	1	0.196731	1001460
1	1	1	5090490
0.258917	0.79577	0.531516	2705680
1	0.61265	0.912825	4646730
0.000110075	0.62226	0.000725277	3692.02
1	1	1	5090490
0.345287	0.825109	0.642624	3271270
0.587266	0.660681	0.755335	3845020
1	1	1	5090490
0.013938	0.367626	0.0321469	163644
0.325525	0.27027	0.301827	1536450
1	1	1	5090490
0.619238	0.331902	0.530706	2701560
0.371795	0.24438	0.30878	1571840
1	0.241235	0.584267	2974210
0.329641	0.241235	0.280847	1429650
0.113718	1	0.360945	1837390
0.279114	1	0.635301	3233990
0.0460646	1	0.187838	956188
1	1	1	5090490
0.120739	1	0.375996	1914000
1	1	1	5090490
0.240274	1	0.582898	2967240
1	1	1	5090490
0.0942615	1	0.316877	1613060
0.221939	1	0.556036	2830500
0.515376	1	0.856998	4362540
0.421355	0.751612	0.680836	3465790
1	0.751612	0.966224	4918550
0.245524	0.734347	0.489178	2490150
0.355892	0.733703	0.611744	3114080
0.248903	0.73044	0.491756	2503280
1	1	1	5090490
0.405165	1	0.771215	3925870
0.122807	1	0.380351	1936170
1	0.757009	0.967745	4926300
1	0.757009	0.967745	4926300
0.296296	0.41971	0.383595	1952690
1	0.41971	0.784099	3991450
0.269231	0.665217	0.487113	2479640
1	0.629917	0.921044	4688570
1	1	1	5090490
1	0.629917	0.921044	4688570
0.136364	0.571429	0.276783	1408960
0.3125	0.105769	0.145752	741947
1	1	1	5090490
1	1	1	5090490
1	0.357143	0.724864	3689910
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.35	1	0.717438	3652110
0.0666667	0.5	0.146707	746809
1	1	1	5090490
1	1	1	5090490
0.12	1	0.374432	1906040
0.08	1	0.282058	1435820
0.16	1	0.453213	2307080
1	1	1	5090490
1	1	1	5090490
0.249012	1	0.595202	3029870
0.025	1	0.117222	596717
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.46875	0.823915	4194130
0.125	0.46875	0.224832	1144500
1	1	1	5090490
1	1	1	5090490
1	0.444444	0.804858	4097120
1	1	1	5090490
1	1	1	5090490
0.0888889	0.466667	0.173497	883183
0.155102	1	0.444161	2261000
1	0.482143	0.833873	4244820
0.132086	1	0.399469	2033490
1	1	1	5090490
1	1	1	5090490
1	0.468085	0.823411	4191570
1	0.4	0.766516	3901940
1	0.0205376	0.100336	510762
1	1	1	5090490
0.128205	0.487179	0.235673	1199690
1	0.486486	0.837022	4260860
0.210526	1	0.538557	2741520
1	1	1	5090490
1	0.459459	0.816783	4157830
1	1	1	5090490
1	0.47541	0.828914	4219580
1	1	1	5090490
0.119898	1	0.374215	1904940
1	0.477612	0.830546	4227890
1	0.491228	0.840416	4278130
1	0.454545	0.812935	4138240
1	0.0938315	0.315861	1607890
1	1	1	5090490
1	1	1	5090490
1	0.442308	0.80312	4088270
1	0.38806	0.755395	3845330
1	0.233684	0.573411	2918940
1	1	1	5090490
1	0.470588	0.825304	4201200
1	1	1	5090490
1	1	1	5090490
1	0.45098	0.81011	4123860
1	0.477273	0.830296	4226610
1	1	1	5090490
0.143955	1	0.422977	2153160
0.161017	0.493785	0.280814	1429480
1	1	1	5090490
1	0.412698	0.777952	3960160
1	0.404255	0.770393	3921680
0.0444444	1	0.182823	930658
1	0.446429	0.806462	4105290
1	0.415385	0.780321	3972220
0.122807	1	0.380351	1936170
1	1	1	5090490
0.223003	1	0.557634	2838630
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.479167	0.831693	4233720
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
