unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
35	28	0	0	0	0	153.773	1
35	28	0	0	0	0	147.149	2
35	28	0	0	0	0	132.685	3
35	28	0	0	0	0	147.469	4
35	28	0	0	0	0	132.639	5
34	27	0	0	0	0	147.341	6
36	28	0	0	0	0	130.272	7
36	28	0	0	0	0	147.423	8
36	29	0	0	0	0	132.748	9
36	28	0	0	0	0	141.965	10
36	28	0	0	0	0	153.243	11
36	27	0	0	0	0	153.317	12
36	27	0	0	0	0	140.736	13
36	27	0	0	0	0	155.118	14
37	27	0	0	0	0	135.322	15
36	28	0	0	0	0	154.559	16
36	28	0	0	0	0	154.397	17
36	28	0	0	0	0	147.268	18
34	28	0	0	0	0	149.096	19
35	28	0	0	0	0	132.118	20
35	29	0	0	0	0	135.029	21
34	29	0	0	0	0	135.034	22
36	30	0	0	0	0	152.551	23
36	30	0	0	0	0	140.148	24
35	29	0	0	0	0	145.967	25
35	28	0	0	0	0	146.538	26
34	29	0	0	0	0	128.644	27
32	29	0	0	0	0	145.26	28
32	29	0	0	0	0	118.392	29
31	27	0	0	0	0	121.425	30
30	27	0	0	0	0	121.084	31
30	27	0	0	0	0	118.495	32
30	27	0	0	0	0	121.184	33
30	27	0	0	0	0	121.857	34
30	26	0	0	0	0	133.905	35
32	28	0	0	0	0	134.193	36
32	28	0	0	0	0	145.301	37
34	27	0	0	0	0	130.453	38
34	27	0	0	0	0	130.176	39
35	27	0	0	0	0	149.483	40
35	27	0	0	0	0	150.486	41
35	27	0	0	0	0	144.368	42
34	25	0	0	0	0	144.449	43
34	26	0	0	0	0	130.417	44
34	26	0	0	0	0	128.219	45
34	26	0	0	0	0	130.878	46
34	26	0	0	0	0	144.734	47
34	26	0	0	0	0	130.49	48
35	26	0	0	0	0	130.605	49
35	26	0	0	0	0	142.928	50
36	26	0	0	0	0	131.051	51
36	26	0	0	0	0	128.749	52
36	26	0	0	0	0	131.781	53
34	26	0	0	0	0	144.228	54
34	25	0	0	0	0	130.527	55
34	27	0	0	0	0	144.091	56
34	27	0	0	0	0	130.299	57
34	27	0	0	0	0	130.679	58
32	27	0	0	0	0	144.572	59
32	27	0	0	0	0	121.706	60
29	26	0	0	0	0	134.566	61
29	26	0	0	0	0	128.752	62
29	26	0	0	0	0	118.589	63
29	26	0	0	0	0	118.627	64
28	27	0	0	0	0	118.698	65
28	27	0	0	0	0	134.835	66
28	27	0	0	0	0	116.253	67
29	27	0	0	0	0	127.866	68
29	27	0	0	0	0	116.924	69
30	26	0	0	0	0	113.918	70
30	26	0	0	0	0	127.065	71
30	26	0	0	0	0	104.807	72
30	25	0	0	0	0	121.386	73
29	26	0	0	0	0	121.192	74
29	26	0	0	0	0	119.741	75
30	26	0	0	0	0	109.338	76
30	25	0	0	0	0	121.525	77
28	24	0	0	0	0	119.26	78
28	24	0	0	0	0	121.433	79
28	24	0	0	0	0	125.852	80
28	24	0	0	0	0	125.197	81
28	25	0	0	0	0	114.913	82
28	25	0	0	0	0	128.448	83
28	25	0	0	0	0	111.854	84
27	24	0	0	0	0	124.938	85
27	24	0	0	0	0	109.705	86
27	23	0	0	0	0	109.39	87
27	23	0	0	0	0	121.45	88
27	25	0	0	0	0	109.459	89
27	25	0	0	0	0	113.899	90
27	25	0	0	0	0	127.301	91
27	25	0	0	0	0	124.899	92
27	27	0	0	0	0	109.448	93
27	27	0	0	0	0	107.359	94
27	27	0	0	0	0	106.92	95
25	27	0	0	0	0	112.256	96
25	27	0	0	0	0	112.095	97
26	27	0	0	0	0	112.175	98
26	27	0	0	0	0	111.536	99
25	27	0	0	0	0	111.589	100
25	26	0	0	0	0	123.61	101
25	27	0	0	0	0	106.97	102
25	26	0	0	0	0	124.684	103
25	26	0	0	0	0	100.356	104
25	25	0	0	0	0	97.4461	105
25	25	0	0	0	0	100.03	106
24	24	0	0	0	0	100.859	107
23	23	0	0	0	0	97.7826	108
23	22	0	0	0	0	95.6769	109
23	22	0	0	0	0	108.373	110
23	22	0	0	0	0	108.577	111
23	22	0	0	0	0	98.0096	112
23	22	0	0	0	0	107.529	113
23	22	0	0	0	0	93.4359	114
23	21	0	0	0	0	95.7739	115
24	21	0	0	0	0	95.899	116
25	21	0	0	0	0	95.5136	117
26	21	0	0	0	0	95.5789	118
26	21	0	0	0	0	95.542	119
26	21	0	0	0	0	102.779	120
26	21	0	0	0	0	114.1	121
26	21	0	0	0	0	102.575	122
26	21	0	0	0	0	102.769	123
26	22	0	0	0	0	95.3986	124
25	22	0	0	0	0	113.291	125
25	22	0	0	0	0	114.259	126
25	22	0	0	0	0	113.937	127
25	22	0	0	0	0	102.532	128
25	22	0	0	0	0	102.155	129
25	23	0	0	0	0	102.485	130
25	23	0	0	0	0	116.779	131
26	23	0	0	0	0	104.95	132
26	23	0	0	0	0	105.061	133
26	22	0	0	0	0	116.079	134
27	22	0	0	0	0	104.532	135
27	22	0	0	0	0	113.196	136
27	22	0	0	0	0	107.904	137
25	22	0	0	0	0	111.689	138
25	22	0	0	0	0	100.018	139
25	23	0	0	0	0	100.137	140
26	24	0	0	0	0	116.946	141
26	24	0	0	0	0	109.781	142
26	24	0	0	0	0	117.359	143
28	23	0	0	0	0	106.895	144
28	23	0	0	0	0	115.251	145
27	22	0	0	0	0	100.083	146
27	22	0	0	0	0	99.9806	147
25	22	0	0	0	0	110.84	148
25	21	0	0	0	0	111.116	149
25	21	0	0	0	0	97.8658	150
25	21	0	0	0	0	100.242	151
25	21	0	0	0	0	100.501	152
26	22	0	0	0	0	100.246	153
27	23	0	0	0	0	98.1609	154
27	23	0	0	0	0	120.562	155
27	23	0	0	0	0	105.94	156
26	23	0	0	0	0	107.553	157
27	27	0	0	0	0	107.038	158
27	27	0	0	0	0	129.281	159
28	26	0	0	0	0	119.011	160
28	26	0	0	0	0	130.213	161
28	26	0	0	0	0	129.433	162
29	26	0	0	0	0	114.185	163
29	26	0	0	0	0	114.169	164
29	26	0	0	0	0	109.654	165
28	26	0	0	0	0	109.547	166
28	25	0	0	0	0	124.206	167
28	25	0	0	0	0	112.026	168
28	25	0	0	0	0	111.78	169
27	25	0	0	0	0	124.642	170
27	24	0	0	0	0	124.341	171
27	24	0	0	0	0	124.68	172
28	24	0	0	0	0	104.621	173
26	23	0	0	0	0	107.27	174
27	23	0	0	0	0	107.387	175
27	23	0	0	0	0	121.855	176
26	23	0	0	0	0	107.157	177
27	23	0	0	0	0	109.711	178
28	26	0	0	0	0	109.77	179
28	26	0	0	0	0	106.823	180
28	26	0	0	0	0	131.957	181
28	26	0	0	0	0	118.584	182
28	26	0	0	0	0	117.083	183
29	25	0	0	0	0	127.067	184
29	26	0	0	0	0	114.806	185
27	26	0	0	0	0	114.186	186
28	26	0	0	0	0	119.739	187
28	26	0	0	0	0	119.255	188
26	26	0	0	0	0	114.483	189
26	26	0	0	0	0	111.82	190
25	26	0	0	0	0	124.783	191
25	26	0	0	0	0	111.585	192
25	26	0	0	0	0	109.315	193
25	25	0	0	0	0	121.955	194
25	27	0	0	0	0	109.553	195
25	27	0	0	0	0	124.588	196
25	27	0	0	0	0	124.746	197
24	27	0	0	0	0	111.582	198
24	27	0	0	0	0	107.767	199
24	27	0	0	0	0	118.248	200
23	27	0	0	0	0	106.866	201
23	27	0	0	0	0	116.707	202
23	28	0	0	0	0	121.916	203
24	28	0	0	0	0	111.606	204
24	28	0	0	0	0	109.44	205
24	26	0	0	0	0	121.043	206
25	27	0	0	0	0	118.958	207
25	27	0	0	0	0	114.711	208
26	27	0	0	0	0	114.222	209
26	27	0	0	0	0	114.208	210
26	27	0	0	0	0	116.517	211
26	27	0	0	0	0	129.291	212
26	27	0	0	0	0	129.795	213
26	28	0	0	0	0	116.366	214
26	28	0	0	0	0	127.792	215
26	27	0	0	0	0	116.547	216
28	28	0	0	0	0	116.184	217
28	28	0	0	0	0	118.766	218
27	28	0	0	0	0	118.778	219
27	29	0	0	0	0	118.568	220
26	29	0	0	0	0	118.479	221
26	29	0	0	0	0	134.728	222
26	29	0	0	0	0	116.889	223
26	29	0	0	0	0	116.818	224
25	28	0	0	0	0	116.282	225
25	28	0	0	0	0	128.655	226
25	28	0	0	0	0	127.469	227
25	28	0	0	0	0	113.893	228
26	28	0	0	0	0	114.037	229
26	28	0	0	0	0	125.707	230
27	28	0	0	0	0	114.392	231
27	28	0	0	0	0	113.892	232
27	27	0	0	0	0	129.999	233
28	27	0	0	0	0	118.525	234
28	28	0	0	0	0	118.606	235
28	28	0	0	0	0	123.196	236
28	28	0	0	0	0	135.33	237
28	29	0	0	0	0	123.181	238
28	29	0	0	0	0	134.472	239
28	27	0	0	0	0	133.789	240
28	27	0	0	0	0	132.119	241
29	27	0	0	0	0	116.16	242
29	27	0	0	0	0	116.679	243
30	25	0	0	0	0	116.774	244
31	25	0	0	0	0	121.565	245
31	25	0	0	0	0	120.893	246
31	25	0	0	0	0	136.247	247
31	25	0	0	0	0	120.875	248
30	25	0	0	0	0	121.253	249
30	25	0	0	0	0	121.12	250
30	25	0	0	0	0	134.546	251
31	25	0	0	0	0	120.937	252
31	25	0	0	0	0	124.108	253
31	25	0	0	0	0	123.656	254
31	26	0	0	0	0	123.301	255
31	26	0	0	0	0	120.931	256
31	26	0	0	0	0	134.479	257
31	26	0	0	0	0	121.504	258
31	25	0	0	0	0	130.292	259
31	26	0	0	0	0	133.773	260
31	26	0	0	0	0	134.645	261
32	27	0	0	0	0	125.828	262
32	27	0	0	0	0	144.416	263
33	29	0	0	0	0	130.705	264
33	29	0	0	0	0	133.18	265
34	28	0	0	0	0	138.07	266
32	28	0	0	0	0	128.281	267
31	28	0	0	0	0	136.973	268
30	28	0	0	0	0	141.227	269
31	28	0	0	0	0	127.913	270
31	28	0	0	0	0	127.938	271
31	28	0	0	0	0	125.95	272
32	29	0	0	0	0	142.345	273
33	30	0	0	0	0	128.064	274
33	29	0	0	0	0	142.495	275
34	29	0	0	0	0	152.921	276
35	30	0	0	0	0	135.189	277
35	30	0	0	0	0	144.29	278
35	30	0	0	0	0	141.6	279
35	30	0	0	0	0	157.362	280
35	30	0	0	0	0	160.559	281
35	30	0	0	0	0	129.459	282
34	31	0	0	0	0	134.751	283
34	31	0	0	0	0	134.827	284
34	31	0	0	0	0	135.151	285
33	31	0	0	0	0	134.793	286
33	31	0	0	0	0	135.947	287
33	31	0	0	0	0	134.985	288
32	30	0	0	0	0	132.772	289
32	30	0	0	0	0	133.286	290
32	29	0	0	0	0	132.629	291
32	29	0	0	0	0	130.752	292
33	28	0	0	0	0	128.383	293
32	29	0	0	0	0	130.77	294
31	29	0	0	0	0	130.17	295
31	29	0	0	0	0	130.257	296
31	29	0	0	0	0	146.942	297
31	30	0	0	0	0	132.498	298
31	30	0	0	0	0	132.971	299
31	30	0	0	0	0	130.726	300
30	29	0	0	0	0	130.252	301
32	29	0	0	0	0	145.013	302
32	29	0	0	0	0	144.825	303
32	29	0	0	0	0	135.332	304
32	29	0	0	0	0	143.558	305
32	29	0	0	0	0	150.373	306
32	29	0	0	0	0	149.698	307
32	29	0	0	0	0	127.65	308
32	26	0	0	0	0	125.6	309
31	26	0	0	0	0	125.685	310
31	26	0	0	0	0	140.261	311
31	26	0	0	0	0	140.188	312
31	27	0	0	0	0	123.403	313
30	27	0	0	0	0	139.103	314
30	28	0	0	0	0	125.709	315
30	28	0	0	0	0	128.627	316
30	29	0	0	0	0	127.865	317
30	29	0	0	0	0	127.703	318
32	29	0	0	0	0	125.534	319
32	29	0	0	0	0	125.514	320
31	28	0	0	0	0	145.353	321
31	28	0	0	0	0	130.426	322
31	28	0	0	0	0	127.701	323
30	28	0	0	0	0	125.699	324
31	29	0	0	0	0	125.962	325
