ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
0.590604	1	0.901622	4589700
0.797264	0.494118	0.76092	3873450
1	1	1	5090490
1	0.243697	0.587756	2991970
1	1	1	5090490
0.345972	0.49763	0.475057	2418270
1	0.496774	0.844327	4298040
0.748387	1	0.965296	4913830
1	1	1	5090490
0.992908	1	0.999975	5090360
0.575221	1	0.893319	4547430
1	0.484211	0.835377	4252480
1	1	1	5090490
0.804348	0.478261	0.752189	3829010
0.598639	1	0.905799	4610960
1	0.618506	0.915666	4661190
1	0.475936	0.829305	4221570
0.402985	1	0.76924	3915810
0.736234	1	0.961674	4895390
0.350168	1	0.717614	3653010
0.38812	0.518958	0.524164	2668250
0.158283	0.736368	0.367077	1868600
0.109513	0.734638	0.283199	1441620
0.681991	0.736368	0.848091	4317200
0.856548	0.00383579	0.022073	112362
0.517588	0.457286	0.577755	2941060
0.61809	0.457286	0.639784	3256820
1	1	1	5090490
1	0.434783	0.796917	4056700
1	0.439024	0.800429	4074580
1	0.16844	0.468461	2384700
1	0.00116415	0.00902884	45961.2
0.666667	0.458333	0.667829	3399580
1	1	1	5090490
0.469565	0.486957	0.566049	2881470
1	0.484848	0.835839	4254830
1	1	1	5090490
1	1	1	5090490
0.0617761	0.471042	0.132024	672068
1	1	1	5090490
0.957895	0.473684	0.812299	4135000
0.303797	1	0.66574	3388940
0.71028	1	0.953264	4852580
0.618785	0.480663	0.658083	3349960
0.435359	1	0.797397	4059140
0.430939	1	0.793699	4040320
0.677083	0.489583	0.697506	3550650
0.439759	1	0.801034	4077650
1	0.474747	0.828421	4217070
0.764151	1	0.9697	4936250
0.509901	0.485149	0.592925	3018280
0.632353	1	0.922165	4694270
0.770968	1	0.971503	4945430
1	0.478261	0.831026	4230330
0.508065	0.483871	0.590769	3007300
1	0.487179	0.837521	4263390
0.780488	0.487805	0.748383	3809640
1	1	1	5090490
0.250862	1	0.597767	3042930
0.495798	0.487395	0.584856	2977210
0.435185	0.472222	0.530671	2701380
0.77037	1	0.971348	4944640
0.535714	0.47619	0.603595	3072590
0.818182	1	0.982367	5000730
1	1	1	5090490
1	0.450617	0.809821	4122390
1	0.4625	0.819138	4169810
0.643939	0.477273	0.669934	3410290
0.515625	1	0.857162	4363380
0.527778	1	0.86507	4403630
0.462617	0.490654	0.563574	2868870
1	1	1	5090490
0.813559	1	0.981426	4995940
0.796026	1	0.977618	4976560
0.705426	1	0.951587	4844040
0.52381	1	0.862519	4390650
0.226826	1	0.563339	2867670
1	1	1	5090490
0.486111	1	0.836752	4259480
1	1	1	5090490
0.645817	0.216758	0.415229	2113720
0.416667	0.477273	0.520055	2647340
0.442857	0.485714	0.545637	2777560
0.866667	0.457143	0.763007	3884080
0.204338	1	0.528822	2691970
1	0.439024	0.800429	4074580
0.8375	1	0.986017	5019310
0.669355	1	0.938061	4775190
0.845528	0.479675	0.771589	3927770
1	1	1	5090490
0.414368	1	0.779426	3967660
0.502924	0.547879	0.630719	3210670
1	0.547879	0.877538	4467100
0.235728	1	0.576373	2934020
1	0.496299	0.843994	4296350
1	1	1	5090490
0.434371	1	0.796574	4054950
1	1	1	5090490
0.0121849	1.18839e-06	2.75858e-07	1.40425
0.172915	1.18839e-06	3.36959e-06	17.1529
0.16377	1.18839e-06	3.20196e-06	16.2995
0.176465	1.18839e-06	3.43452e-06	17.4834
1	1	1	5090490
0.792	0.464	0.735367	3743380
0.78744	0.492754	0.755352	3845110
1	0.477612	0.830546	4227890
0.627119	0.483051	0.664705	3383680
0.462366	1	0.819034	4169290
0.43299	1	0.79542	4049080
0.513761	1	0.855925	4357080
0.487603	1	0.837826	4264950
0.44186	1	0.802755	4086420
0	1	0	0
0.409639	1	0.775233	3946320
0.375	1	0.742811	3781270
0.102564	1	0.33613	1711070
1	0.482353	0.834026	4245600
0.788014	0.501069	0.761764	3877750
0.664	1	0.93589	4764140
0.639423	0.495192	0.68077	3465450
0.541872	1	0.873891	4448530
0.592417	0.473934	0.637405	3244700
0.335289	1	0.701681	3571900
0.421053	0.491228	0.532769	2712060
0.177342	1	0.484086	2464230
0.8085	0.544401	0.801353	4079280
0.86256	0.544401	0.824542	4197320
0.552081	0.753454	0.780833	3974820
0.787565	1	0.975643	4966500
0.756477	1	0.967597	4925540
0.728972	1	0.959415	4883890
0.721154	0.495192	0.72483	3689740
0.727273	1	0.958875	4881150
0.675744	1	0.940596	4788090
0.416058	1	0.780912	3975230
0.459854	1	0.81709	4159390
0.535294	1	0.86982	4427810
0.738255	1	0.96229	4898530
1	1	1	5090490
0.43712	1	0.798858	4066580
0.766102	0.498305	0.749373	3814680
0.447115	1	0.807016	4108110
0.63159	1	0.921815	4692490
0.468085	1	0.823411	4191570
1	0.484211	0.835377	4252480
0.523668	1	0.862427	4390180
1	0.466667	0.822332	4186070
0.496063	0.480315	0.580028	2952630
0.380952	1	0.748602	3810750
0.553191	1	0.880709	4483240
1	1	1	5090490
0.745098	1	0.964335	4908940
0.246753	1	0.592051	3013830
1	0.0254532	0.11889	605206
0.791001	0.183599	0.425437	2165680
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.434783	0.796917	4056700
0.666667	1	0.936977	4769670
1	1	1	5090490
0.681818	1	0.942949	4800070
0.607692	1	0.910376	4634260
1	0.0150947	0.078393	399059
0.683333	1	0.943528	4803020
1	0.114358	0.362334	1844460
0.855769	0.471154	0.769435	3916800
0.662821	1	0.935406	4761680
1	1	1	5090490
1	0.244681	0.589143	2999030
0.730496	1	0.959895	4886340
0.594123	0.602543	0.72573	3694320
1	0.481132	0.833135	4241070
1	1	1	5090490
0.607813	1	0.910436	4634570
1	0.496503	0.844138	4297080
1	1	1	5090490
0.794118	1	0.977181	4974330
1	0.483146	0.834604	4248540
1	0.499901	0.846505	4309130
1	0.0168571	0.0856845	436176
0.331683	1	0.69772	3551740
0.734513	0.486726	0.725238	3691820
1	0.469799	0.824709	4198170
0.633333	1	0.922614	4696560
0.754717	0.477987	0.728555	3708700
0.437575	1	0.799234	4068490
0.608708	1	0.910881	4636830
1	0.21187	0.540646	2752160
1	1	1	5090490
1	1	1	5090490
0.854566	1	0.988871	5033840
0.836449	1	0.98583	5018360
0.742424	0.484848	0.727757	3704640
1	0.235893	0.576612	2935240
0.691358	0.493827	0.708315	3605670
1	1	1	5090490
1	1	1	5090490
1	0.00824255	0.047794	243295
0.56391	1	0.886952	4515020
1	0.0433498	0.179401	913240
0.923077	1	0.996962	5075030
0.514793	1	0.856611	4360570
0.867925	1	0.990866	5044000
0.625	1	0.918752	4676900
1	1	1	5090490
0.551724	1	0.879838	4478810
1	0.239437	0.581703	2961160
1	0.113553	0.360586	1835560
1	0.491228	0.840416	4278130
1	1	1	5090490
1	1	1	5090490
0.857143	1	0.989272	5035880
0.722772	1	0.957428	4873780
0.508197	1	0.852188	4338060
0.472727	1	0.826912	4209390
0.588785	1	0.900661	4584810
