ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.466667	0.822332	4186070
1	0.419355	0.78379	3989880
1	1	1	5090490
1	0.416667	0.781445	3977940
1	1	1	5090490
0.0592492	1	0.226688	1153950
1	1	1	5090490
0.109589	0.479452	0.20734	1055460
1	0.410004	0.775559	3947980
1	0.435669	0.797655	4060450
1	0.13854	0.412378	2099210
1	0.298976	0.659958	3359510
0.444815	0.445232	0.518733	2640610
0.145693	0.423148	0.233423	1188240
1	0.347377	0.714674	3638040
0.419062	0.507209	0.541704	2757540
0.237487	0.190435	0.185249	943009
0.0296625	0.183426	0.0338086	172102
0.213231	0.380305	0.284811	1449830
1	0.242267	0.585732	2981660
0.176124	0.326016	0.221488	1127480
1	0.463144	0.819634	4172340
1	1	1	5090490
1	0.597994	0.905467	4609270
0.307538	0.469936	0.424076	2158760
0.484744	1	0.835764	4254450
0.296322	0.836955	0.593804	3022750
0.00906901	0.836117	0.0446009	227040
0.116472	1	0.366899	1867700
0.157594	1	0.448786	2284540
0.0695252	1	0.254884	1297480
1	0.652483	0.931074	4739620
0.570289	0.649474	0.738259	3758100
0.0620279	0.612004	0.16214	825371
1	1	1	5090490
1	1	1	5090490
1	0.44186	0.802755	4086420
0.12	1	0.374432	1906040
0.08	1	0.282058	1435820
1	1	1	5090490
1	0.36	0.727794	3704830
1	1	1	5090490
1	0.461538	0.818395	4166030
0.0232558	1	0.110726	563648
0.27907	1	0.635245	3233710
1	1	1	5090490
1	1	1	5090490
1	0.447761	0.807535	4110750
1	1	1	5090490
1	0.230655	0.568987	2896420
1	0.476923	0.830037	4225300
1	0.492308	0.841182	4282030
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493912	0.842316	4287800
1	0.463768	0.820114	4174780
1	0.457143	0.814976	4148630
1	1	1	5090490
1	0.43662	0.798443	4064470
1	0.470588	0.825304	4201200
0.154595	1	0.443215	2256180
0.0421053	1	0.175477	893265
0.0243902	1	0.114965	585229
1	0.477273	0.830296	4226610
1	1	1	5090490
1	1	1	5090490
0.0606061	0.424242	0.119837	610030
1	1	1	5090490
1	0.471429	0.825937	4204430
1	1	1	5090490
0.0615385	0.476923	0.132907	676563
0.046875	1	0.190325	968849
1	0.49256	0.841361	4282940
0.0909091	1	0.3089	1572450
1	0.483333	0.83474	4249240
1	1	1	5090490
0.299161	0.101994	0.13699	697346
0.0263158	0.447368	0.0640674	326134
1	1	1	5090490
0.0666667	0.483333	0.142909	727476
1	1	1	5090490
1	1	1	5090490
0.0754717	1	0.27049	1376930
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493506	0.84203	4286350
1	0.485294	0.836162	4256470
0.0689655	0.448276	0.138393	704491
1	1	1	5090490
1	1	1	5090490
