unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
29	34	0	0	0	0	145.924	1
29	34	0	0	0	0	128.197	2
28	34	0	0	0	0	116.189	3
27	33	0	0	0	0	132.697	4
27	32	0	0	0	0	118.718	5
26	31	0	0	0	0	132.842	6
28	32	0	0	0	0	118.228	7
28	31	0	0	0	0	130.036	8
28	31	0	0	0	0	118.442	9
28	31	0	0	0	0	124.804	10
28	31	0	0	0	0	137.582	11
27	31	0	0	0	0	137.425	12
27	31	0	0	0	0	124.142	13
27	31	0	0	0	0	132.303	14
27	31	0	0	0	0	122.505	15
27	31	0	0	0	0	137.612	16
27	31	0	0	0	0	137.239	17
27	31	0	0	0	0	134.147	18
27	33	0	0	0	0	133.53	19
27	32	0	0	0	0	121.41	20
27	33	0	0	0	0	123.203	21
27	33	0	0	0	0	122.944	22
26	33	0	0	0	0	136.828	23
26	33	0	0	0	0	123.322	24
26	33	0	0	0	0	130.289	25
28	33	0	0	0	0	137.283	26
28	33	0	0	0	0	127.354	27
28	34	0	0	0	0	143.853	28
28	33	0	0	0	0	125.16	29
28	34	0	0	0	0	127.284	30
28	34	0	0	0	0	127.03	31
28	34	0	0	0	0	127.438	32
28	33	0	0	0	0	127.372	33
28	33	0	0	0	0	127.825	34
28	32	0	0	0	0	142.616	35
28	34	0	0	0	0	142.424	36
28	33	0	0	0	0	145.676	37
29	34	0	0	0	0	131.579	38
29	35	0	0	0	0	131.955	39
30	35	0	0	0	0	150.334	40
29	35	0	0	0	0	150.583	41
29	35	0	0	0	0	149.365	42
31	34	0	0	0	0	149.973	43
31	34	0	0	0	0	138.864	44
31	34	0	0	0	0	122.749	45
31	34	0	0	0	0	122.555	46
30	33	0	0	0	0	135.129	47
30	33	0	0	0	0	120.697	48
30	33	0	0	0	0	120.29	49
28	31	0	0	0	0	134.007	50
28	31	0	0	0	0	121.423	51
27	30	0	0	0	0	118.118	52
27	30	0	0	0	0	120.5	53
27	30	0	0	0	0	134.58	54
27	30	0	0	0	0	120.336	55
27	30	0	0	0	0	134.812	56
27	30	0	0	0	0	120.54	57
27	30	0	0	0	0	120.695	58
27	30	0	0	0	0	135.007	59
29	30	0	0	0	0	115.974	60
27	30	0	0	0	0	128.939	61
26	30	0	0	0	0	131.452	62
26	30	0	0	0	0	118.306	63
26	30	0	0	0	0	114.421	64
26	32	0	0	0	0	113.738	65
26	30	0	0	0	0	132.646	66
26	28	0	0	0	0	98.2983	67
25	29	0	0	0	0	114.295	68
26	29	0	0	0	0	102.865	69
25	27	0	0	0	0	102.775	70
24	27	0	0	0	0	115.331	71
24	27	0	0	0	0	98.6382	72
24	27	0	0	0	0	112.074	73
24	27	0	0	0	0	112.659	74
24	26	0	0	0	0	109.178	75
24	27	0	0	0	0	100.602	76
24	27	0	0	0	0	112.719	77
24	27	0	0	0	0	104.486	78
24	27	0	0	0	0	104.536	79
23	27	0	0	0	0	109.316	80
