ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	1	1	5090490
1	0.473684	0.827628	4213030
1	0.486111	0.836752	4259480
1	1	1	5090490
1	0.454545	0.812935	4138240
1	1	1	5090490
1	0.47541	0.828914	4219580
1	1	1	5090490
1	1	1	5090490
0.0588235	1	0.225483	1147820
1	1	1	5090490
1	0.294118	0.654052	3329440
1	1	1	5090490
0.0650273	0.221858	0.0755773	384726
1	0.484848	0.835839	4254830
0.0428571	1	0.177852	905355
1	1	1	5090490
1	1	1	5090490
1	0.46988	0.82477	4198480
1	1	1	5090490
1	1	1	5090490
1	0.470085	0.824925	4199270
1	1	1	5090490
1	1	1	5090490
0.157045	1	0.447771	2279370
1	1	1	5090490
1	1	1	5090490
1	0.43662	0.798443	4064470
1	0.472222	0.826533	4207460
1	1	1	5090490
1	1	1	5090490
0.198465	1	0.519411	2644060
0.0454545	0.490909	0.107164	545518
1	0.484375	0.835496	4253090
1	1	1	5090490
0.146341	0.747702	0.351518	1789400
0.0597015	1	0.227964	1160450
1	1	1	5090490
0.0958904	0.479452	0.187562	954782
1	1	1	5090490
1	1	1	5090490
0.0681818	0.477273	0.144003	733048
1	0.463768	0.820114	4174780
0.0526316	0.473684	0.116966	595417
1	0.478873	0.831477	4232630
1	1	1	5090490
0.139241	0.468354	0.243253	1238280
1	0.447917	0.80766	4111390
0.0481928	1	0.19434	989284
0.0963855	1	0.32187	1638480
0.0412371	1	0.172718	879220
0.0487805	0.487805	0.112749	573946
1	1	1	5090490
1	0.109742	0.35223	1793020
1	0.423729	0.787568	4009110
1	0.485294	0.836162	4256470
1	0.391304	0.758453	3860900
1	0.391304	0.758453	3860900
1	0.450704	0.80989	4122740
1	0.483871	0.835131	4251230
1	0.460526	0.817612	4162040
1	0.496711	0.844283	4297810
1	1	1	5090490
1	0.471264	0.825814	4203800
1	1	1	5090490
0.0779221	1	0.276783	1408960
1	0.486111	0.836752	4259480
1	1	1	5090490
1	1	1	5090490
1	0.470588	0.825304	4201200
1	0.481481	0.83339	4242370
0.140351	0.491228	0.253333	1289590
1	1	1	5090490
0.211268	1	0.53971	2747390
0.0215054	0.462366	0.0557906	284002
1	0.428571	0.791699	4030140
1	0.104163	0.339758	1729530
1	0.478723	0.831367	4232060
0.047619	1	0.192596	980410
0.20863	1	0.535594	2726440
0.20863	1	0.535594	2726440
0.271107	1	0.624967	3181390
0.0731707	1	0.264509	1346480
0.0731707	1	0.264509	1346480
0.142683	1	0.420505	2140580
0.151515	1	0.437435	2226760
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.46875	0.823915	4194130
1	1	1	5090490
1	0.48	0.832305	4236840
1	1	1	5090490
1	1	1	5090490
0.0862069	1	0.2975	1514420
0.188732	1	0.50343	2562700
1	0.4875	0.837752	4264570
1	0.483146	0.834604	4248540
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0714286	0.459184	0.144884	737532
1	1	1	5090490
0.0533333	0.453333	0.114175	581208
1	1	1	5090490
1	0.483333	0.83474	4249240
0.0152672	1	0.0791153	402736
1	0.458333	0.815906	4153360
0.076087	1	0.272078	1385010
1	1	1	5090490
0.0666667	0.488889	0.144179	733941
