ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.680556	1	0.942465	4797610
1	1	1	5090490
1	0.44898	0.808513	4115730
0.48	0.4	0.50885	2590300
1	1	1	5090490
1	0.428571	0.791699	4030140
0.489412	0.491765	0.583471	2970150
0.691382	0.103516	0.260303	1325070
0.493316	0.191714	0.317619	1616840
0.328358	0.192837	0.238053	1211810
0.415515	0.191714	0.2812	1431440
0.698273	0.34974	0.588485	2995680
1	0.240878	0.583759	2971620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.878049	0.414634	0.731929	3725880
1	0.161734	0.456381	2323200
0.75	1	0.965762	4916200
1	1	1	5090490
0.771429	0.485714	0.742511	3779740
1	1	1	5090490
1	1	1	5090490
0.850746	0.432836	0.736113	3747180
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.483333	0.83474	4249240
0.00496032	1	0.0312812	159237
1	1	1	5090490
0.486486	1	0.837022	4260860
1	0.48	0.832305	4236840
1	0.477273	0.830296	4226610
0.783333	1	0.974621	4961300
0.460317	1	0.81745	4161220
0.595238	0.404762	0.583833	2972000
0.714286	0.493506	0.720058	3665450
1	1	1	5090490
1	1	1	5090490
0.111111	1	0.355247	1808380
0.76	0.46	0.717018	3649970
0.500868	0.580873	0.650147	3309570
0.554388	0.588112	0.691447	3519800
0.720783	1	0.95678	4870480
0.507246	1	0.851544	4334780
1	1	1	5090490
1	0.391304	0.758453	3860900
0.492537	1	0.841345	4282860
0.509804	1	0.853274	4343580
1	1	1	5090490
1	0.491803	0.840824	4280210
1	1	1	5090490
1	0.505024	0.850031	4327070
0.903226	0.483871	0.798795	4066260
1	0.44898	0.808513	4115730
1	0.395833	0.762677	3882400
0.921875	0.46875	0.794699	4045410
0.638298	1	0.924862	4708000
0.777778	1	0.973245	4954290
0.827586	0.465517	0.752731	3831770
0.681818	1	0.942949	4800070
0.655172	1	0.932217	4745440
0.827408	0.356478	0.655073	3334640
1	1	1	5090490
1	0.00913407	0.0520253	264834
0.783333	0.483333	0.746336	3799210
0.6	1	0.906495	4614510
0.808824	1	0.980435	4990900
0.871429	0.471429	0.776282	3951660
0.842105	1	0.986821	5023400
0.723077	1	0.957527	4874280
1	1	1	5090490
1	0.453125	0.811813	4132530
0.766667	0.483333	0.738425	3758950
0.518519	1	0.859071	4373090
0.0604396	1	0.23004	1171020
1	0.0239779	0.11343	577417
0.65	0.4625	0.661944	3369620
0.777778	1	0.973245	4954290
1	1	1	5090490
1	0.114655	0.362978	1847730
1	0.450704	0.80989	4122740
0.238095	1	0.579782	2951380
0.769231	1	0.971049	4943120
0.818182	1	0.982367	5000730
1	1	1	5090490
0.741379	0.448276	0.698447	3555440
1	0.0215947	0.104417	531534
1	0.47541	0.828914	4219580
1	1	1	5090490
0.254822	1	0.603212	3070640
1	1	1	5090490
0.00452489	1	0.028951	147375
0.666667	0.486111	0.689235	3508550
1	1	1	5090490
0.519231	1	0.859538	4375470
0.886792	0.490566	0.797123	4057750
0.480769	1	0.832869	4239710
1	1	1	5090490
1	1	1	5090490
0.885246	0.47541	0.785091	3996500
0.704225	1	0.951167	4841910
0.806452	0.451613	0.732065	3726570
0.806452	0.451613	0.732065	3726570
1	0.454545	0.812935	4138240
0.564516	0.419355	0.577823	2941400
1	0.0468271	0.190179	968102
0.647059	1	0.928735	4727720
0.695652	1	0.948108	4826340
1	1	1	5090490
0.652778	1	0.9312	4740260
1	1	1	5090490
1	1	1	5090490
0.46875	1	0.823915	4194130
0.507246	1	0.851544	4334780
1	1	1	5090490
0.716216	1	0.95527	4862790
0.722323	1	0.957282	4873040
0.734375	1	0.961103	4892480
0.574074	1	0.892683	4544200
0.488019	0.205143	0.33052	1682510
0.183654	1	0.494892	2519240
0.653209	0.0757175	0.198164	1008750
0.105042	0.0757175	0.046402	236209
0.481919	0.0766685	0.158812	808429
0.539683	0.428571	0.569921	2901180
1	0.479167	0.831693	4233720
0.370968	1	0.738834	3761030
1	1	1	5090490
0.87931	1	0.992405	5051830
1	1	1	5090490
1	0.493671	0.842146	4286940
0.6875	1	0.945102	4811030
1	0.490909	0.840189	4276980
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.735294	0.470588	0.713238	3630730
1	1	1	5090490
1	0.470588	0.825304	4201200
1	1	1	5090490
1	0.477612	0.830546	4227890
1	1	1	5090490
1	0.492063	0.841009	4281150
0.525424	1	0.86356	4395950
0.54902	1	0.878223	4470590
1	0.434783	0.796917	4056700
0.813333	0.48	0.757604	3856580
1	1	1	5090490
0.8625	0.475	0.775276	3946540
1	0.465753	0.821635	4182530
0.875	1	0.99184	5048950
0.8	1	0.978515	4981120
1	1	1	5090490
0.831169	0.467532	0.755905	3847930
0.632653	0.428571	0.625006	3181590
0.612245	0.428571	0.613449	3122750
1	0.468085	0.823411	4191570
1	0.468085	0.823411	4191570
1	0.489796	0.839396	4272940
0.62963	1	0.920911	4687890
0.47541	0.442623	0.538402	2740730
0.915493	1	0.996324	5071780
0.84058	1	0.986558	5022060
1	0.0282477	0.129	656672
0.111111	0.444444	0.197934	1007580
0.693518	0.75772	0.863604	4396170
0.85136	0.558893	0.829218	4221130
0.133098	0.491282	0.24373	1240700
0.884446	0.290304	0.605852	3084080
0.643888	0.709272	0.814622	4146830
0.0796738	0.246685	0.0968852	493193
0.309143	0.86876	0.621646	3164480
0.436685	1	0.798497	4064740
0.112817	0.728902	0.287666	1464360
0.604584	0.861955	0.860776	4381770
0.754788	1	0.967124	4923130
0.0218347	0.86212	0.0936052	476496
0.848799	0.832208	0.951918	4845730
1	1	1	5090490
1	1	1	5090490
0.857143	0.464286	0.764641	3892400
1	0.0491265	0.197162	1003650
1	0.326531	0.691994	3522590
0.823529	1	0.983423	5006100
1	0.478261	0.831026	4230330
1	0.478261	0.831026	4230330
1	0.411765	0.777125	3955950
1	0.481481	0.83339	4242370
0.857143	1	0.989272	5035880
0.428571	1	0.791699	4030140
0.271429	1	0.625387	3183530
0.246681	1	0.59195	3013320
2.88658e-14	0.490196	4.65377e-13	2.369e-06
0.0208333	0.458333	0.0539626	274696
1	1	1	5090490
1	0.43038	0.793227	4037920
1	0.389831	0.757068	3853850
1	1	1	5090490
1	0.196744	0.51662	2629850
1	0.082496	0.288324	1467710
0.793103	1	0.976946	4973140
1	1	1	5090490
1	0.140426	0.416093	2118120
0.714286	1	0.954623	4859500
1	0.248911	0.595062	3029160
0.743243	1	0.963787	4906150
1	1	1	5090490
1	0.16121	0.455426	2318340
0.571429	1	0.891209	4536690
1	1	1	5090490
1	0.433333	0.795707	4050540
1	0.403846	0.770022	3919790
1	0.12306	0.380881	1938870
0.909091	1	0.995737	5068790
0.6875	0.458333	0.679003	3456460
1	1	1	5090490
1	0.403846	0.770022	3919790
0.491803	0.47541	0.573591	2919860
1	0.467532	0.822991	4189430
1	1	1	5090490
1	1	1	5090490
0.527027	1	0.86459	4401190
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.859155	1	0.98958	5037450
0.822773	0.107887	0.303736	1546170
0.842105	1	0.986821	5023400
0.578431	1	0.895085	4556420
1	1	1	5090490
0.618421	0.473684	0.652604	3322070
1	1	1	5090490
0.582278	0.455696	0.617381	3142770
1	1	1	5090490
1	0.4	0.766516	3901940
1	0.492308	0.841182	4282030
0.777778	0.47619	0.738241	3758010
1	0.509091	0.852793	4341130
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.0863997	0.297973	1516830
1	1	1	5090490
0.871429	0.442857	0.753363	3834990
1	0.466667	0.822332	4186070
1	0.404255	0.770393	3921680
0.02	1	0.0982405	500092
0.706897	0.431034	0.66681	3394390
1	0.492063	0.841009	4281150
0.72	1	0.956523	4869170
0.838235	1	0.986147	5019970
1	0.471429	0.825937	4204430
1	1	1	5090490
1	0.0107071	0.0592836	301783
0.648148	1	0.929209	4730130
1	0.466667	0.822332	4186070
0.847826	1	0.987785	5028310
0.453333	1	0.811978	4133370
0.1	0.457143	0.186759	950693
0.274311	1	0.62913	3202580
0.581081	0.486486	0.639839	3257100
0.904762	0.47619	0.793614	4039890
0.111111	1	0.355247	1808380
1	1	1	5090490
1	0.387097	0.754483	3840690
1	0.475	0.828609	4218030
1	0.465116	0.821148	4180050
0.0100962	1	0.056494	287582
0.950842	0.494949	0.825327	4201320
0.642857	0.482143	0.673007	3425940
1	0.412698	0.777952	3960160
1	0.357143	0.724864	3689910
1	0.121951	0.378553	1927020
0.731707	0.121951	0.304864	1551910
1	0.428571	0.791699	4030140
1	0.45679	0.814699	4147220
0.761194	1	0.968899	4932170
1	0.493333	0.841908	4285720
0.765957	1	0.970184	4938710
1	0.491803	0.840824	4280210
1	0.493827	0.842257	4287500
1	1	1	5090490
1	0.494172	0.8425	4288740
0.0153846	0.476923	0.0433984	220919
0.8	0.454545	0.731491	3723650
0.722222	1	0.95725	4872870
0.724138	0.465517	0.703653	3581940
0.672131	0.360656	0.585932	2982680
1	0.42	0.78435	3992730
1	1	1	5090490
0.86	0.44	0.74613	3798170
1	1	1	5090490
0.730769	0.480769	0.718833	3659210
0.648649	1	0.929425	4731230
0.648649	1	0.929425	4731230
