unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
29	30	0	0	0	0	140.386	1
29	32	0	0	0	0	124.309	2
29	31	0	0	0	0	110.285	3
27	30	0	0	0	0	120.538	4
27	30	0	0	0	0	114.565	5
27	28	0	0	0	0	117.427	6
27	28	0	0	0	0	111.587	7
27	28	0	0	0	0	123.086	8
27	27	0	0	0	0	110.735	9
27	28	0	0	0	0	107.92	10
27	29	0	0	0	0	126.06	11
28	29	0	0	0	0	125.971	12
28	28	0	0	0	0	117.65	13
28	29	0	0	0	0	122.714	14
27	28	0	0	0	0	114.066	15
27	27	0	0	0	0	125.481	16
27	27	0	0	0	0	122.82	17
27	28	0	0	0	0	121.144	18
27	28	0	0	0	0	119.789	19
29	28	0	0	0	0	116.469	20
29	28	0	0	0	0	115.432	21
30	28	0	0	0	0	109.328	22
30	27	0	0	0	0	128.54	23
30	27	0	0	0	0	112.639	24
31	26	0	0	0	0	123.646	25
31	26	0	0	0	0	121.022	26
30	26	0	0	0	0	112.205	27
28	27	0	0	0	0	120.518	28
29	26	0	0	0	0	108.253	29
29	26	0	0	0	0	112.12	30
29	25	0	0	0	0	106.14	31
29	25	0	0	0	0	101.855	32
29	25	0	0	0	0	107.386	33
30	27	0	0	0	0	104.431	34
30	28	0	0	0	0	127.011	35
30	28	0	0	0	0	124.577	36
30	28	0	0	0	0	121.29	37
29	27	0	0	0	0	113.075	38
29	28	0	0	0	0	106.969	39
29	28	0	0	0	0	129.606	40
29	28	0	0	0	0	131.077	41
29	28	0	0	0	0	130.185	42
29	28	0	0	0	0	119.938	43
29	28	0	0	0	0	114.313	44
29	27	0	0	0	0	112.861	45
29	28	0	0	0	0	109.38	46
29	28	0	0	0	0	123.171	47
28	28	0	0	0	0	108.098	48
29	28	0	0	0	0	108.836	49
29	27	0	0	0	0	122.954	50
29	27	0	0	0	0	110.757	51
30	27	0	0	0	0	106.912	52
31	28	0	0	0	0	112.29	53
30	28	0	0	0	0	124.392	54
30	28	0	0	0	0	110.795	55
29	28	0	0	0	0	114.532	56
29	27	0	0	0	0	108.927	57
28	26	0	0	0	0	111.527	58
28	26	0	0	0	0	113.949	59
28	26	0	0	0	0	102.815	60
27	26	0	0	0	0	121.796	61
27	26	0	0	0	0	112.302	62
27	26	0	0	0	0	104.551	63
27	27	0	0	0	0	111.176	64
27	27	0	0	0	0	108.769	65
27	28	0	0	0	0	119.623	66
27	28	0	0	0	0	98.358	67
25	29	0	0	0	0	115.693	68
25	31	0	0	0	0	102.302	69
26	31	0	0	0	0	91.7679	70
27	30	0	0	0	0	113.695	71
27	32	0	0	0	0	97.3136	72
27	31	0	0	0	0	134.077	73
27	32	0	0	0	0	131.13	74
27	32	0	0	0	0	113.415	75
27	32	0	0	0	0	111.028	76
27	32	0	0	0	0	121.622	77
27	32	0	0	0	0	117.918	78
27	33	0	0	0	0	130.256	79
27	33	0	0	0	0	133.919	80
27	34	0	0	0	0	130.04	81
27	34	0	0	0	0	126.246	82
26	34	0	0	0	0	135.51	83
26	34	0	0	0	0	125.792	84
26	34	0	0	0	0	130.271	85
26	34	0	0	0	0	121.224	86
26	34	0	0	0	0	118.723	87
27	34	0	0	0	0	135.329	88
27	36	0	0	0	0	116.214	89
27	36	0	0	0	0	117.944	90
28	37	0	0	0	0	147.729	91
29	37	0	0	0	0	127.419	92
27	38	0	0	0	0	135.284	93
27	39	0	0	0	0	135.729	94
27	39	0	0	0	0	131.97	95
26	39	0	0	0	0	129.323	96
26	39	0	0	0	0	132.262	97
27	38	0	0	0	0	133.673	98
27	38	0	0	0	0	133.945	99
27	38	0	0	0	0	138.473	100
27	38	0	0	0	0	150.526	101
26	38	0	0	0	0	132.353	102
26	38	0	0	0	0	157.808	103
27	38	0	0	0	0	126.654	104
27	37	0	0	0	0	127.583	105
27	37	0	0	0	0	128.481	106
26	35	0	0	0	0	123.78	107
26	35	0	0	0	0	126.686	108
27	35	0	0	0	0	129.247	109
28	35	0	0	0	0	148.172	110
28	35	0	0	0	0	153.313	111
28	35	0	0	0	0	132.189	112
28	35	0	0	0	0	150.368	113
29	36	0	0	0	0	135.722	114
30	36	0	0	0	0	134.882	115
31	36	0	0	0	0	130.126	116
31	36	0	0	0	0	130.109	117
31	36	0	0	0	0	131.649	118
31	36	0	0	0	0	134.364	119
31	36	0	0	0	0	146.885	120
31	37	0	0	0	0	155.764	121
30	37	0	0	0	0	139.105	122
28	36	0	0	0	0	135.605	123
28	35	0	0	0	0	139.993	124
28	35	0	0	0	0	145.211	125
29	35	0	0	0	0	148.839	126
