ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.489362	0.839086	4271360
0.236842	1	0.57798	2942200
0.2	1	0.521888	2656660
0.357143	1	0.724864	3689910
1	0.489362	0.839086	4271360
0.8	1	0.978515	4981120
1	1	1	5090490
0.470588	0.470588	0.555304	2826770
0.352941	1	0.720513	3667770
1	0.110887	0.354755	1805880
1	0.042735	0.177467	903396
1	1	1	5090490
0.660377	0.45283	0.660033	3359890
0.333333	1	0.699537	3560990
1	0.411765	0.777125	3955950
0.327869	1	0.693489	3530200
0.4	0.476923	0.506815	2579940
0.516129	0.322581	0.464982	2366990
1	0.490196	0.839681	4274390
0.697674	1	0.948839	4830060
0.473684	1	0.827628	4213030
1	0.172348	0.475378	2419910
0.793103	1	0.976946	4973140
0.589286	1	0.900926	4586160
1	0.466667	0.822332	4186070
0.259259	0.444444	0.364214	1854030
1	1	1	5090490
1	0.196429	0.516108	2627240
0.744186	0.465116	0.713357	3631340
1	0.0803383	0.282912	1440160
1	0.444444	0.804858	4097120
0.764706	0.490196	0.74267	3780550
1	0.48	0.832305	4236840
0.72549	0.490196	0.723306	3681980
1	1	1	5090490
1	0.4	0.766516	3901940
1	1	1	5090490
0.470588	0.294118	0.412117	2097880
0.758621	0.448276	0.706872	3598330
1	0.457143	0.814976	4148630
0.4	0.488889	0.514685	2620000
0.409836	0.47541	0.513516	2614050
0.60911	1	0.91108	4637840
0.179487	1	0.487784	2483060
0.42	1	0.78435	3992730
0.62963	1	0.920911	4687890
1	0.433962	0.796233	4053220
1	0.215136	0.545689	2777830
0.744681	1	0.964212	4908310
1	1	1	5090490
1	1	1	5090490
1	0.0248998	0.116852	594835
0.000816327	1	0.00662098	33704
0.310345	1	0.67347	3428290
1	0.462687	0.819282	4170550
0.373134	1	0.740976	3771930
0.444444	1	0.804858	4097120
0.72973	0.432432	0.679528	3459130
0.716667	1	0.95542	4863560
0.657143	0.471429	0.672828	3425020
0.488889	0.488889	0.581096	2958070
0.642857	1	0.926892	4718340
0.75	1	0.965762	4916200
1	1	1	5090490
1	0.522727	0.861818	4387080
1	0.194265	0.512574	2609250
0.411765	0.470588	0.511765	2605140
1	1	1	5090490
1	1	1	5090490
1	0.357143	0.724864	3689910
0.424242	0.393939	0.466115	2372760
0.323529	1	0.688621	3505420
1	0.0443548	0.182544	929238
1	0.465753	0.821635	4182530
1	3.00653e-06	4.12337e-05	209.9
0.365385	1	0.733256	3732630
0.413043	0.478261	0.517917	2636450
0.79661	1	0.977751	4977230
1	0.489796	0.839396	4272940
1	0.309957	0.673017	3425990
1	0.387755	0.755107	3843870
0.755556	0.488889	0.737259	3753010
0.711538	1	0.953693	4854770
0.714286	0.457143	0.691994	3522590
1	1	1	5090490
0.452347	1	0.811197	4129390
0.530474	1	0.866786	4412370
0.777778	1	0.973245	4954290
0.770833	1	0.971468	4945250
0.424242	0.484848	0.53097	2702900
1	1	1	5090490
0.512195	1	0.854879	4351750
0.457143	0.485714	0.556189	2831270
0.577778	0.466667	0.623035	3171550
0.472238	1	0.826545	4207520
1	1	1	5090490
1	1	1	5090490
0.70021	1	0.949747	4834680
1	0.444444	0.804858	4097120
1	1	1	5090490
1	0.152941	0.440119	2240420
1	0.490612	0.839978	4275900
0.2	1	0.521888	2656660
0.288136	1	0.64667	3291870
0.744186	0.488372	0.731292	3722640
0.484375	1	0.835496	4253090
0.847826	0.391304	0.697803	3552160
1	0.409091	0.774744	3943830
0.695652	1	0.948108	4826340
1	1	1	5090490
1	0.469388	0.824398	4196590
0.725	1	0.958148	4877440
1	0.442308	0.80312	4088270
0.355932	1	0.723616	3683560
1	0.484848	0.835839	4254830
1	1	1	5090490
1	1	1	5090490
0.251409	0.080018	0.0986987	502425
0.293158	0.158917	0.189445	964368
1	0.705702	0.951683	4844530
0.263914	0.40626	0.346623	1764480
0.570113	0.571681	0.691314	3519130
0.0269051	0.418397	0.0617646	314412
0.0277537	0.411617	0.0625121	318217
0.0161895	0.411617	0.0400569	203909
0.383005	0.300007	0.363517	1850480
0.230007	0.310916	0.260155	1324320
0.158251	0.302398	0.193313	984059
0.39263	0.305158	0.374037	1904030
