ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.459273	4.94785e-07	3.70341e-06	18.8522
0.459273	4.94785e-07	3.70341e-06	18.8522
1	4.94785e-07	7.67864e-06	39.0881
0.148886	4.94785e-07	1.28355e-06	6.53389
0.148886	4.94785e-07	1.28355e-06	6.53389
0.00460662	4.94785e-07	4.76358e-08	0.24249
0.467049	2.32147e-07	1.84724e-06	9.40338
0.0790735	4.94785e-07	7.06451e-07	3.59618
0.0978417	1	0.325265	1655760
1	0.121279	0.377137	1919810
1	1	1	5090490
1	0.489796	0.839396	4272940
1	0.46	0.817203	4159970
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.480392	0.832593	4238310
1	0.198026	0.518701	2640440
1	1	1	5090490
1	1	1	5090490
1	0.497143	0.844585	4299350
1	0.493827	0.842257	4287500
1	0.490323	0.839771	4274850
1	1	1	5090490
0.0882353	1	0.302448	1539610
0.301205	0.451807	0.407506	2074410
1	1	1	5090490
1	1	1	5090490
1	0.234099	0.574014	2922010
1	1	1	5090490
0.0833333	1	0.290409	1478320
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491228	0.840416	4278130
1	0.759705	0.968491	4930090
1	0.488	0.838111	4266390
0.110236	1	0.353321	1798580
1	1	1	5090490
1	1	1	5090490
1	0.501456	0.847581	4314600
1	4.04626e-05	0.000449747	2289.43
1	1	1	5090490
1	0.496478	0.84412	4296990
1	0.435374	0.797409	4059200
1	1	1	5090490
0.0441176	1	0.181804	925473
1	1	1	5090490
0.0666667	0.444444	0.133896	681595
1	0.444444	0.804858	4097120
0.190957	1	0.507126	2581520
0.0588235	0.613548	0.155975	793989
0.0869183	1	0.299241	1523290
0.0294118	1	0.133128	677688
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.492754	0.841498	4283640
1	1	1	5090490
1	1	1	5090490
1	0.461957	0.818718	4167680
1	1	1	5090490
1	0.496611	0.844213	4297460
1	0.0581214	0.22349	1137670
1	0.498951	0.845845	4305770
0.0793651	1	0.280452	1427640
0.0843373	1	0.292898	1490990
0.060241	1	0.229482	1168180
1	0.505063	0.850058	4327210
1	0.0791855	0.279997	1425320
1	0.212787	0.542067	2759390
1	0.0863787	0.297921	1516570
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.485876	0.836582	4258610
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0883978	0.475138	0.175147	891586
0.0828729	1	0.289264	1472490
1	0.449438	0.80888	4117590
1	0.504539	0.849699	4325390
1	0.83639	0.98582	5018310
1	0.537364	0.87111	4434380
1	0.38898	0.756266	3849760
1	0.0587894	0.225386	1147330
0.276205	0.0587894	0.0831447	423247
