unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
57	46	0	0	0	0	246.636	1
57	47	0	0	0	0	235.935	2
58	48	0	0	0	0	214.911	3
57	48	0	0	0	0	239.298	4
58	50	0	0	0	0	214.546	5
58	49	0	0	0	0	237.265	6
57	50	0	0	0	0	212.474	7
57	50	0	0	0	0	239.311	8
57	50	0	0	0	0	203.065	9
57	50	0	0	0	0	235.669	10
58	51	0	0	0	0	262.241	11
59	51	0	0	0	0	260.722	12
59	53	0	0	0	0	241.614	13
59	53	0	0	0	0	270.643	14
62	52	0	0	0	0	244.783	15
62	52	0	0	0	0	277.422	16
62	53	0	0	0	0	275.666	17
62	53	0	0	0	0	272.428	18
63	53	0	0	0	0	277.595	19
62	52	0	0	0	0	250.664	20
62	52	0	0	0	0	249.263	21
64	54	0	0	0	0	250.855	22
64	54	0	0	0	0	284.034	23
64	54	0	0	0	0	257.704	24
64	53	0	0	0	0	280.262	25
67	53	0	0	0	0	283.009	26
69	54	0	0	0	0	258.201	27
66	53	0	0	0	0	288.548	28
67	54	0	0	0	0	243.593	29
67	54	0	0	0	0	244.258	30
66	54	0	0	0	0	244.059	31
65	51	0	0	0	0	242.01	32
64	51	0	0	0	0	246.552	33
65	53	0	0	0	0	246.841	34
65	52	0	0	0	0	272.8	35
64	53	0	0	0	0	276.341	36
64	54	0	0	0	0	284.758	37
63	54	0	0	0	0	250.914	38
63	54	0	0	0	0	253.86	39
63	53	0	0	0	0	272.545	40
60	54	0	0	0	0	271.663	41
59	53	0	0	0	0	265.955	42
57	53	0	0	0	0	269.145	43
57	52	0	0	0	0	236.932	44
57	53	0	0	0	0	235.187	45
57	53	0	0	0	0	235.301	46
57	53	0	0	0	0	261.789	47
57	53	0	0	0	0	232.939	48
57	53	0	0	0	0	235.276	49
57	51	0	0	0	0	260.831	50
57	52	0	0	0	0	235.209	51
56	52	0	0	0	0	232.702	52
56	52	0	0	0	0	233.224	53
56	53	0	0	0	0	249.765	54
56	53	0	0	0	0	223.627	55
56	53	0	0	0	0	246.648	56
55	51	0	0	0	0	224.185	57
55	50	0	0	0	0	230.968	58
55	51	0	0	0	0	251.774	59
55	50	0	0	0	0	226.003	60
55	50	0	0	0	0	251.541	61
56	51	0	0	0	0	254.958	62
56	51	0	0	0	0	232.689	63
57	51	0	0	0	0	229.005	64
57	51	0	0	0	0	230.927	65
56	50	0	0	0	0	256.296	66
55	50	0	0	0	0	223.967	67
55	50	0	0	0	0	249.552	68
56	51	0	0	0	0	225.361	69
56	50	0	0	0	0	223.306	70
55	50	0	0	0	0	247.067	71
55	50	0	0	0	0	214.302	72
54	51	0	0	0	0	242.916	73
55	51	0	0	0	0	244.056	74
55	51	0	0	0	0	242.139	75
54	51	0	0	0	0	217.175	76
54	51	0	0	0	0	242.015	77
54	51	0	0	0	0	237.947	78
54	51	0	0	0	0	241.697	79
54	50	0	0	0	0	245.382	80
54	50	0	0	0	0	248.823	81
54	50	0	0	0	0	226.988	82
54	50	0	0	0	0	249.942	83
54	51	0	0	0	0	226.068	84
54	51	0	0	0	0	252.032	85
54	51	0	0	0	0	228.838	86
54	51	0	0	0	0	230.38	87
54	50	0	0	0	0	253.132	88
54	51	0	0	0	0	228.715	89
54	51	0	0	0	0	228.471	90
54	51	0	0	0	0	255.116	91
54	51	0	0	0	0	255.479	92
55	54	0	0	0	0	230.642	93
55	55	0	0	0	0	223.84	94
55	55	0	0	0	0	223.855	95
57	55	0	0	0	0	232.581	96
56	55	0	0	0	0	232.496	97
57	55	0	0	0	0	233.377	98
57	54	0	0	0	0	233.217	99
57	54	0	0	0	0	235.403	100
57	55	0	0	0	0	261.038	101
57	53	0	0	0	0	240.029	102
57	53	0	0	0	0	264.835	103
57	54	0	0	0	0	228.938	104
56	55	0	0	0	0	228.581	105
55	55	0	0	0	0	225.632	106
53	54	0	0	0	0	223.683	107
53	55	0	0	0	0	232.902	108
54	55	0	0	0	0	236.422	109
55	55	0	0	0	0	252.078	110
55	53	0	0	0	0	259.392	111
55	53	0	0	0	0	230.42	112
54	52	0	0	0	0	247.865	113
56	51	0	0	0	0	223.969	114
55	52	0	0	0	0	226.486	115
55	52	0	0	0	0	226.221	116
55	52	0	0	0	0	226.396	117
55	52	0	0	0	0	226.798	118
53	53	0	0	0	0	226.803	119
53	53	0	0	0	0	228.854	120
53	53	0	0	0	0	256.896	121
52	53	0	0	0	0	222.174	122
52	54	0	0	0	0	222.382	123
51	52	0	0	0	0	221.873	124
49	52	0	0	0	0	234.986	125
49	50	0	0	0	0	236.3	126
50	50	0	0	0	0	236.622	127
50	50	0	0	0	0	207.591	128
50	50	0	0	0	0	205.893	129
48	49	0	0	0	0	205.974	130
