ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.4375	0.799172	4068180
1	0.483516	0.834873	4249920
1	1	1	5090490
1	0.47619	0.829494	4222530
1	0.460674	0.817726	4162630
0.150312	1	0.43516	2215180
1	1	1	5090490
1	1	1	5090490
1	0.221987	0.556108	2830860
0.0277778	0.444444	0.0665981	339017
1	0.444444	0.804858	4097120
1	0.444444	0.804858	4097120
1	0.444444	0.804858	4097120
1	1	1	5090490
0.0657895	0.473684	0.139254	708872
0.0338983	0.474576	0.0825236	420085
0.254237	0.474576	0.375819	1913100
0.0169492	0.474576	0.0468372	238424
1	1	1	5090490
1	0.483871	0.835131	4251230
1	0.463918	0.820229	4175370
1	1	1	5090490
1	1	1	5090490
1	0.441558	0.802508	4085160
1	0.493506	0.84203	4286350
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.121739	1	0.378106	1924750
1	1	1	5090490
1	0.476923	0.830037	4225300
1	1	1	5090490
1	1	1	5090490
1	0.479167	0.831693	4233720
1	0.413333	0.778514	3963020
1	1	1	5090490
1	1	1	5090490
0.0909091	1	0.3089	1572450
1	0.47619	0.829494	4222530
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.478261	0.831026	4230330
1	1	1	5090490
1	0.45977	0.817025	4159060
1	0.481928	0.833716	4244020
1	1	1	5090490
1	0.458333	0.815906	4153360
1	0.421569	0.785708	3999640
1	0.493827	0.842257	4287500
1	0.493827	0.842257	4287500
1	0.466667	0.822332	4186070
0.412468	0.0299357	0.0666063	339059
1	0.42623	0.789708	4020000
0.0740741	1	0.266866	1358480
1	1	1	5090490
1	1	1	5090490
1	0.479592	0.832005	4235320
1	1	1	5090490
1	0.493976	0.842362	4288030
0.28547	1	0.643341	3274920
1	1	1	5090490
1	1	1	5090490
0.0892857	0.482143	0.178454	908420
1	0.469697	0.824632	4197780
1	0.479167	0.831693	4233720
1	1	1	5090490
1	0.214059	0.544032	2769390
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.465116	0.821148	4180050
1	0.491071	0.840305	4277560
0.047619	1	0.192596	980410
1	0.221725	0.555713	2828850
1	1	1	5090490
1	0.466667	0.822332	4186070
1	1	1	5090490
0.0666667	1	0.247203	1258390
1	0.484375	0.835496	4253090
1	1	1	5090490
1	0.228173	0.565333	2877820
1	0.493506	0.84203	4286350
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.425	0.788658	4014660
1	1	1	5090490
1	1	1	5090490
1	0.493827	0.842257	4287500
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.371817	1	0.739676	3765310
0.0776699	0.495146	0.163761	833625
1	0.495935	0.843739	4295050
1	0.225717	0.56169	2859280
1	1	1	5090490
1	0.482759	0.834322	4247110
1	0.452055	0.810965	4128210
1	0.452055	0.810965	4128210
1	1	1	5090490
1	1	1	5090490
1	0.441558	0.802508	4085160
0.0508475	0.491525	0.117195	596583
1	1	1	5090490
1	0.495461	0.843407	4293350
1	0.480519	0.832686	4238780
1	0.494737	0.842898	4290760
1	1	1	5090490
1	1	1	5090490
1	0.449438	0.80888	4117590
1	0.482759	0.834322	4247110
1	1	1	5090490
1	0.609175	0.911113	4638010
1	0.472222	0.826533	4207460
1	1	1	5090490
0.04	1	0.168755	859046
0.145253	1	0.425487	2165940
0.213608	1	0.543335	2765840
0.0540541	0.486486	0.121972	620896
0.0930233	1	0.313945	1598130
1	1	1	5090490
0.193856	1	0.511903	2605840
1	1	1	5090490
0.170455	1	0.472037	2402900
1	0.093728	0.315616	1606640
0.0352941	0.494118	0.0880521	448229
1	0.237324	0.578674	2945730
0.0733945	0.46789	0.150117	764170
1	1	1	5090490
1	1	1	5090490
0.0549451	0.472527	0.120756	614709
1	1	1	5090490
1	1	1	5090490
1	0.419355	0.78379	3989880
0.0980392	1	0.325724	1658100
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.428571	0.791699	4030140
1	1	1	5090490
1	0.484848	0.835839	4254830
1	1	1	5090490
0.0338983	1	0.148623	756566
1	0.444444	0.804858	4097120
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0857143	1	0.296292	1508270
