ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
0.0461538	1	0.188113	957586
1	0.478723	0.831367	4232060
1	0.452381	0.811223	4129530
0.0238095	0.452381	0.0595732	303257
1	1	1	5090490
1	1	1	5090490
1	0.452381	0.811223	4129530
1	0.452381	0.811223	4129530
1	0.375	0.742811	3781270
0.371282	0.667988	0.593809	3022780
0.133181	0.658664	0.3012	1533260
0.203626	1	0.52769	2686200
0.133181	0.658664	0.3012	1533260
0.0684932	0.658664	0.184902	941244
0.0666667	0.444444	0.133896	681595
1	1	1	5090490
1	0.445545	0.805749	4101660
1	1	1	5090490
1	0.487395	0.837676	4264180
1	1	1	5090490
1	0.448819	0.808384	4115070
0.0603448	1	0.229774	1169660
1	0.462185	0.818895	4168580
1	1	1	5090490
1	0.489583	0.839244	4272160
1	0.495212	0.843232	4292460
1	0.493671	0.842146	4286940
0.0776699	1	0.276139	1405680
1	1	1	5090490
1	1	1	5090490
1	0.489796	0.839396	4272940
1	0.480392	0.832593	4238310
1	1	1	5090490
1	0.472222	0.826533	4207460
1	0.47191	0.826299	4206270
1	1	1	5090490
0.0619469	1	0.234251	1192450
0.27027	0.486486	0.398246	2027270
1	0.438776	0.800224	4073540
1	0.434426	0.79662	4055190
0.0825688	1	0.288506	1468640
0.117541	1	0.369193	1879370
1	1	1	5090490
1	1	1	5090490
1	0.45122	0.810301	4124830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0981013	1	0.325868	1658830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.494624	0.842818	4290360
1	0.49505	0.843118	4291880
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.426667	0.790081	4021900
1	1	1	5090490
1	0.492537	0.841345	4282860
1	0.408602	0.774307	3941600
1	0.485507	0.836316	4257260
1	1	1	5090490
0.0506329	1	0.201679	1026640
1	1	1	5090490
1	0.47619	0.829494	4222530
1	0.45283	0.81158	4131340
1	1	1	5090490
1	0.207371	0.533616	2716370
0.0813953	1	0.28557	1453690
0.0674157	0.460674	0.138884	706986
0.0733945	1	0.265094	1349460
1	0.455446	0.813644	4141850
1	1	1	5090490
1	0.460784	0.817812	4163060
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.242424	0.585955	2982800
0.268347	1	0.62135	3162980
1	1	1	5090490
1	0.490385	0.839816	4275070
1	1	1	5090490
1	0.45098	0.81011	4123860
1	0.0269022	0.124168	632078
1	1	1	5090490
1	1	1	5090490
1	0.430233	0.793103	4037290
0.255319	0.478723	0.379133	1929980
0.0752688	1	0.269966	1374260
1	1	1	5090490
1	0.470588	0.825304	4201200
1	0.461538	0.818395	4166030
0.0717264	1	0.260718	1327180
1	1	1	5090490
1	0.483333	0.83474	4249240
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0825688	1	0.288506	1468640
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.049505	1	0.198301	1009450
0.0686275	1	0.252485	1285270
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.477477	0.830447	4227380
0.0990099	1	0.327974	1669550
1	1	1	5090490
1	1	1	5090490
1	0.468468	0.823702	4193050
1	1	1	5090490
1	0.442308	0.80312	4088270
1	1	1	5090490
1	1	1	5090490
0.0982143	0.473214	0.189104	962631
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.478723	0.831367	4232060
1	1	1	5090490
1	0.451613	0.810613	4126420
1	0.488636	0.838567	4268720
1	0.186335	0.499417	2542280
1	0.490566	0.839945	4275730
1	2.10231e-10	4.89478e-09	0.0249168
1	0.495652	0.843541	4294040
0.151856	1	0.438078	2230030
1	1	1	5090490
1	0.45	0.809328	4119880
0.0987654	0.45679	0.184906	941262
0.0246914	0.45679	0.0618622	314909
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.463158	0.819645	4172390
1	1	1	5090490
1	1	1	5090490
0.0752688	0.397849	0.135006	687248
1	1	1	5090490
0.0582524	0.466019	0.125051	636573
0.0253165	0.43038	0.0601375	306130
1	1	1	5090490
0.049505	0.49505	0.1154	587442
1	0.490385	0.839816	4275070
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.478261	0.831026	4230330
1	0.0964924	0.32212	1639750
1	0.485714	0.836465	4258020
1	0.480392	0.832593	4238310
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.49	0.839541	4273680
0.219109	1	0.551757	2808720
0.256834	1	0.605955	3084610
0.383423	1	0.750978	3822850
0.0961811	1	0.321391	1636040
0.331118	0.436195	0.4239	2157860
0.49567	0.442077	0.551781	2808830
1	0.438858	0.800293	4073880
1	0.438858	0.800293	4073880
0.0740741	1	0.266866	1358480
1	1	1	5090490
1	0.408163	0.773913	3939600
0.0204082	0.387755	0.0462078	235220
0.0204082	0.387755	0.0462078	235220
0.05	0.416667	0.101483	516600
1	0.494382	0.842648	4289490
0.0707071	1	0.258025	1313470
1	0.21332	0.542892	2763590
1	1	1	5090490
0.039798	1	0.168104	855733
1	0.482143	0.833873	4244820
1	1	1	5090490
0.137085	1	0.409494	2084530
1	1	1	5090490
0.508723	1	0.852544	4339870
0.276996	1	0.63259	3220190
1	0.471698	0.82614	4205460
1	1	1	5090490
0.0480769	0.490385	0.111928	569770
1	0.477273	0.830296	4226610
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.228387	0.565649	2879430
1	0.473214	0.827277	4211240
1	1	1	5090490
1	0.494845	0.842974	4291150
1	0.48913	0.83892	4270520
1	1	1	5090490
0.047619	0.484127	0.109964	559773
0.0666667	0.466667	0.139073	707948
0.0860215	1	0.297046	1512110
1	0.443038	0.803715	4091300
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.613402	0.913193	4648600
1	1	1	5090490
0.0693069	0.425743	0.133464	679395
1	1	1	5090490
1	1	1	5090490
1	0.660571	0.934477	4756950
0.0783349	1	0.277835	1414320
0.505335	0.882982	0.80628	4104360
0.0814054	0.773604	0.237104	1206970
1	0.774283	0.972359	4949780
1	1	1	5090490
0.961625	0.888828	0.988895	5033960
0.946584	0.777041	0.96146	4894300
1	0.774994	0.97254	4950710
1	1	1	5090490
1	1	1	5090490
0.373297	1	0.741136	3772750
1	1	1	5090490
1	0.759293	0.968378	4929520
0.301402	1	0.662876	3374370
0.263587	1	0.615046	3130890
1	0.874103	0.99172	5048340
1	0.74984	0.965715	4915970
1	0.747691	0.965094	4912800
0.0612775	0.875671	0.210617	1072140
0.464773	0.875671	0.772859	3934230
0.00420959	0.875671	0.0243407	123906
0.321082	0.641421	0.531375	2704960
1	0.644306	0.927531	4721590
0.170845	0.65488	0.35694	1817000
0.402837	0.546195	0.55315	2815800
7.41785e-09	0.658988	9.84323e-08	0.501069
0.0361742	0.657286	0.112679	573593
0.0314402	0.650758	0.100034	509225
0.0645143	0.757928	0.196471	1000130
2.40966e-05	0.633832	0.000184644	939.928
9.00912e-09	1	1.75903e-07	0.895434
0.259911	0.826969	0.545385	2776280
0.0449194	1	0.184299	938173
0.505165	0.64295	0.690048	3512680
0.145471	0.643796	0.31544	1605740
0.457147	0.64295	0.653813	3328230
0.0761153	0.495773	0.161402	821616
0.267583	0.494506	0.399944	2035910
1	0.494506	0.842735	4289940
1	0.645733	0.928157	4724770
1	0.494791	0.842935	4290960
0.000413685	0.494791	0.00194331	9892.4
0.359238	0.497827	0.486668	2477380
0.0774228	0.492712	0.162747	828464
0.385918	0.492298	0.505517	2573330
0.14524	0.490415	0.259402	1320490
1	0.489936	0.839496	4273440
0.171612	0.490415	0.292462	1488780
0.0961677	0.48942	0.19091	971828
0.234067	0.488385	0.362241	1843990
0.136165	0.488385	0.246755	1256100
0.235033	0.48942	0.363789	1851870
