ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
1	0.000189229	0.00181141	9220.95
1	0.000189229	0.00181141	9220.95
1	0.000189229	0.00181141	9220.95
1	0.000189229	0.00181141	9220.95
1	0.000189229	0.00181141	9220.95
0.606937	0.000189229	0.00115676	5888.46
1	0.000189229	0.00181141	9220.95
1	0.000189229	0.00181141	9220.95
0.174397	1	0.478968	2438180
1	0.443548	0.80413	4093420
1	1	1	5090490
1	1	1	5090490
1	0.405797	0.771786	3928770
1	1	1	5090490
1	1	1	5090490
1	0.485714	0.836465	4258020
1	0.472222	0.826533	4207460
0.111111	0.472222	0.207123	1054360
1	0.472222	0.826533	4207460
1	1	1	5090490
1	0.467742	0.82315	4190240
0.307359	1	0.669963	3410440
0.0769231	1	0.274227	1395950
1	0.460993	0.817973	4163890
0.0642857	1	0.240713	1225350
1	1	1	5090490
1	0.466216	0.821989	4184330
1	1	1	5090490
0.0431655	1	0.178822	910293
1	1	1	5090490
0.196764	0.109742	0.104411	531505
0.196764	0.109742	0.104411	531505
0.211003	0.415867	0.301267	1533600
1	0.458824	0.816288	4155310
0.0869565	1	0.299335	1523760
1	1	1	5090490
1	0.451327	0.810386	4125270
1	0.0476889	0.192809	981492
1	0.231235	0.569838	2900750
1	0.483516	0.834873	4249920
0.463338	1	0.819784	4173100
1	1	1	5090490
1	0.269152	0.622409	3168370
1	0.00195024	0.0141193	71874.3
1	0.19425	0.512549	2609130
1	0.482456	0.834102	4245990
0.0775862	1	0.275925	1404590
1	1	1	5090490
1	0.470588	0.825304	4201200
0.0877193	1	0.301194	1533230
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0925926	0.425926	0.166941	849810
0.166667	0.425926	0.258768	1317250
1	1	1	5090490
1	1	1	5090490
1	0.496855	0.844384	4298330
1	0.428571	0.791699	4030140
1	1	1	5090490
1	0.208333	0.535128	2724070
1	1	1	5090490
0.0652174	1	0.243263	1238330
0.141293	0.256843	0.156636	797354
0.114176	0.256843	0.132823	676136
1	1	1	5090490
1	0.298246	0.659074	3355010
1	0.336467	0.702966	3578440
1	0.365854	0.733728	3735030
1	0.614169	0.913567	4650510
1	0.458333	0.815906	4153360
1	0.112448	0.358176	1823290
1	0.476923	0.830037	4225300
1	0.476923	0.830037	4225300
0.169231	0.476923	0.283849	1444930
0.232692	1	0.571967	2911590
0.177404	1	0.484193	2464780
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.490196	0.839681	4274390
0.200779	1	0.52314	2663040
0.135428	1	0.406191	2067710
0.255356	1	0.603941	3074360
1	0.208449	0.53531	2724990
1	0.0887497	0.303696	1545960
1	0.140387	0.416017	2117730
0.62753	0.739704	0.820435	4176420
0.497166	0.526735	0.612758	3119240
1	0.464076	0.82035	4175990
0.223095	0.464076	0.338332	1722270
1	1	1	5090490
1	1	1	5090490
