unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
23	25	0	0	0	0	110.293	1
23	25	0	0	0	0	111.593	2
24	25	0	0	0	0	99.111	3
24	26	0	0	0	0	111.212	4
24	26	0	0	0	0	99.1476	5
24	26	0	0	0	0	111.67	6
26	26	0	0	0	0	99.2592	7
26	26	0	0	0	0	111.558	8
26	26	0	0	0	0	99.5828	9
26	26	0	0	0	0	104.069	10
26	25	0	0	0	0	113.787	11
25	25	0	0	0	0	113.565	12
25	26	0	0	0	0	101.538	13
26	26	0	0	0	0	111.718	14
25	25	0	0	0	0	104.15	15
25	25	0	0	0	0	114.443	16
25	25	0	0	0	0	115.41	17
25	25	0	0	0	0	116.008	18
25	25	0	0	0	0	116.27	19
26	26	0	0	0	0	99.6797	20
25	26	0	0	0	0	99.3502	21
25	26	0	0	0	0	99.733	22
25	26	0	0	0	0	115.494	23
25	25	0	0	0	0	103.951	24
25	25	0	0	0	0	106.876	25
25	25	0	0	0	0	112.772	26
25	25	0	0	0	0	101.517	27
25	25	0	0	0	0	113.273	28
25	24	0	0	0	0	97.4428	29
25	24	0	0	0	0	99.3547	30
26	25	0	0	0	0	100.028	31
26	25	0	0	0	0	100.481	32
26	25	0	0	0	0	100.082	33
26	25	0	0	0	0	99.0348	34
26	24	0	0	0	0	116.889	35
26	24	0	0	0	0	113.662	36
26	23	0	0	0	0	114.45	37
26	23	0	0	0	0	99.4766	38
25	22	0	0	0	0	97.339	39
26	23	0	0	0	0	111.536	40
27	23	0	0	0	0	110.988	41
27	23	0	0	0	0	113.597	42
26	23	0	0	0	0	113.677	43
26	23	0	0	0	0	94.9813	44
25	23	0	0	0	0	90.7192	45
23	23	0	0	0	0	90.3531	46
23	23	0	0	0	0	94.672	47
24	22	0	0	0	0	87.9801	48
24	21	0	0	0	0	88.4155	49
24	21	0	0	0	0	99.1736	50
24	21	0	0	0	0	88.3534	51
24	21	0	0	0	0	88.4293	52
25	20	0	0	0	0	90.5645	53
25	20	0	0	0	0	99.6306	54
25	20	0	0	0	0	90.3637	55
24	20	0	0	0	0	101.388	56
26	22	0	0	0	0	90.4296	57
26	22	0	0	0	0	97.2895	58
26	21	0	0	0	0	109.316	59
27	21	0	0	0	0	97.1708	60
27	21	0	0	0	0	110.479	61
27	21	0	0	0	0	110.278	62
27	21	0	0	0	0	99.4056	63
27	21	0	0	0	0	99.266	64
27	21	0	0	0	0	99.5315	65
27	22	0	0	0	0	111.484	66
27	22	0	0	0	0	95.3207	67
25	22	0	0	0	0	106.224	68
26	24	0	0	0	0	95.1159	69
27	22	0	0	0	0	92.4936	70
27	23	0	0	0	0	106.453	71
27	23	0	0	0	0	92.4451	72
27	24	0	0	0	0	110.792	73
28	24	0	0	0	0	113.873	74
28	24	0	0	0	0	113.716	75
28	24	0	0	0	0	101.207	76
27	24	0	0	0	0	113.61	77
27	24	0	0	0	0	112.844	78
27	24	0	0	0	0	113.872	79
27	25	0	0	0	0	116.656	80
27	25	0	0	0	0	117.35	81
27	25	0	0	0	0	105.95	82
27	24	0	0	0	0	117.979	83
27	25	0	0	0	0	106.176	84
27	25	0	0	0	0	118.756	85
26	25	0	0	0	0	105.962	86
26	25	0	0	0	0	106.083	87
26	25	0	0	0	0	118.964	88
26	25	0	0	0	0	105.707	89
27	26	0	0	0	0	104.48	90
26	26	0	0	0	0	121.685	91
26	27	0	0	0	0	119.457	92
27	27	0	0	0	0	102.267	93
27	28	0	0	0	0	101.631	94
27	27	0	0	0	0	102.199	95
