ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
0.613861	1	0.913417	4649740
1	0.466667	0.822332	4186070
0.407439	1.3473e-10	1.3518e-09	0.00688135
0.871711	1.3473e-10	2.80284e-09	0.0142678
0.000705919	1.3473e-10	2.94681e-12	1.50007e-05
0.00176796	1.3473e-10	7.16157e-12	3.64559e-05
0.174499	1.3473e-10	5.9889e-10	0.00304864
1.8598e-05	1.3473e-10	8.67481e-14	4.41591e-07
0.000502138	1.3473e-10	2.11919e-12	1.07877e-05
0.00171522	1.3473e-10	6.9549e-12	3.54038e-05
0.466292	1	0.822046	4184620
0.431818	0.477273	0.531605	2706130
1	1	1	5090490
0.8	1	0.978515	4981120
1	1	1	5090490
0.856481	1	0.98917	5035360
0.662162	1	0.935135	4760300
0.912162	1	0.996024	5070250
0.614865	1	0.913906	4652230
0.693878	1	0.947462	4823050
0.657014	1	0.932993	4749390
0.655405	1	0.932315	4745940
0.736486	1	0.961751	4895790
0.790244	0.458537	0.730194	3717040
0.852941	1	0.988614	5032530
0.635922	0.412621	0.613455	3122780
1	0.430168	0.793049	4037010
1	0.430168	0.793049	4037010
0.533333	1	0.868591	4421560
0.788889	1	0.975958	4968110
0.788889	1	0.975958	4968110
0.856362	1	0.989151	5035270
1	0.449782	0.809154	4118990
0.715605	0.0555314	0.167913	854757
1	0.237897	0.579497	2949930
0.417778	0.488889	0.528678	2691230
0.874395	4.70567e-08	7.40883e-07	3.77146
0.740228	0.499341	0.737502	3754250
1	0.21801	0.550086	2800210
0.82971	1	0.984599	5012090
1	0.0318268	0.141548	720549
1	0.450909	0.810053	4123570
1	0.0210763	0.102423	521381
1	0.044648	0.183456	933882
0.774892	0.471861	0.733514	3733950
0.489362	1	0.839086	4271360
0.86	0.488	0.784073	3991310
1	0.500678	0.847043	4311860
1	1	1	5090490
0.612648	1	0.912824	4646720
0.553398	0.498382	0.631057	3212390
0.399317	0.491468	0.515819	2625770
0.68705	1	0.944933	4810170
1	0.596265	0.904576	4604740
0.762376	0.455446	0.714509	3637200
1	1	1	5090490
0.619565	1	0.916174	4663780
0.625592	1	0.91903	4678320
1	0.096272	0.321604	1637120
0.614035	1	0.913502	4650170
1	1	1	5090490
1	0.485549	0.836346	4257410
0.738372	0.482558	0.724003	3685530
1	0.0241644	0.114126	580955
0.635714	0.227174	0.423873	2157720
0.708108	0.481081	0.707504	3601540
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.810526	1	0.980795	4992730
1	1	1	5090490
1	0.464088	0.82036	4176030
0.272459	0.52644	0.421964	2148010
1	0.486486	0.837022	4260860
1	0.464286	0.820511	4176810
1	1	1	5090490
0.468398	1	0.823649	4192780
1	0.473958	0.827833	4214070
0.582474	0.474227	0.631599	3215150
1	0.0192953	0.0954712	485995
1	0.47	0.824861	4198950
1	0.479381	0.831851	4234530
1	0.475771	0.829183	4220950
0.700935	1	0.950005	4835990
0.492063	0.460317	0.562863	2865250
1	1	1	5090490
0.836656	0.510156	0.790216	4022590
0.823529	1	0.983423	5006100
0.605042	1	0.90905	4627510
0.588235	1	0.90037	4583320
0.470588	1	0.825304	4201200
1	0.4	0.766516	3901940
1	1	1	5090490
1	1	1	5090490
1	0.00268203	0.0185628	94493.9
0.741525	1	0.963276	4903550
0.857143	1	0.989272	5035880
0.135965	1	0.407264	2073170
0.153509	1	0.441184	2245840
1	1.84235e-19	8.13176e-18	4.13947e-11
1	0.0224443	0.107659	548036
1	0.0212966	0.103271	525703
1	0.496124	0.843872	4295720
1	0.497935	0.845138	4302170
1	0.459227	0.816603	4156910
1	0.492187	0.841097	4281600
0.769822	0.497429	0.750507	3820450
0.604964	0.497429	0.662306	3371460
0.719101	0.497429	0.725439	3692840
0.00568182	1	0.0350596	178470
0.0795455	1	0.280909	1429960
0.4	1	0.766516	3901940
1	0.459119	0.816519	4156480
0.820513	0.42735	0.718116	3655560
0.8558	0.24882	0.542304	2760590
1	1	1	5090490
0.901996	0.210643	0.505537	2573430
0.567376	0.475177	0.623001	3171380
0.907801	0.475177	0.794058	4042150
0.744681	0.475177	0.721464	3672610
1	0.220452	0.553792	2819070
0.765957	1	0.970184	4938710
0.833333	1	0.985268	5015500
1	0.4875	0.837752	4264570
0.528958	0.486486	0.60663	3088040
0.797794	0.481618	0.751753	3826790
0.761905	1	0.969092	4933160
0.785936	0.503967	0.76291	3883590
1	0.478599	0.831275	4231600
0.443515	0.485356	0.545883	2778810
0.792079	1	0.976708	4971920
1	1	1	5090490
0.492754	1	0.841498	4283640
0.405797	0.463768	0.502534	2558140
1	0.463768	0.820114	4174780
1	0.463768	0.820114	4174780
1	0.463768	0.820114	4174780
0.42029	0.463768	0.513642	2614690
0.684037	0.354153	0.585714	2981570
0.759847	1	0.96853	4930290
0.663861	0.869308	0.894355	4552700
0.824866	0.334854	0.631579	3215050
0.0730174	0.250353	0.091436	465454
0.116946	0.250353	0.132655	675281
0.696781	0.614953	0.791628	4029770
1	0.610992	0.91201	4642580
0.614286	1	0.913624	4650800
0.566474	1	0.888415	4522470
1	1	1	5090490
1	1	1	5090490
0.438998	1	0.800407	4074470
1	0.495614	0.843514	4293900
1	0.24655	0.591766	3012380
0.662162	0.493243	0.692079	3523020
0.88806	1	0.993487	5057340
0.891146	0.215104	0.508337	2587680
0.782946	0.457364	0.72584	3694880
1	1	1	5090490
0.629956	0.471366	0.657492	3346950
0.889831	0.483051	0.792766	4035570
0.795367	0.494208	0.760113	3869350
0.831715	0.491909	0.774777	3944000
0.659933	0.468013	0.671726	3419420
0.787671	1	0.975668	4966630
1	1	1	5090490
0.801556	0.490272	0.760023	3868890
1	1	1	5090490
1	0.465201	0.821213	4180380
1	1	1	5090490
0.780347	1	0.973886	4957560
1	0.48503	0.835971	4255500
0.589744	0.487179	0.645642	3286640
1	1	1	5090490
0.418531	1	0.783073	3986230
1	1	1	5090490
1	1	1	5090490
0.893199	0.23364	0.535682	2726890
1	0.477912	0.830768	4229020
0.863552	0.227452	0.516088	2627140
0.405063	0.468354	0.505062	2571020
0.556962	0.468354	0.61139	3112280
0.835443	0.468354	0.758434	3860800
0.683544	0.468354	0.68478	3485860
0.683544	0.468354	0.68478	3485860
1	1	1	5090490
1	0.44898	0.808513	4115730
0.575342	1	0.893386	4547770
0.592593	1	0.902666	4595010
0.845588	0.463235	0.75883	3862820
1	0.485981	0.836658	4259000
1	0.622914	0.917769	4671890
0.698121	0.498601	0.71542	3641840
1	1	1	5090490
0.569444	0.486111	0.632356	3219000
1	0.496243	0.843955	4296150
1	0.432836	0.795291	4048420
0.265306	1	0.617333	3142530
0.468085	1	0.823411	4191570
0.660503	1	0.934449	4756800
0.600344	0.694517	0.781692	3979200
0.51998	0.694517	0.728952	3710720
1	1	1	5090490
0.384305	0.694517	0.619452	3153310
0.934783	0.201262	0.502435	2557640
1	1	1	5090490
1	0.235437	0.575952	2931880
1	0.486726	0.837195	4261730
1	0.192833	0.510223	2597290
0.7898	0.0681791	0.211169	1074960
1	0.383721	0.751264	3824300
0.730337	0.370787	0.624565	3179340
1	1	1	5090490
0.786885	1	0.97548	4965670
0.442623	1	0.803377	4089580
0.74026	1	0.962896	4901610
0.845455	1	0.98739	5026300
0.566929	0.496063	0.637997	3247720
1	1	1	5090490
0.50495	0.49505	0.59654	3036680
1	0.484848	0.835839	4254830
1	0.480315	0.832536	4238020
1	1	1	5090490
1	0.431034	0.793779	4040720
1	0.246481	0.59167	3011890
1	0.433962	0.796233	4053220
0.689189	0.310811	0.544261	2770550
1	1	1	5090490
0.894366	1	0.994213	5061030
1	0.445312	0.805561	4100700
0.689394	1	0.945809	4814630
0.811024	1	0.980899	4993260
1	0.418605	0.783137	3986550
0.939048	0.496	0.821646	4182580
0.026087	0.486957	0.0681642	346989
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.463636	1	0.820013	4174270
1	0.494845	0.842974	4291150
0.258824	1	0.608652	3098340
0.601852	0.435185	0.612814	3119530
0.619441	0.19209	0.372283	1895100
0.781095	0.017298	0.0716675	364823
1	0.0144195	0.0755461	384567
1	0.446809	0.806769	4106850
0.792273	1	0.976753	4972150
0.770992	0.465649	0.726783	3699680
0.705426	1	0.951587	4844040
0.764228	0.495935	0.74672	3801170
0.78481	1	0.97498	4963130
0.45	1	0.809328	4119880
0.7	1	0.949672	4834300
0.390071	0.496454	0.511569	2604140
0.792857	1	0.976889	4972840
1	0.484615	0.835671	4253970
0.438095	1	0.799664	4070680
0.695652	0.405797	0.639341	3254560
0.244444	1	0.58881	2997330
1	8.57379e-08	1.48086e-06	7.53832
0.930233	1	0.997508	5077800
0.760684	1	0.968759	4931460
1	1	1	5090490
1	0.476636	0.829824	4224210
0.835052	0.42268	0.720533	3667870
0.833333	0.416667	0.714511	3637210
0.54902	1	0.878223	4470590
0.0517241	0.465517	0.113805	579325
0.712871	1	0.954146	4857070
1	1	1	5090490
0.760563	1	0.968726	4931290
0.671233	1	0.938813	4779020
0.887931	1	0.993472	5057260
1	1	1	5090490
0.8	0.495652	0.763314	3885640
0.896907	1	0.994493	5062460
0.782178	1	0.974338	4959860
0.863636	1	0.990248	5040850
