ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	1	1	5090490
0.775862	1	0.972761	4951830
0.0037594	1	0.02475	125990
0.897959	1	0.994607	5063040
1	0.474576	0.828294	4216420
0.923077	0.446154	0.777187	3956260
0.832414	1	0.9851	5014640
0.0216346	1	0.10457	532313
1	1	1	5090490
0.114754	1	0.363193	1848830
0.903846	0.461538	0.781877	3980140
0.545455	1	0.876074	4459650
0.785714	1	0.975199	4964240
1	1	1	5090490
0.744186	1	0.964066	4907570
0.761905	1	0.969092	4933160
0.624313	1	0.918429	4675250
0.574913	1	0.893148	4546560
0.804348	0.456522	0.735081	3741920
0.854167	0.458333	0.75863	3861800
0.837209	0.44186	0.737803	3755780
0.88	0.46	0.770886	3924190
0.214286	1	0.544381	2771170
0.266667	1	0.619135	3151700
0.663324	1	0.935613	4762730
0.768116	1	0.970756	4941630
0.877193	0.473684	0.780433	3972790
1	0.460317	0.81745	4161220
0.688525	1	0.945485	4812980
0.884058	1	0.993003	5054870
1	1	1	5090490
0.694775	0.202162	0.416154	2118430
0.735119	0.496528	0.732875	3730690
0.803279	1	0.97924	4984810
1	1	1	5090490
1	1	1	5090490
0.78994	1	0.976206	4969370
1	0.465753	0.821635	4182530
0.813953	0.465116	0.746308	3799080
1	1	1	5090490
0.884058	1	0.993003	5054870
0.853887	0.492694	0.784961	3995840
1	1	1	5090490
1	0.424242	0.788009	4011350
0.776119	1	0.972826	4952160
0.759071	1	0.968317	4929210
0.70068	0.506803	0.722762	3679210
1	0.236364	0.577291	2938690
1	1	1	5090490
0.882353	1	0.992791	5053790
0.833333	1	0.985268	5015500
0.811594	0.463768	0.744173	3788210
0.773333	1	0.972115	4948540
1	1	1	5090490
0.733212	1	0.960743	4890650
0.789474	0.491228	0.755161	3844140
0.938776	0.428571	0.768647	3912790
1	0.461538	0.818395	4166030
0.830766	0.733016	0.911008	4637480
0.472559	1	0.826785	4208740
0.125014	1	0.384959	1959630
0.882353	0.411765	0.731173	3722030
0.677579	1	0.941313	4791740
1	1	1	5090490
0.554511	1	0.881489	4487210
0.804348	1	0.979473	4986000
0.645161	1	0.927906	4723500
0.827586	1	0.9842	5010060
0.82	1	0.98273	5002580
1	0.466667	0.822332	4186070
1	1	1	5090490
1	0.459016	0.816438	4156070
1	0.410714	0.776191	3951200
1	0.418182	0.782769	3984680
1	1	1	5090490
0.0769231	1	0.274227	1395950
1	1	1	5090490
0.977778	0.488889	0.830851	4229440
1	1	1	5090490
1	1	1	5090490
0.803571	0.446429	0.726502	3698250
0.779412	1	0.973653	4956370
0.680851	1	0.942578	4798190
0.782609	1	0.974444	4960400
1	1	1	5090490
0.684211	1	0.943861	4804720
0.811594	1	0.981018	4993870
0.738462	1	0.962353	4898850
0.661058	1	0.934679	4757970
0.784615	1	0.974933	4962890
0.738462	1	0.962353	4898850
1	1	1	5090490
0.887097	1	0.993372	5056750
0.790323	1	0.976297	4969830
0.833333	0.481481	0.767646	3907690
1	1	1	5090490
1	1	1	5090490
1	0.421053	0.785262	3997370
0.884615	0.480769	0.788911	4015950
0.87234	1	0.991481	5047120
1	1	1	5090490
0.829787	1	0.984614	5012170
1	0.484848	0.835839	4254830
1	1	1	5090490
0.822581	1	0.983238	5005160
0.782609	0.463768	0.730795	3720110
0.907692	0.446154	0.77104	3924970
0.776812	0.168116	0.39644	2018070
0.9375	0.458333	0.792643	4034940
1	0.431034	0.793779	4040720
0.75	0.425	0.683192	3477780
1	0.297297	0.657926	3349160
0.921569	0.490196	0.810722	4126970
1	1	1	5090490
1	0.4	0.766516	3901940
0.87234	0.489362	0.790271	4022870
1	1	1	5090490
1	1	1	5090490
0.928571	1	0.997386	5077180
0.877551	1	0.992177	5050670
0.835821	1	0.985718	5017790
1	0.472222	0.826533	4207460
0.852941	0.470588	0.767782	3908390
0.88	0.48	0.786425	4003290
0.714992	1	0.95486	4860710
0.753247	1	0.966689	4920920
0.716981	1	0.955525	4864090
1	0.232558	0.571771	2910590
1	1	1	5090490
0.844444	1	0.98722	5025430
0.962264	0.396226	0.748913	3812330
1	0.45098	0.81011	4123860
0.890625	1	0.993788	5058870
1	1	1	5090490
0.769231	0.442308	0.707051	3599230
0.90411	0.493151	0.806005	4102960
0.894737	1	0.994255	5061240
0.788462	1	0.975856	4967590
0.758621	0.482759	0.734106	3736960
0.714286	1	0.954623	4859500
0.867925	0.471698	0.775018	3945220
0.764706	0.455882	0.715982	3644700
0.827586	0.465517	0.752731	3831770
1	1	1	5090490
0.607966	1	0.910512	4634950
1	1	1	5090490
1	1	1	5090490
0.854545	0.490909	0.78392	3990540
1	0.481481	0.83339	4242370
0.767442	0.488372	0.742612	3780260
1	0.45098	0.81011	4123860
0.714286	1	0.954623	4859500
1	1	1	5090490
1	1	1	5090490
1	0.45283	0.81158	4131340
0.791045	1	0.976466	4970690
1	1	1	5090490
0.745098	0.431373	0.686228	3493240
0.788732	1	0.975921	4967920
1	0.491525	0.840627	4279210
0.866667	1	0.990687	5043090
0.819672	1	0.982665	5002250
1	0.42029	0.784602	3994010
1	0.355913	0.723595	3683460
0.916667	1	0.996427	5072300
1	1	1	5090490
0.857143	1	0.989272	5035880
0.875	1	0.99184	5048950
0.87234	1	0.991481	5047120
0.918033	1	0.996545	5072900
0.734375	1	0.961103	4892480
1	1	1	5090490
0.830508	1	0.984748	5012850
0.87931	1	0.992405	5051830
1	1	1	5090490
0.79741	0.494912	0.761576	3876800
0.79661	1	0.977751	4977230
0.727273	1	0.958875	4881150
0.836066	1	0.985762	5018010
1	1	1	5090490
1	1	1	5090490
0.788732	1	0.975921	4967920
0.872727	1	0.991534	5047390
1	0.48	0.832305	4236840
0.865672	0.477612	0.778621	3963560
0.915493	0.492958	0.810364	4125150
0.866667	0.488889	0.787547	4009000
0.797468	0.481013	0.751141	3823680
0.758621	1	0.968192	4928570
1	1	1	5090490
1	0.464286	0.820511	4176810
0.827586	0.431034	0.724427	3687690
0.71309	0.497717	0.722565	3678210
1	0.45283	0.81158	4131340
0.904762	0.428571	0.755107	3843870
1	0.477273	0.830296	4226610
0.875	0.4	0.717438	3652110
1	1	1	5090490
0.836364	0.472727	0.762249	3880220
0.724138	1	0.95787	4876030
1	0.212475	0.541584	2756930
0.0478571	0.254286	0.0658222	335067
1	0.485714	0.836465	4258020
1	0.490566	0.839945	4275730
1	1	1	5090490
0.90566	1	0.995403	5067090
1	0.434783	0.796917	4056700
0.790698	0.348837	0.631084	3212530
1	0.384615	0.75212	3828660
1	0.1417	0.418589	2130820
0.491024	0.765195	0.743526	3784910
0.587022	1	0.899725	4580040
0.512018	0.772417	0.76236	3880790
0.470097	0.773544	0.731496	3723670
0.280192	0.774599	0.548601	2792650
0.0846643	1	0.293706	1495110
0.686567	0.492537	0.704805	3587800
0.129472	0.330183	0.177513	903630
0.0205051	0.445503	0.05203	264858
0.0339167	0.445503	0.0784571	399385
0.0293796	0.45017	0.0704351	358549
0.033725	0.623798	0.102273	520621
0.00836945	0.304662	0.0177769	90493.1
0.000412144	0.440862	0.0017467	8891.56
0.509035	0.351864	0.487137	2479770
0.221375	0.527941	0.367761	1872080
0.462419	0.527941	0.588366	2995070
0.123808	0.352023	0.180133	916965
0.25441	0.523017	0.401438	2043510
0.688564	0.523017	0.727928	3705510
0.128272	0.520195	0.247365	1259210
0.848823	0.520195	0.802504	4085140
0.36792	0.520195	0.507843	2585170
0.509729	0.741643	0.745778	3796370
0.909541	0.505878	0.817294	4160430
0.737768	0.42621	0.67824	3452570
0.268499	0.42621	0.362506	1845330
0.719609	0.42621	0.66919	3406500
0.2776	0.36668	0.334366	1702090
0.342139	0.36668	0.385877	1964300
0.00218842	0.00831601	0.000216825	1103.75
0.035934	0.00831601	0.002724	13866.5
0.0192112	0.00831601	0.00155636	7922.65
0.0493579	0.509788	0.117819	599758
0.081012	0.318221	0.120086	611297
0.0243205	0.157737	0.0251783	128170
0.0284457	0.157737	0.028746	146331
0.000643366	0.761595	0.00422422	21503.4
5.9952e-15	0.766686	1.56341e-13	7.95852e-07
0.00111768	0.76593	0.00690261	35137.7
2.29311e-05	0.771077	0.000211172	1074.97
3.58602e-14	0.771431	8.91286e-13	4.53709e-06
0.00092955	0.767973	0.00588572	29961.2
0.00280649	0.767973	0.0153885	78335.1
0.000190147	0.767973	0.00143571	7308.45
3.58602e-14	0.771431	8.91286e-13	4.53709e-06
3.58602e-14	0.771431	8.91286e-13	4.53709e-06
0	1	0	0
0.00307947	1	0.020888	106330
0.000190265	1	0.00182028	9266.12
