unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
29	23	0	0	0	0	120.755	1
29	23	0	0	0	0	112.805	2
28	23	0	0	0	0	100.554	3
28	23	0	0	0	0	110.233	4
28	24	0	0	0	0	105.314	5
28	24	0	0	0	0	108.921	6
27	23	0	0	0	0	100.405	7
26	23	0	0	0	0	110.586	8
26	23	0	0	0	0	104.23	9
26	24	0	0	0	0	98.5307	10
26	23	0	0	0	0	118.11	11
26	24	0	0	0	0	115.08	12
26	24	0	0	0	0	108.41	13
26	24	0	0	0	0	117.784	14
26	24	0	0	0	0	105.421	15
27	24	0	0	0	0	119.736	16
27	24	0	0	0	0	117.136	17
27	24	0	0	0	0	111.502	18
24	24	0	0	0	0	109.857	19
25	28	0	0	0	0	101.322	20
24	30	0	0	0	0	100.04	21
24	30	0	0	0	0	100.798	22
23	30	0	0	0	0	123.429	23
23	30	0	0	0	0	113.903	24
23	29	0	0	0	0	121.374	25
24	30	0	0	0	0	118.423	26
24	30	0	0	0	0	114.129	27
23	31	0	0	0	0	125.478	28
24	31	0	0	0	0	103.764	29
23	30	0	0	0	0	103.949	30
23	31	0	0	0	0	100.924	31
23	29	0	0	0	0	99.9894	32
23	29	0	0	0	0	99.4625	33
22	29	0	0	0	0	102.24	34
22	28	0	0	0	0	117.147	35
23	27	0	0	0	0	111.758	36
23	29	0	0	0	0	119.628	37
23	29	0	0	0	0	110.323	38
23	29	0	0	0	0	109.791	39
24	29	0	0	0	0	120.151	40
24	30	0	0	0	0	119.181	41
24	30	0	0	0	0	122.425	42
23	30	0	0	0	0	119.584	43
24	30	0	0	0	0	114.574	44
24	30	0	0	0	0	109.541	45
24	31	0	0	0	0	111.68	46
24	31	0	0	0	0	123.899	47
25	31	0	0	0	0	110.29	48
25	31	0	0	0	0	111.081	49
25	30	0	0	0	0	123.247	50
26	30	0	0	0	0	113.898	51
27	31	0	0	0	0	111.529	52
27	31	0	0	0	0	117.777	53
25	31	0	0	0	0	130.602	54
26	31	0	0	0	0	113.829	55
25	31	0	0	0	0	130.912	56
25	31	0	0	0	0	112.149	57
25	32	0	0	0	0	115.376	58
25	31	0	0	0	0	127.888	59
25	32	0	0	0	0	112.749	60
25	31	0	0	0	0	131.642	61
25	31	0	0	0	0	132.1	62
25	31	0	0	0	0	120.236	63
25	31	0	0	0	0	118.599	64
25	31	0	0	0	0	118.979	65
25	31	0	0	0	0	129.356	66
26	31	0	0	0	0	106.365	67
27	32	0	0	0	0	123.52	68
27	31	0	0	0	0	108.966	69
27	31	0	0	0	0	106.475	70
26	30	0	0	0	0	124.005	71
26	30	0	0	0	0	104.405	72
27	30	0	0	0	0	127.895	73
27	31	0	0	0	0	130.484	74
27	31	0	0	0	0	121.588	75
27	32	0	0	0	0	112.5	76
28	32	0	0	0	0	128.174	77
29	32	0	0	0	0	123.586	78
29	32	0	0	0	0	125.763	79
28	31	0	0	0	0	132.452	80
28	31	0	0	0	0	138.667	81
28	31	0	0	0	0	126.978	82
28	31	0	0	0	0	137.067	83
27	31	0	0	0	0	123.907	84
27	32	0	0	0	0	138.704	85
27	32	0	0	0	0	125.966	86
27	32	0	0	0	0	124.074	87
26	32	0	0	0	0	134.429	88
26	32	0	0	0	0	118.457	89
26	33	0	0	0	0	118.33	90
26	33	0	0	0	0	144.276	91
26	33	0	0	0	0	139.3	92
26	33	0	0	0	0	130.464	93
26	33	0	0	0	0	127.752	94
26	33	0	0	0	0	122.384	95
26	33	0	0	0	0	119.719	96
28	34	0	0	0	0	120.338	97
29	35	0	0	0	0	121.556	98
29	35	0	0	0	0	122.474	99
28	35	0	0	0	0	123.391	100
27	34	0	0	0	0	143.748	101
27	34	0	0	0	0	131.641	102
28	34	0	0	0	0	151.078	103
28	34	0	0	0	0	135.231	104
28	34	0	0	0	0	134.294	105
28	34	0	0	0	0	133.388	106
28	33	0	0	0	0	131.604	107
28	33	0	0	0	0	131.846	108
29	33	0	0	0	0	135.657	109
29	33	0	0	0	0	145.542	110
29	32	0	0	0	0	151.623	111
29	33	0	0	0	0	131.462	112
29	33	0	0	0	0	148.863	113
29	33	0	0	0	0	132.973	114
30	33	0	0	0	0	135.853	115
30	33	0	0	0	0	134.745	116
30	33	0	0	0	0	135.755	117
31	33	0	0	0	0	137.501	118
31	34	0	0	0	0	138.753	119
31	34	0	0	0	0	142.743	120
31	35	0	0	0	0	155.667	121
31	35	0	0	0	0	140.902	122
32	35	0	0	0	0	142.298	123
31	34	0	0	0	0	144.643	124
31	33	0	0	0	0	147.122	125
31	32	0	0	0	0	146.807	126
32	32	0	0	0	0	148.466	127
32	33	0	0	0	0	139.822	128
32	33	0	0	0	0	138.779	129
33	34	0	0	0	0	137.787	130
33	33	0	0	0	0	162.203	131
33	33	0	0	0	0	147.019	132
33	34	0	0	0	0	143.332	133
33	34	0	0	0	0	161.341	134
33	34	0	0	0	0	141.704	135
32	33	0	0	0	0	157.135	136
32	34	0	0	0	0	158.407	137
33	35	0	0	0	0	154.277	138
33	35	0	0	0	0	146.847	139
33	35	0	0	0	0	149.14	140
33	34	0	0	0	0	162.132	141
33	34	0	0	0	0	149.421	142
33	34	0	0	0	0	154.473	143
33	35	0	0	0	0	144.101	144
33	35	0	0	0	0	163.649	145
33	37	0	0	0	0	148.703	146
32	36	0	0	0	0	148.69	147
32	36	0	0	0	0	163.871	148
32	36	0	0	0	0	163.334	149
32	36	0	0	0	0	147.86	150
32	36	0	0	0	0	148.582	151
32	36	0	0	0	0	150.374	152
32	36	0	0	0	0	149.648	153
33	36	0	0	0	0	146.644	154
33	35	0	0	0	0	167.542	155
34	36	0	0	0	0	147.34	156
34	36	0	0	0	0	148.002	157
