ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.0869565	1	0.299335	1523760
1	0.480392	0.832593	4238310
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.465116	0.821148	4180050
1	1	1	5090490
1	1	1	5090490
0.0789189	1	0.27932	1421880
1	0.495575	0.843487	4293760
1	1	1	5090490
0.1	1	0.330259	1681180
0.181818	1	0.491772	2503360
0.180263	0.67516	0.378037	1924400
1	0.699722	0.949573	4833790
0.0752227	0.703911	0.208539	1061570
0.297715	0.703911	0.537056	2733880
1	0.703911	0.951056	4841340
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.491525	0.840627	4279210
1	1	1	5090490
1	1	1	5090490
0.0322581	0.494624	0.081979	417313
0.0612245	1	0.232237	1182200
0.0681818	1	0.251289	1279190
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.159091	1	0.451544	2298580
0.0449438	1	0.184375	938559
1	1	1	5090490
0.125859	1	0.386714	1968570
0.122222	1	0.379123	1929920
1	1	1	5090490
1	1	1	5090490
0.176423	1	0.482495	2456140
0.108764	1	0.350064	1782000
0.134977	1	0.405288	2063110
0.0821596	1	0.287484	1463430
0.108764	1	0.350064	1782000
0.404911	1	0.770986	3924700
0.0446885	1	0.183582	934522
0.141176	0.482353	0.251061	1278020
1	0.471264	0.825814	4203800
1	1	1	5090490
0.0792079	1	0.280054	1425610
0.0864469	1	0.298088	1517420
1	1	1	5090490
1	0.482759	0.834322	4247110
1	1	1	5090490
0.0457097	1	0.186744	950621
1	0.420455	0.784744	3994730
0.131868	0.472527	0.235263	1197610
1	1	1	5090490
0.159021	1	0.451417	2297930
1	1	1	5090490
1	1	1	5090490
0.255814	0.465116	0.372271	1895040
1	1	1	5090490
1	1	1	5090490
1	0.495935	0.843739	4295050
1	0.46789	0.823263	4190810
0.165498	1	0.463195	2357890
1	0.479167	0.831693	4233720
1	0.494382	0.842648	4289490
1	0.473118	0.827205	4210880
1	0.493976	0.842362	4288030
0.0978261	0.434783	0.17683	900152
0.0283019	1	0.129193	657657
0.0594059	1	0.22713	1156210
0.0705882	1	0.25771	1311870
0.116279	1	0.366484	1865580
0.122686	1	0.380097	1934880
1	1	1	5090490
0.114846	1	0.363391	1849840
1	1	1	5090490
0.1	0.481818	0.194306	989115
1	0.453608	0.812195	4134470
1	1	1	5090490
0.151941	1	0.438237	2230840
1	0.460526	0.817612	4162040
1	0.474359	0.828132	4215600
1	0.483516	0.834873	4249920
0.0588235	1	0.225483	1147820
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.419355	0.78379	3989880
1	0.408451	0.774171	3940910
1	0.16338	0.459372	2338430
1	1	1	5090490
1	1	1	5090490
0.0754717	1	0.27049	1376930
1	1	1	5090490
1	0.478261	0.831026	4230330
1	0.503371	0.848899	4321310
1	1	1	5090490
1	1	1	5090490
0.227273	0.454545	0.337816	1719650
1	1	1	5090490
1	1	1	5090490
0.303797	1	0.66574	3388940
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.157045	1	0.447771	2279370
1	1	1	5090490
0.113649	1	0.360795	1836630
1	1	1	5090490
0.206931	1	0.532923	2712840
1	0.468085	0.823411	4191570
1	0.460674	0.817726	4162630
1	1	1	5090490
1	0.387198	0.754579	3841180
0.34658	0.387198	0.403721	2055140
1	1	1	5090490
1	0.469136	0.824207	4195620
1	0.204744	0.529467	2695250
1	1	1	5090490
1	0.497424	0.844782	4300350
1	1	1	5090490
0.0444444	1	0.182823	930658
1	1	1	5090490
1	0.460526	0.817612	4162040
1	1	1	5090490
1	0.448718	0.808303	4114660
0.0595238	1	0.227463	1157900
0.047619	0.488095	0.110676	563395
0.136842	1	0.409011	2082070
0.0925926	1	0.312921	1592920
0.0348837	0.476744	0.0847581	431460
0.0434783	0.48913	0.103156	525114
1	1	1	5090490
1	0.48	0.832305	4236840
1	0.494382	0.842648	4289490
0.097561	0.463415	0.185204	942777
0.0816327	1	0.286165	1456720
1	1	1	5090490
1	6.26517e-20	2.8329e-18	1.44209e-11
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.482759	0.834322	4247110
1	0.444444	0.804858	4097120
1	0.479452	0.831903	4234790
0.0543478	0.478261	0.120864	615255
0.0697674	0.44186	0.138087	702931
0.0555556	0.458333	0.118926	605389
0.0416667	0.458333	0.0946881	482009
0.0909091	0.454545	0.17299	880603
0.321045	1	0.685807	3491100
0.391165	1	0.758323	3860240
0.0545455	0.454545	0.116459	592833
0.0545455	0.454545	0.116459	592833
0.112903	0.451613	0.202738	1032040
0.131148	0.442623	0.223283	1136620
1	1	1	5090490
0.15	0.466667	0.256148	1303920
0.122449	0.469388	0.22165	1128310
0.0403226	1	0.169792	864325
1	0.494382	0.842648	4289490
0.141176	0.470588	0.246578	1255200
1	0.45	0.809328	4119880
1	1	1	5090490
1	1	1	5090490
1	0.498284	0.845381	4303410
1	1	1	5090490
1	0.47191	0.826299	4206270
0.0869153	1	0.299234	1523250
1	1	1	5090490
1	0.457143	0.814976	4148630
1	0.49441	0.842667	4289590
0.0434783	1	0.179804	915291
0.145253	1	0.425487	2165940
1	1	1	5090490
1	0.498182	0.84531	4303040
0.221463	0.24026	0.209298	1065430
1	1	1	5090490
1	0.447368	0.807219	4109140
1	0.233684	0.573411	2918940
1	0.476562	0.82977	4223940
1	1	1	5090490
0.0430108	1	0.178336	907816
0.0967742	1	0.322778	1643100
1	0.460784	0.817812	4163060
1	1	1	5090490
1	1	1	5090490
0.123912	1	0.382663	1947940
1	0.514754	0.856585	4360440
0.0483871	1	0.194928	992282
0.08	1	0.282058	1435820
0.0784314	1	0.278081	1415570
0.07	1	0.256148	1303920
1	0.456522	0.814489	4146150
1	0.4375	0.799172	4068180
1	0.43617	0.798071	4062570
0.0505051	0.484848	0.115325	587063
1	0.416667	0.781445	3977940
1	1	1	5090490
0.424331	0.772649	0.693478	3530140
0.285308	0.768911	0.552162	2810780
0.404778	0.39748	0.454843	2315380
1	0.580471	0.896198	4562090
0.0714059	0.576647	0.172523	878228
0.57746	0.579396	0.700903	3567940
0.302992	0.490238	0.431788	2198010
0.106964	0.639795	0.251968	1282640
1	0.813281	0.981369	4995650
1	0.645545	0.928074	4724350
0.051626	0.819911	0.176184	896865
1	0.594743	0.903787	4600720
0.172342	0.484114	0.290657	1479580
1	0.379525	0.747222	3803730
3.53221e-09	0.388469	2.93736e-08	0.149526
0.0703135	0.437347	0.137822	701583
0.35954	0.435144	0.446671	2273770
0.027468	0.362685	0.0558777	284445
1	0.646063	0.928301	4725510
7.1857e-06	0.65205	6.21807e-05	316.53
0.0128484	0.760512	0.0549961	279957
1	0.496857	0.844385	4298330
0.260796	1	0.61131	3111870
0.00444198	1	0.0285027	145093
0.205671	1	0.530935	2702720
0.217843	1	0.549831	2798910
0.00892545	0.604463	0.0335698	170887
1	0.325531	0.690873	3516880
0.00149214	0.233818	0.00312631	15914.4
1	0.326282	0.691716	3521170
0.0570564	0.321127	0.0916051	466315
0.584893	0.354837	0.533885	2717740
0.00962872	0.354837	0.02282	116165
0.197145	0.457842	0.307343	1564530
0.0636422	0.456802	0.131928	671577
0.437207	0.452341	0.518281	2638300
0.226945	0.848291	0.509699	2594620
1	1	1	5090490
0.58798	1	0.900234	4582630
0.0909117	1	0.308906	1572480
0.0444395	1	0.182807	930579
1	0.818631	0.982457	5001190
1	0.825234	0.983752	5007780
0.259437	1	0.60948	3102550
0.054019	1	0.211669	1077500
1	1	1	5090490
1	0.364204	0.732065	3726570
0.178052	0.364204	0.242252	1233180
0.1283	0.241611	0.138682	705962
1	0.362576	0.730417	3718180
0.0776699	1	0.276139	1405680
1	1	1	5090490
0.310809	0.228583	0.258921	1318030
0.3995	0.225433	0.30686	1562070
1	0.715249	0.954947	4861150
1	0.70508	0.951466	4843430
0.464286	0.70508	0.692919	3527300
1	0.69683	0.948535	4828510
0.347826	0.400323	0.413765	2106270
1	0.571429	0.891209	4536690
1	1	1	5090490
1	0.629917	0.921044	4688570
0.0833333	1	0.290409	1478320
1	1	1	5090490
0.0833333	1	0.290409	1478320
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0174731	1	0.0881884	448922
0.368421	1	0.7363	3748130
1	0.358974	0.726745	3699490
1	0.358974	0.726745	3699490
1	0.478873	0.831477	4232630
0.039798	1	0.168104	855733
1	1	1	5090490
1	0.4375	0.799172	4068180
1	1	1	5090490
1	0.416667	0.781445	3977940
0.0873786	1	0.300364	1529000
1	0.232529	0.571729	2910380
1	0.452632	0.811422	4130540
1	1	1	5090490
0.133921	1	0.403171	2052340
0.0582411	1	0.22383	1139410
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0625	1	0.235787	1200270
1	1	1	5090490
1	0.0368002	0.158324	805946
1	0.00219248	0.0156164	79495.2
1	0.272727	0.627077	3192130
0.115942	1	0.365758	1861890
1	0.450704	0.80989	4122740
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.494118	0.842462	4288540
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.217822	0.475248	0.338301	1722120
1	1	1	5090490
1	1	1	5090490
1	0.455696	0.813841	4142850
1	0.477273	0.830296	4226610
1	1	1	5090490
0.0379747	1	0.162184	825594
1	0.452381	0.811223	4129530
1	1	1	5090490
1	0.448598	0.808207	4114170
1	1	1	5090490
1	1	1	5090490
1	0.0375954	0.160941	819270
1	0.472222	0.826533	4207460
1	1	1	5090490
0.106383	1	0.344756	1754980
1	0.440476	0.801622	4080650
1	1	1	5090490
1	0.472973	0.827096	4210320
1	1	1	5090490
1	1	1	5090490
1	0.482759	0.834322	4247110
0.0394737	1	0.167057	850404
0.0506329	1	0.201679	1026640
1	0.239093	0.581212	2958660
0.0722892	1	0.262199	1334720
1	0.468354	0.823615	4192610
1	0.489583	0.839244	4272160
1	1	1	5090490
1	1	1	5090490
0.219512	1	0.552369	2811830
1	0.465517	0.821455	4181610
0.101852	1	0.334506	1702800
0.0416667	0.486111	0.099235	505155
0.358775	1	0.72654	3698450
1	0.477273	0.830296	4226610
1	1	1	5090490
1	0.508181	0.852177	4338000
0.0952381	0.457143	0.17999	916235
1	1	1	5090490
1	1	1	5090490
1	0.484211	0.835377	4252480
1	1	1	5090490
1	1	1	5090490
1	0.489583	0.839244	4272160
1	1	1	5090490
1	0.452632	0.811422	4130540
1	1	1	5090490
0.0978261	1	0.325229	1655580
1	1	1	5090490
0.0659341	1	0.245215	1248270
0.105189	1	0.342075	1741330
0.102059	1	0.33498	1705210
1	1	1	5090490
0.0759494	0.493671	0.160608	817575
1	1	1	5090490
1	1	1	5090490
0.0754717	1	0.27049	1376930
1	1	1	5090490
1	0.461538	0.818395	4166030
1	0.292683	0.652292	3320490
1	0.486842	0.837279	4262160
1	1	1	5090490
0.0714286	1	0.259933	1323180
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.493506	0.84203	4286350
1	1	1	5090490
1	0.476744	0.829904	4224620
0.0465116	1	0.189212	963181
1	1	1	5090490
1	1	1	5090490
1	0.492754	0.841498	4283640
1	0.476923	0.830037	4225300
1	1	1	5090490
1	1	1	5090490
0.0705882	1	0.25771	1311870
1	0.469136	0.824207	4195620
1	0.243629	0.58766	2991480
0.137931	0.494253	0.251265	1279060
1	1	1	5090490
1	1	1	5090490
0.0833333	0.444444	0.159105	809923
1	0.459459	0.816783	4157830
1	0.473118	0.827205	4210880
0.15625	1	0.446297	2271870
1	0.489796	0.839396	4272940
0.0714286	1	0.259933	1323180
0.0481928	1	0.19434	989284
1	0.489362	0.839086	4271360
1	1	1	5090490
1	0.489796	0.839396	4272940
1	0.455556	0.81373	4142290
1	0.494505	0.842735	4289930
1	1	1	5090490
1	1	1	5090490
0.0493827	1	0.197934	1007580
1	0.469136	0.824207	4195620
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.415584	0.780496	3973110
0.0461538	0.461538	0.103292	525805
0.0307692	1	0.137884	701899
1	0.425926	0.789449	4018680
1	1	1	5090490
1	0.490909	0.840189	4276980
1	0.46875	0.823915	4194130
0.057971	0.434783	0.117977	600559
1	1	1	5090490
1	0.46988	0.82477	4198480
1	0.469136	0.824207	4195620
1	0.450704	0.80989	4122740
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.477273	0.830296	4226610
1	0.495327	0.843313	4292880
1	0.45977	0.817025	4159060
1	0.447917	0.80766	4111390
0.0879121	0.494505	0.179788	915207
1	0.455556	0.81373	4142290
1	0.469136	0.824207	4195620
1	0.455556	0.81373	4142290
1	0.502375	0.848214	4317830
1	0.454545	0.812935	4138240
1	0.495146	0.843185	4292230
1	0.481481	0.83339	4242370
1	0.46	0.817203	4159970
1	1	1	5090490
1	0.231204	0.569792	2900520
1	1	1	5090490
1	1	1	5090490
1	0.459459	0.816783	4157830
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	0.483146	0.834604	4248540
1	0.484211	0.835377	4252480
1	0.494845	0.842974	4291150
1	1	1	5090490
1	0.474227	0.828033	4215090
0.039604	1	0.167478	852547
0.130435	1	0.396115	2016420
1	1	1	5090490
1	0.484211	0.835377	4252480
0.0842105	0.494737	0.174071	886106
1	1	1	5090490
0.0989011	0.494505	0.196501	1000280
1	0.458824	0.816288	4155310
1	0.485149	0.836057	4255940
1	0.479592	0.832005	4235320
0.0588235	1	0.225483	1147820
1	0.496479	0.844121	4296990
1	0.481013	0.833047	4240620
1	0.237061	0.578296	2943810
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
1	1	1	5090490
0.0240964	1	0.113872	579665
1	0.47561	0.829063	4220340
0.115044	1	0.36382	1852020
1	0.467391	0.822884	4188880
1	0.45283	0.81158	4131340
1	0.467742	0.82315	4190240
0.046729	0.485981	0.108664	553153
