unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
42	41	0	0	0	0	200.373	1
42	42	0	0	0	0	181.166	2
44	43	0	0	0	0	161.229	3
43	42	0	0	0	0	178.882	4
44	43	0	0	0	0	163.559	5
42	42	0	0	0	0	181.423	6
42	41	0	0	0	0	161.544	7
43	40	0	0	0	0	182.04	8
43	39	0	0	0	0	163.333	9
43	39	0	0	0	0	185.497	10
43	39	0	0	0	0	201.833	11
42	40	0	0	0	0	198.915	12
43	41	0	0	0	0	184.433	13
43	41	0	0	0	0	205.116	14
44	40	0	0	0	0	187.227	15
44	40	0	0	0	0	209.702	16
44	40	0	0	0	0	206.004	17
44	40	0	0	0	0	203.239	18
43	39	0	0	0	0	200.051	19
43	40	0	0	0	0	180.381	20
43	39	0	0	0	0	180.116	21
43	39	0	0	0	0	180.065	22
42	40	0	0	0	0	201.755	23
43	42	0	0	0	0	185.688	24
43	42	0	0	0	0	201.659	25
43	42	0	0	0	0	210.447	26
44	44	0	0	0	0	186.871	27
45	44	0	0	0	0	214.588	28
45	44	0	0	0	0	189.447	29
45	44	0	0	0	0	189.692	30
45	44	0	0	0	0	189.842	31
45	44	0	0	0	0	190.315	32
44	42	0	0	0	0	184.784	33
43	41	0	0	0	0	189.571	34
43	41	0	0	0	0	210.644	35
45	43	0	0	0	0	209.294	36
45	42	0	0	0	0	217.882	37
45	44	0	0	0	0	199.542	38
45	44	0	0	0	0	198.79	39
45	44	0	0	0	0	223.108	40
45	45	0	0	0	0	222.983	41
45	46	0	0	0	0	219.506	42
43	47	0	0	0	0	223.118	43
44	48	0	0	0	0	198.792	44
43	48	0	0	0	0	196.582	45
42	48	0	0	0	0	199.085	46
42	47	0	0	0	0	221.614	47
42	48	0	0	0	0	198.811	48
42	48	0	0	0	0	198.964	49
42	48	0	0	0	0	220.809	50
43	48	0	0	0	0	198.853	51
43	49	0	0	0	0	196.407	52
43	49	0	0	0	0	201.799	53
41	48	0	0	0	0	222.571	54
41	48	0	0	0	0	200.62	55
41	48	0	0	0	0	222.685	56
41	50	0	0	0	0	200.728	57
41	50	0	0	0	0	206.147	58
41	50	0	0	0	0	221.064	59
39	49	0	0	0	0	198.861	60
39	49	0	0	0	0	218.887	61
39	49	0	0	0	0	220.314	62
39	49	0	0	0	0	198.749	63
39	49	0	0	0	0	199.252	64
39	50	0	0	0	0	199.252	65
39	50	0	0	0	0	217.929	66
38	49	0	0	0	0	191.324	67
38	49	0	0	0	0	212.59	68
38	51	0	0	0	0	189.536	69
39	52	0	0	0	0	191.337	70
39	51	0	0	0	0	213.519	71
39	51	0	0	0	0	184.65	72
39	49	0	0	0	0	212.227	73
39	51	0	0	0	0	215.09	74
39	52	0	0	0	0	215.091	75
